Dependency=Geometry Building Type FPL	Dependency=Vintage FPL	Dependency=Location EPW	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
20 to 49 Unit	1960-79s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.658168899	0.113862655	0.114105792	0.113862655	6148.227675
20 to 49 Unit	1980-99s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.513893532	0.163983649	0.160093718	0.162029101	7445.093188
20 to 49 Unit	2000-09s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.588096166	0.137301278	0.137301278	0.137301278	3626.361632
20 to 49 Unit	<1940	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.300586426	0.233137858	0.233137858	0.233137858	146.8629585
20 to 49 Unit	2010s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.377462651	0.239358973	0.191589188	0.191589188	1019.261197
20 to 49 Unit	1940-59s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.574702837	0.141765721	0.141765721	0.141765721	41.02293015
20 to 49 Unit	1960-79s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.817096802	0.060967733	0.060967733	0.060967733	249.7446702
20 to 49 Unit	1980-99s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.997157417	0.000947528	0.000947528	0.000947528	308.334669
20 to 49 Unit	2000-09s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.427281339	0.19090622	0.19090622	0.19090622	130.4180956
20 to 49 Unit	<1940	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.25	0.25	0.25	0.25	25.74180831
20 to 49 Unit	2010s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.417122283	0.194292572	0.194292572	0.194292572	36.56603495
20 to 49 Unit	1940-59s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.349032709	0.216989097	0.216989097	0.216989097	146.3326761
20 to 49 Unit	1960-79s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.849973551	0.050009719	0.050008365	0.050008365	900.7720861
20 to 49 Unit	1980-99s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.794749584	0.068416805	0.068416805	0.068416805	592.4819562
20 to 49 Unit	2000-09s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.431247793	0.189584069	0.189584069	0.189584069	444.2453878
20 to 49 Unit	<1940	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.25	0.25	0.25	0.25	47.83427808
20 to 49 Unit	2010s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.401592713	0.199469096	0.199469096	0.199469096	9.542613238
20 to 49 Unit	1940-59s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.255199162	0.248266946	0.248266946	0.248266946	422.4518443
20 to 49 Unit	1960-79s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.452730508	0.182423164	0.182423164	0.182423164	7185.602635
20 to 49 Unit	1980-99s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.538545957	0.153818014	0.153818014	0.153818014	14371.17214
20 to 49 Unit	2000-09s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.549151813	0.150282729	0.150282729	0.150282729	8950.489244
20 to 49 Unit	<1940	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.25	0.25	0.25	0.25	62.19864063
20 to 49 Unit	2010s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.381044255	0.206318582	0.206318582	0.206318582	1501.232957
20 to 49 Unit	1940-59s	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.256103978	0.247965341	0.247965341	0.247965341	77.21788965
20 to 49 Unit	1960-79s	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.588188829	0.13727039	0.13727039	0.13727039	1032.700908
20 to 49 Unit	1980-99s	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.570198906	0.143267031	0.143267031	0.143267031	1269.089107
20 to 49 Unit	2000-09s	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.470691904	0.176436032	0.176436032	0.176436032	715.8329326
20 to 49 Unit	<1940	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.25	0.25	0.25	0.25	10.00448478
20 to 49 Unit	2010s	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.31447359	0.228508803	0.228508803	0.228508803	67.33068418
20 to 49 Unit	1940-59s	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.361362338	0.212879221	0.212879221	0.212879221	118.8717118
20 to 49 Unit	1960-79s	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.529865683	0.156711439	0.156711439	0.156711439	1167.627104
20 to 49 Unit	1980-99s	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.483772896	0.172075701	0.172075701	0.172075701	1831.467033
20 to 49 Unit	2000-09s	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.454988189	0.181670604	0.181670604	0.181670604	798.1483098
20 to 49 Unit	<1940	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.25	0.25	0.25	0.25	13.99038095
20 to 49 Unit	2010s	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.352742597	0.215752468	0.215752468	0.215752468	39.41132693
20 to 49 Unit	1940-59s	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.311594736	0.229468421	0.229468421	0.229468421	1767.087985
20 to 49 Unit	1960-79s	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.793353153	0.068882282	0.068882282	0.068882282	20056.92151
20 to 49 Unit	1980-99s	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.948691958	0.017102681	0.017102681	0.017102681	38371.64265
20 to 49 Unit	2000-09s	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.572030857	0.142656381	0.142656381	0.142656381	16968.77908
20 to 49 Unit	<1940	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.25	0.25	0.25	0.25	497.9115422
20 to 49 Unit	2010s	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.256307487	0.247897504	0.247897504	0.247897504	2824.269419
20 to 49 Unit	1940-59s	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.253762566	0.248745811	0.248745811	0.248745811	207.8122597
20 to 49 Unit	1960-79s	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.595698124	0.138440739	0.132930569	0.132930569	2060.937236
20 to 49 Unit	1980-99s	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.459749709	0.18008343	0.18008343	0.18008343	2007.056343
20 to 49 Unit	2000-09s	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.336628527	0.225489198	0.218941137	0.218941137	781.5710236
20 to 49 Unit	<1940	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.297894087	0.234070828	0.234017543	0.234017543	107.8368976
20 to 49 Unit	2010s	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.254906121	0.248364626	0.248364626	0.248364626	149.2148307
20 to 49 Unit	1940-59s	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.251794086	0.249401971	0.249401971	0.249401971	1621.267764
20 to 49 Unit	1960-79s	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.88335127	0.071674523	0.022487104	0.022487104	28025.4507
20 to 49 Unit	1980-99s	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.946232337	0.017922554	0.017922554	0.017922554	26484.25613
20 to 49 Unit	2000-09s	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.568478411	0.14384053	0.14384053	0.14384053	16938.58277
20 to 49 Unit	<1940	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.25	0.25	0.25	0.25	362.6063982
20 to 49 Unit	2010s	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.264236916	0.245254361	0.245254361	0.245254361	3347.220334
20 to 49 Unit	1940-59s	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.412904818	0.195698394	0.195698394	0.195698394	87.37540893
20 to 49 Unit	1960-79s	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.877954629	0.047676802	0.037184284	0.037184284	1127.126966
20 to 49 Unit	1980-99s	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.917413514	0.027528829	0.027528829	0.027528829	1041.642778
20 to 49 Unit	2000-09s	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.444553365	0.185148878	0.185148878	0.185148878	681.4305882
20 to 49 Unit	<1940	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.25	0.25	0.25	0.25	22.13111415
20 to 49 Unit	2010s	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.30363763	0.23212079	0.23212079	0.23212079	167.8145243
20 to 49 Unit	1940-59s	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.636193817	0.121268728	0.121268728	0.121268728	60.36369298
20 to 49 Unit	1960-79s	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.879474205	0.040228758	0.040148519	0.040148519	773.5087452
20 to 49 Unit	1980-99s	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.952766144	0.015744619	0.015744619	0.015744619	1005.448827
20 to 49 Unit	2000-09s	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.479847713	0.173384096	0.173384096	0.173384096	525.9780703
20 to 49 Unit	<1940	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.25	0.25	0.25	0.25	18.39850207
20 to 49 Unit	2010s	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.285060048	0.238313317	0.238313317	0.238313317	120.5457713
20 to 49 Unit	1940-59s	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.514273521	0.161908826	0.161908826	0.161908826	116.8495213
20 to 49 Unit	1960-79s	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.815119023	0.069904256	0.05748836	0.05748836	707.2273689
20 to 49 Unit	1980-99s	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.89899408	0.03366864	0.03366864	0.03366864	715.8622413
20 to 49 Unit	2000-09s	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.610670323	0.129776559	0.129776559	0.129776559	271.4956361
20 to 49 Unit	<1940	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.852617322	0.10119538	0.023093649	0.023093649	6.495706858
20 to 49 Unit	2010s	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.497433154	0.167522282	0.167522282	0.167522282	175.655529
20 to 49 Unit	1940-59s	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.25	0.25	0.25	0.25	28.07793758
20 to 49 Unit	1960-79s	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.304559068	0.233947831	0.230746551	0.230746551	460.3332305
20 to 49 Unit	1980-99s	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.308725191	0.230424936	0.230424936	0.230424936	421.8714826
20 to 49 Unit	2000-09s	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.387657421	0.204114193	0.204114193	0.204114193	305.4912677
20 to 49 Unit	<1940	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.25	0.25	0.25	0.25	19.63403615
20 to 49 Unit	2010s	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.25	0.25	0.25	0.25	58.33393992
20 to 49 Unit	1940-59s	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.702997795	0.099000735	0.099000735	0.099000735	23.88534982
20 to 49 Unit	1960-79s	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.885589864	0.038136712	0.038136712	0.038136712	578.1045905
20 to 49 Unit	1980-99s	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.997156066	0.000947978	0.000947978	0.000947978	399.8276271
20 to 49 Unit	2000-09s	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.681069826	0.106310058	0.106310058	0.106310058	42.67387072
20 to 49 Unit	<1940	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.25	0.25	0.25	0.25	1.804688337
20 to 49 Unit	2010s	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.311638592	0.229453803	0.229453803	0.229453803	27.18504374
20 to 49 Unit	1940-59s	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.252104839	0.249298387	0.249298387	0.249298387	353.4197425
20 to 49 Unit	1960-79s	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.580015129	0.139994957	0.139994957	0.139994957	4238.08744
20 to 49 Unit	1980-99s	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.624768977	0.125077008	0.125077008	0.125077008	6945.329639
20 to 49 Unit	2000-09s	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.775244937	0.123464528	0.050645268	0.050645268	6836.066411
20 to 49 Unit	<1940	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.25	0.25	0.25	0.25	159.0624759
20 to 49 Unit	2010s	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.259507064	0.246830979	0.246830979	0.246830979	1333.224715
20 to 49 Unit	1940-59s	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.485157244	0.171614252	0.171614252	0.171614252	24.77141709
20 to 49 Unit	1960-79s	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.874353703	0.041903627	0.041871335	0.041871335	175.70859
20 to 49 Unit	1980-99s	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.935562489	0.02147917	0.02147917	0.02147917	254.8093095
20 to 49 Unit	2000-09s	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.482976313	0.172341229	0.172341229	0.172341229	43.34567678
20 to 49 Unit	<1940	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.25	0.25	0.25	0.25	0.078460484
20 to 49 Unit	2010s	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.281310142	0.239563286	0.239563286	0.239563286	11.59920372
20 to 49 Unit	1940-59s	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.483910953	0.172029682	0.172029682	0.172029682	116.5416348
20 to 49 Unit	1960-79s	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.903975858	0.032008047	0.032008047	0.032008047	1584.783675
20 to 49 Unit	1980-99s	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.962016701	0.0126611	0.0126611	0.0126611	1342.508196
20 to 49 Unit	2000-09s	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.509940524	0.163353159	0.163353159	0.163353159	454.6317404
20 to 49 Unit	<1940	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.25	0.25	0.25	0.25	21.02572545
20 to 49 Unit	2010s	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.399569472	0.200143509	0.200143509	0.200143509	52.07639218
20 to 49 Unit	1940-59s	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.415526369	0.194824544	0.194824544	0.194824544	59.77749949
20 to 49 Unit	1960-79s	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.838282459	0.053905847	0.053905847	0.053905847	412.625241
20 to 49 Unit	1980-99s	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.924624394	0.025125202	0.025125202	0.025125202	649.961581
20 to 49 Unit	2000-09s	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.564893945	0.145035352	0.145035352	0.145035352	370.445114
20 to 49 Unit	<1940	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.25	0.25	0.25	0.25	41.85767941
20 to 49 Unit	2010s	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.395090145	0.201636618	0.201636618	0.201636618	122.5781211
20 to 49 Unit	1940-59s	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.357925654	0.214024782	0.214024782	0.214024782	5.054679855
20 to 49 Unit	1960-79s	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.872330777	0.055354266	0.036157478	0.036157478	149.8154909
20 to 49 Unit	1980-99s	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.97460536	0.00846488	0.00846488	0.00846488	451.5688174
20 to 49 Unit	2000-09s	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.979814818	0.010750095	0.004717544	0.004717544	169.3592678
20 to 49 Unit	<1940	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.588383452	0.170099065	0.120758741	0.120758741	13.00343915
20 to 49 Unit	2010s	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.274188049	0.241937317	0.241937317	0.241937317	5.984648649
20 to 49 Unit	1940-59s	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.320763388	0.226412204	0.226412204	0.226412204	405.7140501
20 to 49 Unit	1960-79s	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.387216628	0.20571325	0.203535061	0.203535061	5870.157057
20 to 49 Unit	1980-99s	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.499961173	0.149833017	0.149833017	0.200372794	7518.739496
20 to 49 Unit	2000-09s	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.384811669	0.206977039	0.204105646	0.204105646	3486.692646
20 to 49 Unit	<1940	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.273482807	0.24273756	0.241889817	0.241889817	549.4718411
20 to 49 Unit	2010s	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.257733875	0.247422042	0.247422042	0.247422042	1360.402629
20 to 49 Unit	1940-59s	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.581201387	0.139599538	0.139599538	0.139599538	33.43476586
20 to 49 Unit	1960-79s	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.923375536	0.025512925	0.025598614	0.025512925	427.6431114
20 to 49 Unit	1980-99s	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.902547551	0.050063555	0.019986288	0.027402606	662.57086
20 to 49 Unit	2000-09s	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.94314896	0.027723892	0.014563574	0.014563574	753.4122045
20 to 49 Unit	<1940	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.250605258	0.249798247	0.249798247	0.249798247	85.60010755
20 to 49 Unit	2010s	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.550457769	0.28492749	0.082307371	0.082307371	231.287165
20 to 49 Unit	1940-59s	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.524578534	0.158473822	0.158473822	0.158473822	260.9112086
20 to 49 Unit	1960-79s	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.89092428	0.032932755	0.04321021	0.032932755	2463.170137
20 to 49 Unit	1980-99s	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.887010757	0.053141001	0.020035246	0.039812996	4001.160525
20 to 49 Unit	2000-09s	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.888251668	0.057351151	0.02719859	0.02719859	2493.94089
20 to 49 Unit	<1940	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.29451218	0.235162607	0.235162607	0.235162607	271.5078567
20 to 49 Unit	2010s	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.593594757	0.20439824	0.101003501	0.101003501	539.9338409
20 to 49 Unit	1940-59s	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.513907919	0.162030694	0.162030694	0.162030694	377.6672696
20 to 49 Unit	1960-79s	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.868205768	0.043865563	0.044063107	0.043865563	2129.932735
20 to 49 Unit	1980-99s	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.864961049	0.060294152	0.028547822	0.046196977	2913.351931
20 to 49 Unit	2000-09s	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.790915441	0.071709092	0.068687733	0.068687733	1873.064201
20 to 49 Unit	<1940	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.283133735	0.23908152	0.238892372	0.238892372	615.5591692
20 to 49 Unit	2010s	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.547678945	0.227178902	0.112571076	0.112571076	547.5910418
20 to 49 Unit	1940-59s	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.733092342	0.088969219	0.088969219	0.088969219	103.0255511
20 to 49 Unit	1960-79s	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.877978098	0.039349298	0.043323306	0.039349298	1326.244326
20 to 49 Unit	1980-99s	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.888555817	0.052750048	0.024838476	0.033855659	1208.065478
20 to 49 Unit	2000-09s	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.870472447	0.065921447	0.031803053	0.031803053	396.6796964
20 to 49 Unit	<1940	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.262416325	0.245861225	0.245861225	0.245861225	145.4579888
20 to 49 Unit	2010s	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.677526204	0.164731957	0.07887092	0.07887092	28.67617373
20 to 49 Unit	1940-59s	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.308905216	0.230364928	0.230364928	0.230364928	3464.906142
20 to 49 Unit	1960-79s	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.558676577	0.147165111	0.147079156	0.147079156	10287.36203
20 to 49 Unit	1980-99s	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.26302887	0.24590002	0.245395004	0.245676107	12914.54517
20 to 49 Unit	2000-09s	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.364481243	0.212066359	0.211726199	0.211726199	7033.737906
20 to 49 Unit	<1940	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.262224546	0.284265512	0.241416294	0.212093647	2146.030786
20 to 49 Unit	2010s	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.256995587	0.250459142	0.246272636	0.246272636	1028.2134
20 to 49 Unit	1940-59s	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.293948488	0.235350504	0.235350504	0.235350504	220.8862314
20 to 49 Unit	1960-79s	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.551023376	0.155277992	0.146849316	0.146849316	701.3405284
20 to 49 Unit	1980-99s	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.675655222	0.108114926	0.108114926	0.108114926	1248.464739
20 to 49 Unit	2000-09s	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.271968389	0.242677204	0.242677204	0.242677204	800.4513787
20 to 49 Unit	<1940	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.505173719	0.164942094	0.164942094	0.164942094	386.5981768
20 to 49 Unit	2010s	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.281633823	0.239455392	0.239455392	0.239455392	177.4906323
20 to 49 Unit	1940-59s	USA_WA_Olympia.AP.727920_TMY3.epw	0.348963043	0.217012319	0.217012319	0.217012319	139.6714144
20 to 49 Unit	1960-79s	USA_WA_Olympia.AP.727920_TMY3.epw	0.829012905	0.084797148	0.043094974	0.043094974	1098.640193
20 to 49 Unit	1980-99s	USA_WA_Olympia.AP.727920_TMY3.epw	0.915989494	0.028003502	0.028003502	0.028003502	1126.109317
20 to 49 Unit	2000-09s	USA_WA_Olympia.AP.727920_TMY3.epw	0.721128317	0.100509931	0.089180876	0.089180876	430.4568761
20 to 49 Unit	<1940	USA_WA_Olympia.AP.727920_TMY3.epw	0.481387311	0.177905415	0.170353637	0.170353637	108.2670811
20 to 49 Unit	2010s	USA_WA_Olympia.AP.727920_TMY3.epw	0.512443086	0.162518971	0.162518971	0.162518971	103.5993637
20 to 49 Unit	1940-59s	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.355470171	0.214843276	0.214843276	0.214843276	83.37398942
20 to 49 Unit	1960-79s	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.821679163	0.10836013	0.034980354	0.034980354	629.754348
20 to 49 Unit	1980-99s	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.966954321	0.011015226	0.011015226	0.011015226	952.9308452
20 to 49 Unit	2000-09s	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.796638915	0.099434664	0.051963211	0.051963211	633.7953674
20 to 49 Unit	<1940	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.522560999	0.159774983	0.158832009	0.158832009	146.7927789
20 to 49 Unit	2010s	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.305803865	0.231398712	0.231398712	0.231398712	25.27737064
20 to 49 Unit	1940-59s	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.257618759	0.247460414	0.247460414	0.247460414	2650.0413
20 to 49 Unit	1960-79s	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.815936579	0.063866229	0.060098596	0.060098596	22025.9366
20 to 49 Unit	1980-99s	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.734636396	0.088454535	0.088454535	0.088454535	25503.30474
20 to 49 Unit	2000-09s	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.466028158	0.17992902	0.177021411	0.177021411	9088.090309
20 to 49 Unit	<1940	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.266633393	0.244471602	0.244447502	0.244447502	3375.292363
20 to 49 Unit	2010s	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.402447453	0.199184182	0.199184182	0.199184182	1151.697612
20 to 49 Unit	1940-59s	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.425232025	0.191589325	0.191589325	0.191589325	244.3513827
20 to 49 Unit	1960-79s	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.814047078	0.104391412	0.040780755	0.040780755	2682.842882
20 to 49 Unit	1980-99s	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.966023784	0.011325405	0.011325405	0.011325405	2721.875135
20 to 49 Unit	2000-09s	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.7833888	0.091962955	0.062324122	0.062324122	1556.447219
20 to 49 Unit	<1940	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.583079242	0.143993039	0.136463859	0.136463859	476.0801409
20 to 49 Unit	2010s	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.457606912	0.180797696	0.180797696	0.180797696	479.4061919
20 to 49 Unit	1940-59s	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.46887075	0.177043083	0.177043083	0.177043083	156.7531021
