Column Type,Import From Raw,Publish In Full,Data Type,Timeseries Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Input,yes,yes,string,no,build_existing_model.misc_gas_lighting,,in.misc_gas_lighting,in.misc_gas_lighting,,,,,,,,,Presence of exterior gas lighting.
Input,yes,yes,string,no,build_existing_model.misc_hot_tub_spa,,in.misc_hot_tub_spa,in.misc_hot_tub_spa,,,,,,,,,The presence and heating fuel of a hot tub/spa at the dwelling unit.
Input,yes,yes,string,no,build_existing_model.misc_pool,,in.misc_pool,in.misc_pool,,,,,,,,,The presence of a pool at the dwelling unit.
Input,yes,yes,string,no,build_existing_model.misc_pool_heater,,in.misc_pool_heater,in.misc_pool_heater,,,,,,,,,The heating fuel of the pool heater if there is a pool.
Input,yes,yes,string,no,build_existing_model.misc_pool_pump,,in.misc_pool_pump,in.misc_pool_pump,,,,,,,,,Presence and size of pool pump.
Input,yes,yes,string,no,build_existing_model.misc_well_pump,,in.misc_well_pump,in.misc_well_pump,,,,,,,,,Presence of well pump for domestic water source.
Input,yes,yes,string,no,build_existing_model.natural_ventilation,,in.natural_ventilation,in.natural_ventilation,,,,,,,,,Schedule of natural ventilation from windows.
Input,yes,yes,string,no,build_existing_model.neighbors,,in.neighbors,in.neighbors,,,,,,,,,Presence and distance between the dwelling unit and the nearest neighbors to the left and right.
Input,yes,yes,string,no,build_existing_model.occupants,,in.occupants,in.occupants,,,,,,,,,The number of occupants living in the dwelling unit.
Input,yes,yes,string,no,build_existing_model.orientation,,in.orientation,in.orientation,,,,,,,,,Orientation of the front of the dwelling unit as it faces the street.
Input,yes,yes,string,no,build_existing_model.plug_load_diversity,,in.plug_load_diversity,in.plug_load_diversity,,,,,,,,,Plug load diversity multiplier intended to add variation in plug load profiles across all simulations.
Input,yes,yes,string,no,build_existing_model.plug_loads,,in.plug_loads,in.plug_loads,,,,,,,,,Plug load usage level which is varied by Census Division RECS and Building Type RECS.
Input,yes,yes,string,no,build_existing_model.puma,,in.as_simulated_puma,in.as_simulated_puma,,,,,,,,,The 2010 Public Use Microdata Area (PUMA) where the model was simulated.
Input,yes,yes,string,no,build_existing_model.puma_metro_status,,in.as_simulated_puma_metro_status,in.as_simulated_puma_metro_status,,,,,,,,,The Public Use Microdata Area (PUMA) metropolitan status where the model was simulated.
Input,yes,yes,string,no,build_existing_model.pv_orientation,,in.pv_orientation,in.pv_orientation,,,,,,,,,The presence and orientation of the photovoltaic system.
Input,yes,yes,string,no,build_existing_model.pv_system_size,,in.pv_system_size,in.pv_system_size,,,,,,,,,The size of the photovoltaic system.
Input,yes,yes,string,no,build_existing_model.radiant_barrier,,in.radiant_barrier,in.radiant_barrier,,,,,,,,,Presence of radiant barrier in the attic (not modeled).
Input,yes,yes,string,no,build_existing_model.range_spot_vent_hour,,in.range_spot_vent_hour,in.range_spot_vent_hour,,,,,,,,,Range spot ventilation daily start hour.
Input,yes,yes,string,no,build_existing_model.reeds_balancing_area,,in.as_simulated_reeds_balancing_area,in.as_simulated_reeds_balancing_area,,,,,,,,,The Regional Energy Deployment System Model (ReEDS) balancing area where the model was simulated.
Input,yes,yes,string,no,build_existing_model.refrigerator,,in.refrigerator,in.refrigerator,,,,,,,,,The presence and rated efficiency of the primary refrigerator.
Input,yes,yes,string,no,build_existing_model.refrigerator_usage_level,,in.refrigerator_usage_level,in.refrigerator_usage_level,,,,,,,,,Refrigerator energy usage level multiplier.
Input,yes,yes,string,no,build_existing_model.roof_material,,in.roof_material,in.roof_material,,,,,,,,,Roof material and color.
Input,yes,yes,string,no,build_existing_model.sampling_region,,in.sampling_region_id,in.sampling_region_id,,,,,,,,,Region assigned through the sampling process.
Input,yes,yes,string,no,build_existing_model.state,,in.as_simulated_state,in.as_simulated_state,,,,,,,,,The U.S. State.
Input,yes,yes,string,no,build_existing_model.state_metro_median_income,,in.as_simulated_state_metro_median_income,in.as_simulated_state_metro_median_income,,,,,,,,,"The census-supplied median income for dwelling units in the metro area where the model was simulated, which can be different from the State Median Income."
Input,yes,yes,string,no,build_existing_model.tenure,,in.tenure,in.tenure,,,,,,,,,The tenancy (owner or renter) of the household occupying the dwelling unit.
Input,yes,yes,string,no,build_existing_model.usage_level,,in.usage_level,in.usage_level,,,,,,,,,Usage of major appliances relative to the national average.
Input,yes,yes,string,no,build_existing_model.vacancy_status,,in.vacancy_status,in.vacancy_status,,,,,,,,,The vacancy status (occupied or vacant) of the dwelling unit.
Input,yes,yes,string,no,build_existing_model.vintage,,in.vintage,in.vintage,,,,,,,,,Time period bin in which the building was constructed.
Input,yes,yes,string,no,build_existing_model.vintage_acs,,in.vintage_acs,in.vintage_acs,,,,,,,,,Time period bin in which the dwelling unit was constructed as defined by the U.S. Census American Community Survey (ACS).
Input,yes,yes,string,no,build_existing_model.water_heater_efficiency,,in.water_heater_efficiency,in.water_heater_efficiency,,,,,,,,,"The efficiency, type, and heating fuel of water heater."
Input,yes,yes,string,no,build_existing_model.water_heater_fuel,,in.water_heater_fuel,in.water_heater_fuel,,,,,,,,,The water heater fuel type.
Input,yes,yes,boolean,no,build_existing_model.water_heater_in_unit,,in.water_heater_in_unit,in.water_heater_in_unit,,,,,,,,,Individual water heater present or not present in the dwelling unit that solely serves the specific dwelling unit.
Input,yes,yes,string,no,build_existing_model.water_heater_location,,in.water_heater_location,in.water_heater_location,,,,,,,,,location of water heater.
Input,yes,yes,string,no,build_existing_model.window_areas,,in.window_areas,in.window_areas,,,,,,,,,"Window to wall ratios of the front, back, left, and right walls."
Input,yes,yes,string,no,build_existing_model.windows,,in.windows,in.windows,,,,,,,,,Construction type and efficiency levels of windows.
Input,yes,yes,float,no,build_existing_model.air_leakage_to_outside_ach_50,,in.air_leakage_to_outside_ach50,in.air_leakage_to_outside_ach_50,,,,,,,,,Total infiltration to the dwelling unit adjusted by ratio of exterior envelope surface area to total envelope surface area.
Input,no,no,boolean,no,build_existing_model.applicable,,in.applicable,in.applicable,,,,,,,,,The measure was applied to the workflow.
Input,no,no,string,no,build_existing_model.buildstock_csv_path,,in.buildstock_csv_path,in.buildstock_csv_path,,,,,,,,,Absolute/relative path of the buildstock CSV file. Relative is compared to the 'lib/housing_characteristics' directory.
Input,yes,yes,integer,no,build_existing_model.units_represented,,in.units_represented,in.units_represented,,,,,,,,,"The number of dwelling units this simulation represents, which is different than the weight field. Should always be one."
Input,no,no,string,no,build_existing_model.emissions_electricity_folders,,in.emissions_electricity_folders,in.emissions_electricity_folders,,,,,,,,,"Relative paths of electricity emissions factor schedule files with hourly values. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. File names must contain GEA region names."
Input,no,no,string,no,build_existing_model.emissions_electricity_units,,in.emissions_electricity_units,in.emissions_electricity_units,,,,,,,,,"Electricity emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MWh and kg/MWh are allowed."
Input,no,no,string,no,build_existing_model.emissions_electricity_filepaths,,in.emissions_electricity_filepaths,in.emissions_electricity_filepaths,,,,,,,,,"Electricity emissions factors values, specified as either an annual factor or an absolute/relative path to a file with hourly factors. If multiple scenarios, use a comma-separated list."
Input,no,no,string,no,build_existing_model.emissions_fossil_fuel_units,,in.emissions_fossil_fuel_units,in.emissions_fossil_fuel_units,,,,,,,,,"Fossil fuel emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MBtu and kg/MBtu are allowed."
Input,no,no,float,no,build_existing_model.emissions_fuel_oil_values,,in.emissions_fuel_oil_values,in.emissions_fuel_oil_values,,,,,,,,,"Fuel oil emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,no,no,string,no,build_existing_model.emissions_natural_gas_values,,in.emissions_natural_gas_values,in.emissions_natural_gas_values,,,,,,,,,"Natural gas emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,no,no,float,no,build_existing_model.emissions_propane_values,,in.emissions_propane_values,in.emissions_propane_values,,,,,,,,,"Propane emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,no,no,string,no,build_existing_model.emissions_scenario_names,,in.emissions_scenario_names,in.emissions_scenario_names,,,,,,,,,"Names of emissions scenarios. If multiple scenarios, use a comma-separated list."
Input,no,no,string,no,build_existing_model.emissions_types,,in.emissions_types,in.emissions_types,,,,,,,,,"Types of emissions (e.g., CO2e, NOx, etc.). If multiple scenarios, use a comma-separated list."
Input,no,no,float,no,build_existing_model.emissions_wood_values,,in.emissions_wood_values,in.emissions_wood_values,,,,,,,,,"Wood emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list."
Input,yes,yes,integer,no,build_existing_model.simulation_control_run_period_begin_day_of_month,,in.simulation_control_run_period_begin_day_of_month,in.simulation_control_run_period_begin_day_of_month,,,,,,,,,Starting day of the starting month (must be valid for month) for the annual run period desired.
Input,yes,yes,integer,no,build_existing_model.simulation_control_run_period_begin_month,,in.simulation_control_run_period_begin_month,in.simulation_control_run_period_begin_month,,,,,,,,,"Starting month number (1 = January, 2 = February, etc.) for the annual run period desired."
Input,yes,yes,integer,no,build_existing_model.simulation_control_run_period_calendar_year,,in.simulation_control_run_period_calendar_year,in.simulation_control_run_period_calendar_year,,,,,,,,,"Calendar year that determines the start day of week. If you are running simulations using AMY weather files, the value entered for calendar year will not be used; it will be overridden by the actual year found in the AMY weather file."
Input,yes,yes,integer,no,build_existing_model.simulation_control_run_period_end_day_of_month,,in.simulation_control_run_period_end_day_of_month,in.simulation_control_run_period_end_day_of_month,,,,,,,,,Ending day of the ending month (must be valid for month) for the annual run period desired.
Input,yes,yes,integer,no,build_existing_model.simulation_control_run_period_end_month,,in.simulation_control_run_period_end_month,in.simulation_control_run_period_end_month,,,,,,,,,"End month number (1 = January, 2 = February, etc.) for the annual run period desired."
Input,yes,yes,integer,no,build_existing_model.simulation_control_timestep,,in.simulation_control_timestep,in.simulation_control_timestep,,,,,,,,,Value must be a divisor of 60.
Input,no,no,string,no,build_existing_model.utility_bill_detailed_filepaths,,in.utility_bill_detailed_filepaths,in.utility_bill_detailed_filepaths,,,,,,,,,"Relative paths of detailed utility rates. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. Files must contain the name of the Parameter as the column header."
Input,no,no,string,no,build_existing_model.utility_bill_electricity_filepaths,,in.utility_bill_electricity_filepaths,in.utility_bill_electricity_filepaths,,,,,,,,,"Electricity tariff file specified as an absolute/relative path to a file with utility rate structure information. Tariff file must be formatted to OpenEI API version 7. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_electricity_fixed_charges,$/month,in.utility_bill_electricity_fixed_charges,in.utility_bill_electricity_fixed_charges,usd/month,,,,,,,,"Electricity utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,string,no,build_existing_model.utility_bill_electricity_marginal_rates,$/kWh,in.utility_bill_electricity_marginal_rates,in.utility_bill_electricity_marginal_rates,usd/kwh,,,,,,,,"Electricity utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_fuel_oil_fixed_charges,$/month,in.utility_bill_fuel_oil_fixed_charges,in.utility_bill_fuel_oil_fixed_charges,usd/month,,,,,,,,"Fuel oil utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_fuel_oil_marginal_rates,$/gal,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,usd/gal,,,,,,,,"Fuel oil utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_natural_gas_fixed_charges,$/month,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_fixed_charges,usd/month,,,,,,,,"Natural gas utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_natural_gas_marginal_rates,$/therm,in.utility_bill_natural_gas_marginal_rates,in.utility_bill_natural_gas_marginal_rates,usd/therm,,,,,,,,"Natural gas utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,yes,yes,float,no,build_existing_model.utility_bill_propane_fixed_charges,$/month,in.utility_bill_propane_fixed_charges,in.utility_bill_propane_fixed_charges,usd/month,,,,,,,,"Propane utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
