Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...																								
Location Region	CR02																												
Location Region	CR03																												
Location Region	CR04																												
Location Region	CR05																												
Location Region	CR06																												
Location Region	CR07																												
Location Region	CR08																												
Location Region	CR09																												
Location Region	CR10																												
Location Region	CR11																												
Location Heating Region	H1																												
Location Heating Region	H2																												
Location Heating Region	H3																												
Location Cooling Region	C1																												
Location Cooling Region	C2																												
Location Cooling Region	C3																												
Location	PA_Wilkes-Barre-Scranton.Intl.AP.725130	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130.epw																										
Location	PA_Williamsport.Rgnl.AP.725140	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_PA_Williamsport.Rgnl.AP.725140.epw																										
Location	RI_Providence-T.F.Green.State.AP.725070	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_RI_Providence-T.F.Green.State.AP.725070.epw																										
Location	SC_Charleston.Intl.AP.722080	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SC_Charleston.Intl.AP.722080.epw																										
Location	SC_Columbia.Metro.AP.723100	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SC_Columbia.Metro.AP.723100.epw																										
Location	SC_Greer.Greenville-Spartanburg.AP.723120	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SC_Greer.Greenville-Spartanburg.AP.723120.epw																										
Location	SD_Huron.Rgnl.AP.726540	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SD_Huron.Rgnl.AP.726540.epw																										
Location	SD_Pierre.Muni.AP.726686	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SD_Pierre.Muni.AP.726686.epw																										
Location	SD_Rapid.City.Rgnl.AP.726620	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SD_Rapid.City.Rgnl.AP.726620.epw																										
Location	SD_Sioux.Falls-Foss.Field.726510	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_SD_Sioux.Falls-Foss.Field.726510.epw																										
Location	TN_Bristol-TriCities.Rgnl.AP.723183	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TN_Bristol-TriCities.Rgnl.AP.723183.epw																										
Location	TN_Chattanooga-Lovell.Field.AP.723240	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TN_Chattanooga-Lovell.Field.AP.723240.epw																										
Location	TN_Knoxville-McGhee.Tyson.AP.723260	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TN_Knoxville-McGhee.Tyson.AP.723260.epw																										
Location	TN_Memphis.Intl.AP.723340	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TN_Memphis.Intl.AP.723340.epw																										
Location	TN_Nashville.Intl.AP.723270	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TN_Nashville.Intl.AP.723270.epw																										
Location	TX_Abilene.Rgnl.AP.722660	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Abilene.Rgnl.AP.722660.epw																										
Location	TX_Amarillo.Intl.AP.723630	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Amarillo.Intl.AP.723630.epw																										
Location	TX_Austin-Mueller.Muni.AP.722540	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Austin-Mueller.Muni.AP.722540.epw																										
Location	TX_Brownsville-South.Padre.Island.AP.722500	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Brownsville-South.Padre.Island.AP.722500.epw																										
Location	TX_Corpus.Christi.Intl.AP.722510	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Corpus.Christi.Intl.AP.722510.epw																										
Location	TX_Dallas-Fort.Worth.Intl.AP.722590	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Dallas-Fort.Worth.Intl.AP.722590.epw																										
Location	TX_El.Paso.Intl.AP.722700	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_El.Paso.Intl.AP.722700.epw																										
Location	TX_Houston-Bush.Intercontinental.AP.722430	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Houston-Bush.Intercontinental.AP.722430.epw																										
Location	TX_Lubbock.Intl.AP.722670	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Lubbock.Intl.AP.722670.epw																										
Location	TX_Lufkin-Angelina.Co.AP.722446	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Lufkin-Angelina.Co.AP.722446.epw																										
Location	TX_Midland.Intl.AP.722650	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Midland.Intl.AP.722650.epw																										
Location	TX_Port.Arthur-Jefferson.Co.AP.722410	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Port.Arthur-Jefferson.Co.AP.722410.epw																										
Location	TX_San.Angelo-Mathis.AP.722630	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_San.Angelo-Mathis.AP.722630.epw																										
Location	TX_San.Antonio.Intl.AP.722530	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_San.Antonio.Intl.AP.722530.epw																										
Location	TX_Victoria.Rgnl.AP.722550	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Victoria.Rgnl.AP.722550.epw																										
Location	TX_Waco.Rgnl.AP.722560	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Waco.Rgnl.AP.722560.epw																										
Location	TX_Wichita.Falls.Muni.AP.723510	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_TX_Wichita.Falls.Muni.AP.723510.epw																										
Location	UT_Cedar.City.Muni.AP.724755	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_UT_Cedar.City.Muni.AP.724755.epw																										
Location	UT_Salt.Lake.City.Intl.AP.725720	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_UT_Salt.Lake.City.Intl.AP.725720.epw																										
Location	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100.epw																										
Location	VA_Norfolk.Intl.AP.723080	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VA_Norfolk.Intl.AP.723080.epw																										
Location	VA_Richmond.Intl.AP.724010	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VA_Richmond.Intl.AP.724010.epw																										
Location	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110.epw																										
Location	VA_Sterling-Washington.Dulles.Intl.AP.724030	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VA_Sterling-Washington.Dulles.Intl.AP.724030.epw																										
Location	VT_Burlington.Intl.AP.726170	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_VT_Burlington.Intl.AP.726170.epw																										
Location	WA_Olympia.AP.727920	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WA_Olympia.AP.727920.epw																										
Location	WA_Quillayute.State.AP.727970	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WA_Quillayute.State.AP.727970.epw																										
Location	WA_Seattle-Tacoma.Intl.AP.727930	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WA_Seattle-Tacoma.Intl.AP.727930.epw																										
Location	WA_Spokane.Intl.AP.727850	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WA_Spokane.Intl.AP.727850.epw																										
Location	WA_Yakima.Air.Terminal-McAllister.Field.727810	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WA_Yakima.Air.Terminal-McAllister.Field.727810.epw																										
Location	WI_Eau.Claire.County.AP.726435	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WI_Eau.Claire.County.AP.726435.epw																										
Location	WI_Green.Bay-Austin.Straubel.Intl.AP.726450	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450.epw																										
Location	WI_La.Crosse.Muni.AP.726430	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WI_La.Crosse.Muni.AP.726430.epw																										
Location	WI_Madison-Dane.County.Rgnl.AP.726410	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WI_Madison-Dane.County.Rgnl.AP.726410.epw																										
Location	WI_Milwaukee-Mitchell.Intl.AP.726400	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WI_Milwaukee-Mitchell.Intl.AP.726400.epw																										
Location	WV_Charleston-Yeager.AP.724140	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WV_Charleston-Yeager.AP.724140.epw																										
Location	WV_Elkins-Randolph.County.AP.724170	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WV_Elkins-Randolph.County.AP.724170.epw																										
Location	WV_Huntington-Tri.State.Walker.Long.Field.724250	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WV_Huntington-Tri.State.Walker.Long.Field.724250.epw																										
Location	WY_Casper-Natrona.County.Intl.AP.725690	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WY_Casper-Natrona.County.Intl.AP.725690.epw																										
Location	WY_Cheyenne.Muni.AP.725640	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WY_Cheyenne.Muni.AP.725640.epw																										
Location	WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744.epw																										
Location	WY_Lander-Hunt.Field.725760	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WY_Lander-Hunt.Field.725760.epw																										
Location	WY_Sheridan.County.AP.726660	BuildResidentialHPXML	weather_station_epw_filepath=../../../weather/USA_WY_Sheridan.County.AP.726660.epw																										
Vintage	<1940																												
Vintage	1940s																												
Vintage	<1950																												
Vintage	1950s																												
Vintage	1960s																												
Vintage	1970s																												
Vintage	1980s																												
Vintage	1990s																												
Vintage	2000s																												
Vintage	2010s																												
Vintage ACS	<1940																												
Vintage ACS	1940-59																												
Vintage ACS	1960-79																												
Vintage ACS	1980-99																												
Vintage ACS	2000-09																												
Vintage ACS	2010s																												
Heating Fuel	Electricity																												
Heating Fuel	Fuel Oil																												
Heating Fuel	Natural Gas																												
Heating Fuel	None																												
Heating Fuel	Other Fuel																												
Heating Fuel	Wood																												
Heating Fuel	Propane																												
Usage Level	Low																												
Usage Level	Medium																												
Usage Level	High																												
Usage Level	Average																												
Geometry Attic Type	None	BuildResidentialHPXML	geometry_attic_type=VentedAttic	geometry_roof_type=flat	geometry_roof_pitch=6:12																								
Geometry Attic Type	Unfinished Attic	BuildResidentialHPXML	geometry_attic_type=VentedAttic	geometry_roof_type=gable	geometry_roof_pitch=6:12																								
Geometry Attic Type	Finished Attic or Cathedral Ceilings	BuildResidentialHPXML	geometry_attic_type=ConditionedAttic	geometry_roof_type=gable	geometry_roof_pitch=6:12																								
Geometry Building Type RECS	Single-Family Detached	BuildResidentialHPXML	geometry_unit_type=single-family detached	geometry_wall_height=8	geometry_aspect_ratio=1.8	geometry_inset_width=0	geometry_inset_depth=0	geometry_inset_position=Right	geometry_balcony_depth=0																				
Geometry Building Type RECS	Single-Family Attached	BuildResidentialHPXML	geometry_unit_type=single-family attached	geometry_wall_height=8	geometry_aspect_ratio=1.8	geometry_inset_width=0	geometry_inset_depth=0	geometry_inset_position=Right	geometry_balcony_depth=0																				
Geometry Building Type RECS	Multi-Family with 2 - 4 Units	BuildResidentialHPXML	geometry_unit_type=apartment unit	geometry_wall_height=8	geometry_aspect_ratio=1.8	geometry_inset_width=0	geometry_inset_depth=0	geometry_inset_position=Right	geometry_balcony_depth=0																				
Geometry Building Type RECS	Multi-Family with 5+ Units	BuildResidentialHPXML	geometry_unit_type=apartment unit	geometry_wall_height=8	geometry_aspect_ratio=1.8	geometry_inset_width=0	geometry_inset_depth=0	geometry_inset_position=Right	geometry_balcony_depth=0																				
Geometry Building Type RECS	Mobile Home	BuildResidentialHPXML	geometry_unit_type=single-family detached	geometry_wall_height=8	geometry_aspect_ratio=1.8	geometry_inset_width=0	geometry_inset_depth=0	geometry_inset_position=Right	geometry_balcony_depth=0																				
Geometry Building Type ACS	Single-Family Detached																												
Geometry Building Type ACS	Single-Family Attached																												
Geometry Building Type ACS	2 Unit																												
Geometry Building Type ACS	3 or 4 Unit																												
Geometry Building Type ACS	5 to 9 Unit																												
Geometry Building Type ACS	10 to 19 Unit																												
Geometry Building Type ACS	20 to 49 Unit																												
Geometry Building Type ACS	50 or more Unit																												
Geometry Building Type ACS	Mobile Home																												
Geometry Building Horizontal Location SFA	None																												
Geometry Building Horizontal Location SFA	Left	BuildResidentialHPXML	geometry_horizontal_location=Left																										
Geometry Building Horizontal Location SFA	Middle	BuildResidentialHPXML	geometry_horizontal_location=Middle																										
Geometry Building Horizontal Location SFA	Right	BuildResidentialHPXML	geometry_horizontal_location=Right																										
Geometry Building Horizontal Location MF	None																												
Geometry Building Horizontal Location MF	Left	BuildResidentialHPXML	geometry_horizontal_location=Left																										
Geometry Building Horizontal Location MF	Middle	BuildResidentialHPXML	geometry_horizontal_location=Middle																										
Geometry Building Horizontal Location MF	Right	BuildResidentialHPXML	geometry_horizontal_location=Right																										
Geometry Building Level MF	None																												
Geometry Building Level MF	Bottom	BuildResidentialHPXML	geometry_level=Bottom																										
Geometry Building Level MF	Middle	BuildResidentialHPXML	geometry_level=Middle																										
Geometry Building Level MF	Top	BuildResidentialHPXML	geometry_level=Top																										
Geometry Building Has Rear Units MF	No																												
Geometry Building Has Rear Units MF	Yes																												
Geometry Building Number Units MF	None																												
Geometry Building Number Units MF	2	BuildResidentialHPXML	geometry_building_num_units=2																										
Geometry Building Number Units MF	3	BuildResidentialHPXML	geometry_building_num_units=3																										
Geometry Building Number Units MF	4	BuildResidentialHPXML	geometry_building_num_units=4																										
Geometry Building Number Units MF	6	BuildResidentialHPXML	geometry_building_num_units=6																										
Geometry Building Number Units MF	8	BuildResidentialHPXML	geometry_building_num_units=8																										
