Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
non-electricity,none,single-family attached,3000-3999,central air conditioner,1980s,electricity,0.071472,0.004715,0.022615,0.055868,0.816375,0.017804,0.011152
non-electricity,none,single-family attached,3000-3999,central air conditioner,1980s,non-electricity,0.44179,0.005752,0.063536,0.068158,0.392567,0.014592,0.013605
non-electricity,none,single-family attached,3000-3999,central air conditioner,1990s,electricity,0.029845,0.001916,0.007775,0.022709,0.925986,0.007237,0.004533
non-electricity,none,single-family attached,3000-3999,central air conditioner,1990s,non-electricity,0.266167,0.003373,0.031515,0.03997,0.642439,0.008557,0.007978
non-electricity,none,single-family attached,3000-3999,central air conditioner,2000s,electricity,0.014962,0.000961,0.003343,0.011384,0.96345,0.003628,0.002272
non-electricity,none,single-family attached,3000-3999,central air conditioner,2000s,non-electricity,0.157831,0.002,0.016028,0.023702,0.790634,0.005074,0.004731
non-electricity,none,single-family attached,3000-3999,central air conditioner,2010s,electricity,0.019741,0.001268,0.005143,0.01502,0.951044,0.004787,0.002998
non-electricity,none,single-family attached,3000-3999,central air conditioner,2010s,non-electricity,0.195598,0.002479,0.023159,0.029373,0.737239,0.006289,0.005863
non-electricity,none,single-family attached,3000-3999,central air conditioner,<1940,electricity,0.015356,0.001307,0.005303,0.015489,0.954517,0.004936,0.003092
non-electricity,none,single-family attached,3000-3999,central air conditioner,<1940,non-electricity,0.158959,0.002671,0.024951,0.031646,0.768681,0.006775,0.006317
non-electricity,none,single-family attached,3000-3999,heat pump,1940s,electricity,0.024603,0.003029,0.015571,0.006778,0.922817,0.02004,0.007163
non-electricity,none,single-family attached,3000-3999,heat pump,1940s,non-electricity,0.224733,0.00546,0.064647,0.012219,0.655756,0.024273,0.012914
non-electricity,none,single-family attached,3000-3999,heat pump,1950s,electricity,0.02805,0.003583,0.020158,0.008018,0.908009,0.023708,0.008474
non-electricity,none,single-family attached,3000-3999,heat pump,1950s,non-electricity,0.244011,0.006151,0.079699,0.013766,0.614476,0.027347,0.014549
non-electricity,none,single-family attached,3000-3999,heat pump,1960s,electricity,0.063086,0.005281,0.017466,0.011818,0.854917,0.034943,0.01249
non-electricity,none,single-family attached,3000-3999,heat pump,1960s,non-electricity,0.405629,0.006701,0.051042,0.014997,0.475991,0.029791,0.01585
non-electricity,none,single-family attached,3000-3999,heat pump,1970s,electricity,0.049159,0.004115,0.006971,0.009209,0.893585,0.027229,0.009733
non-electricity,none,single-family attached,3000-3999,heat pump,1970s,non-electricity,0.378137,0.006247,0.02437,0.01398,0.534717,0.027772,0.014775
non-electricity,none,single-family attached,3000-3999,heat pump,1980s,electricity,0.095595,0.006401,0.031556,0.014325,0.794624,0.042358,0.01514
non-electricity,none,single-family attached,3000-3999,heat pump,1980s,non-electricity,0.518271,0.006849,0.07776,0.015328,0.335141,0.03045,0.0162
non-electricity,none,single-family attached,3000-3999,heat pump,1990s,electricity,0.031879,0.002668,0.011126,0.005972,0.924386,0.017658,0.006311
non-electricity,none,single-family attached,3000-3999,heat pump,1990s,non-electricity,0.279296,0.004614,0.044306,0.010326,0.630031,0.020513,0.010913
non-electricity,none,single-family attached,3000-3999,heat pump,2000s,electricity,0.015999,0.001339,0.004789,0.002997,0.962846,0.008862,0.003168
non-electricity,none,single-family attached,3000-3999,heat pump,2000s,non-electricity,0.167119,0.002761,0.022738,0.006179,0.7824,0.012274,0.00653
non-electricity,none,single-family attached,3000-3999,heat pump,2010s,electricity,0.021098,0.001766,0.007364,0.003952,0.949958,0.011686,0.004177
non-electricity,none,single-family attached,3000-3999,heat pump,2010s,non-electricity,0.206266,0.003408,0.032721,0.007626,0.72677,0.015149,0.00806
non-electricity,none,single-family attached,3000-3999,heat pump,<1940,electricity,0.016417,0.001822,0.007596,0.004077,0.953724,0.012055,0.004309
non-electricity,none,single-family attached,3000-3999,heat pump,<1940,non-electricity,0.168073,0.003681,0.035347,0.008238,0.75959,0.016365,0.008706
non-electricity,none,single-family attached,3000-3999,none,1940s,electricity,0.021463,0.002658,0.026733,0.014809,0.915777,0.012272,0.006288
non-electricity,none,single-family attached,3000-3999,none,1940s,non-electricity,0.193062,0.00472,0.109295,0.026291,0.640833,0.014638,0.011162
non-electricity,none,single-family attached,3000-3999,none,1950s,electricity,0.024402,0.003136,0.034511,0.017471,0.898583,0.014478,0.007418
non-electricity,none,single-family attached,3000-3999,none,1950s,non-electricity,0.207782,0.00527,0.133559,0.02936,0.595216,0.016346,0.012466
non-electricity,none,single-family attached,3000-3999,none,1960s,electricity,0.055242,0.004653,0.030099,0.025919,0.851603,0.02148,0.011005
non-electricity,none,single-family attached,3000-3999,none,1960s,non-electricity,0.359374,0.005974,0.088995,0.033278,0.479721,0.018528,0.014129
non-electricity,none,single-family attached,3000-3999,none,1970s,electricity,0.043293,0.003646,0.012081,0.020313,0.895209,0.016833,0.008624
non-electricity,none,single-family attached,3000-3999,none,1970s,non-electricity,0.340654,0.005663,0.043206,0.031545,0.547975,0.017563,0.013393
non-electricity,none,single-family attached,3000-3999,none,1980s,electricity,0.066004,0.005711,0.055067,0.031815,0.801528,0.026366,0.013508
non-electricity,none,single-family attached,3000-3999,none,1980s,non-electricity,0.395342,0.006752,0.149913,0.03761,0.373475,0.02094,0.015968
non-electricity,none,single-family attached,3000-3999,none,1990s,electricity,0.027922,0.002352,0.019179,0.013101,0.921027,0.010857,0.005562
non-electricity,none,single-family attached,3000-3999,none,1990s,non-electricity,0.245196,0.004076,0.076549,0.022705,0.629192,0.012642,0.00964
non-electricity,none,single-family attached,3000-3999,none,2000s,electricity,0.016004,0.001348,0.009428,0.007509,0.9563,0.006223,0.003188
non-electricity,none,single-family attached,3000-3999,none,2000s,non-electricity,0.163498,0.002718,0.043778,0.01514,0.760008,0.008429,0.006428
non-electricity,none,single-family attached,3000-3999,none,2010s,electricity,0.018501,0.001558,0.012708,0.00868,0.947674,0.007193,0.003685
non-electricity,none,single-family attached,3000-3999,none,2010s,non-electricity,0.181144,0.003011,0.056552,0.016774,0.726058,0.009339,0.007122
non-electricity,none,single-family attached,3000-3999,none,<1940,electricity,0.014387,0.001606,0.0131,0.008949,0.950743,0.007416,0.003799
non-electricity,none,single-family attached,3000-3999,none,<1940,non-electricity,0.146623,0.003231,0.060684,0.018,0.753798,0.010022,0.007642
non-electricity,none,single-family attached,3000-3999,room air conditioner,1940s,electricity,0.026105,0.002465,0.014925,0.024815,0.916551,0.009308,0.00583
non-electricity,none,single-family attached,3000-3999,room air conditioner,1940s,non-electricity,0.233164,0.004346,0.060588,0.043745,0.636856,0.011024,0.010278
non-electricity,none,single-family attached,3000-3999,room air conditioner,1950s,electricity,0.02973,0.002913,0.019299,0.029325,0.900843,0.011,0.00689
non-electricity,none,single-family attached,3000-3999,room air conditioner,1950s,non-electricity,0.252457,0.004882,0.074486,0.049147,0.595095,0.012385,0.011547
non-electricity,none,single-family attached,3000-3999,room air conditioner,1960s,electricity,0.066488,0.00427,0.016628,0.042979,0.843416,0.016121,0.010098
non-electricity,none,single-family attached,3000-3999,room air conditioner,1960s,non-electricity,0.414167,0.005249,0.047078,0.052839,0.454936,0.013316,0.012415
non-electricity,none,single-family attached,3000-3999,room air conditioner,1970s,electricity,0.051953,0.003336,0.006655,0.033583,0.883986,0.012597,0.007891
non-electricity,none,single-family attached,3000-3999,room air conditioner,1970s,non-electricity,0.386957,0.004904,0.022528,0.049368,0.512203,0.012441,0.011599
non-electricity,none,single-family attached,3000-3999,room air conditioner,1980s,electricity,0.079931,0.005273,0.03061,0.053082,0.798721,0.019911,0.012472
non-electricity,none,single-family attached,3000-3999,room air conditioner,1980s,non-electricity,0.463108,0.00603,0.080606,0.060698,0.360001,0.015296,0.014261
non-electricity,none,single-family attached,3000-3999,room air conditioner,1990s,electricity,0.033826,0.002172,0.010665,0.021866,0.918133,0.008202,0.005137
non-electricity,none,single-family attached,3000-3999,room air conditioner,1990s,non-electricity,0.289249,0.003666,0.041449,0.036902,0.610764,0.0093,0.00867
non-electricity,none,single-family attached,3000-3999,room air conditioner,2000s,electricity,0.017033,0.001094,0.004606,0.011011,0.959539,0.00413,0.002587
non-electricity,none,single-family attached,3000-3999,room air conditioner,2000s,non-electricity,0.175204,0.00222,0.021533,0.022352,0.767805,0.005633,0.005252
non-electricity,none,single-family attached,3000-3999,room air conditioner,2010s,electricity,0.022435,0.001441,0.007073,0.014502,0.945702,0.00544,0.003407
non-electricity,none,single-family attached,3000-3999,room air conditioner,2010s,non-electricity,0.215282,0.002728,0.03085,0.027466,0.7103,0.006921,0.006453
non-electricity,none,single-family attached,3000-3999,room air conditioner,<1940,electricity,0.017463,0.001487,0.007299,0.014965,0.949656,0.005614,0.003516
non-electricity,none,single-family attached,3000-3999,room air conditioner,<1940,non-electricity,0.175787,0.002954,0.033395,0.029731,0.743655,0.007493,0.006986
non-electricity,none,single-family attached,4000+,central air conditioner,1940s,electricity,0.023042,0.002176,0.010885,0.025782,0.924753,0.008216,0.005146
non-electricity,none,single-family attached,4000+,central air conditioner,1940s,non-electricity,0.214238,0.003993,0.045997,0.047312,0.668887,0.010129,0.009444
non-electricity,none,single-family attached,4000+,central air conditioner,1950s,electricity,0.026293,0.002576,0.014102,0.030527,0.910681,0.009728,0.006093
non-electricity,none,single-family attached,4000+,central air conditioner,1950s,non-electricity,0.23356,0.004517,0.056938,0.05352,0.629324,0.011458,0.010683
non-electricity,none,single-family attached,4000+,central air conditioner,1960s,electricity,0.05908,0.003794,0.012208,0.044953,0.856668,0.014325,0.008973
non-electricity,none,single-family attached,4000+,central air conditioner,1960s,non-electricity,0.388426,0.004923,0.036481,0.05833,0.487708,0.012488,0.011643
non-electricity,none,single-family attached,4000+,central air conditioner,1970s,electricity,0.045924,0.002949,0.00486,0.034943,0.893213,0.011135,0.006975
non-electricity,none,single-family attached,4000+,central air conditioner,1970s,non-electricity,0.35892,0.004549,0.017265,0.053899,0.543068,0.01154,0.010759
non-electricity,none,single-family attached,4000+,central air conditioner,1980s,electricity,0.071472,0.004715,0.022615,0.055868,0.816375,0.017804,0.011152
non-electricity,none,single-family attached,4000+,central air conditioner,1980s,non-electricity,0.44179,0.005752,0.063536,0.068158,0.392567,0.014592,0.013605
non-electricity,none,single-family attached,4000+,central air conditioner,1990s,electricity,0.029845,0.001916,0.007775,0.022709,0.925986,0.007237,0.004533
non-electricity,none,single-family attached,4000+,central air conditioner,1990s,non-electricity,0.266167,0.003373,0.031515,0.03997,0.642439,0.008557,0.007978
non-electricity,none,single-family attached,4000+,central air conditioner,2000s,electricity,0.014962,0.000961,0.003343,0.011384,0.96345,0.003628,0.002272
non-electricity,none,single-family attached,4000+,central air conditioner,2000s,non-electricity,0.157831,0.002,0.016028,0.023702,0.790634,0.005074,0.004731
non-electricity,none,single-family attached,4000+,central air conditioner,2010s,electricity,0.019741,0.001268,0.005143,0.01502,0.951044,0.004787,0.002998
non-electricity,none,single-family attached,4000+,central air conditioner,2010s,non-electricity,0.195598,0.002479,0.023159,0.029373,0.737239,0.006289,0.005863
non-electricity,none,single-family attached,4000+,central air conditioner,<1940,electricity,0.015356,0.001307,0.005303,0.015489,0.954517,0.004936,0.003092
non-electricity,none,single-family attached,4000+,central air conditioner,<1940,non-electricity,0.158959,0.002671,0.024951,0.031646,0.768681,0.006775,0.006317
non-electricity,none,single-family attached,4000+,heat pump,1940s,electricity,0.024603,0.003029,0.015571,0.006778,0.922817,0.02004,0.007163
non-electricity,none,single-family attached,4000+,heat pump,1940s,non-electricity,0.224733,0.00546,0.064647,0.012219,0.655756,0.024273,0.012914
non-electricity,none,single-family attached,4000+,heat pump,1950s,electricity,0.02805,0.003583,0.020158,0.008018,0.908009,0.023708,0.008474
non-electricity,none,single-family attached,4000+,heat pump,1950s,non-electricity,0.244011,0.006151,0.079699,0.013766,0.614476,0.027347,0.014549
non-electricity,none,single-family attached,4000+,heat pump,1960s,electricity,0.063086,0.005281,0.017466,0.011818,0.854917,0.034943,0.01249
non-electricity,none,single-family attached,4000+,heat pump,1960s,non-electricity,0.405629,0.006701,0.051042,0.014997,0.475991,0.029791,0.01585
non-electricity,none,single-family attached,4000+,heat pump,1970s,electricity,0.049159,0.004115,0.006971,0.009209,0.893585,0.027229,0.009733
non-electricity,none,single-family attached,4000+,heat pump,1970s,non-electricity,0.378137,0.006247,0.02437,0.01398,0.534717,0.027772,0.014775
non-electricity,none,single-family attached,4000+,heat pump,1980s,electricity,0.095595,0.006401,0.031556,0.014325,0.794624,0.042358,0.01514
non-electricity,none,single-family attached,4000+,heat pump,1980s,non-electricity,0.518271,0.006849,0.07776,0.015328,0.335141,0.03045,0.0162
non-electricity,none,single-family attached,4000+,heat pump,1990s,electricity,0.031879,0.002668,0.011126,0.005972,0.924386,0.017658,0.006311
non-electricity,none,single-family attached,4000+,heat pump,1990s,non-electricity,0.279296,0.004614,0.044306,0.010326,0.630031,0.020513,0.010913
non-electricity,none,single-family attached,4000+,heat pump,2000s,electricity,0.015999,0.001339,0.004789,0.002997,0.962846,0.008862,0.003168
non-electricity,none,single-family attached,4000+,heat pump,2000s,non-electricity,0.167119,0.002761,0.022738,0.006179,0.7824,0.012274,0.00653
non-electricity,none,single-family attached,4000+,heat pump,2010s,electricity,0.021098,0.001766,0.007364,0.003952,0.949958,0.011686,0.004177
non-electricity,none,single-family attached,4000+,heat pump,2010s,non-electricity,0.206266,0.003408,0.032721,0.007626,0.72677,0.015149,0.00806
non-electricity,none,single-family attached,4000+,heat pump,<1940,electricity,0.016417,0.001822,0.007596,0.004077,0.953724,0.012055,0.004309
non-electricity,none,single-family attached,4000+,heat pump,<1940,non-electricity,0.168073,0.003681,0.035347,0.008238,0.75959,0.016365,0.008706
non-electricity,none,single-family attached,4000+,none,1940s,electricity,0.021463,0.002658,0.026733,0.014809,0.915777,0.012272,0.006288
non-electricity,none,single-family attached,4000+,none,1940s,non-electricity,0.193062,0.00472,0.109295,0.026291,0.640833,0.014638,0.011162
non-electricity,none,single-family attached,4000+,none,1950s,electricity,0.024402,0.003136,0.034511,0.017471,0.898583,0.014478,0.007418
non-electricity,none,single-family attached,4000+,none,1950s,non-electricity,0.207782,0.00527,0.133559,0.02936,0.595216,0.016346,0.012466
non-electricity,none,single-family attached,4000+,none,1960s,electricity,0.055242,0.004653,0.030099,0.025919,0.851603,0.02148,0.011005
non-electricity,none,single-family attached,4000+,none,1960s,non-electricity,0.359374,0.005974,0.088995,0.033278,0.479721,0.018528,0.014129
non-electricity,none,single-family attached,4000+,none,1970s,electricity,0.043293,0.003646,0.012081,0.020313,0.895209,0.016833,0.008624
non-electricity,none,single-family attached,4000+,none,1970s,non-electricity,0.340654,0.005663,0.043206,0.031545,0.547975,0.017563,0.013393
non-electricity,none,single-family attached,4000+,none,1980s,electricity,0.066004,0.005711,0.055067,0.031815,0.801528,0.026366,0.013508
non-electricity,none,single-family attached,4000+,none,1980s,non-electricity,0.395342,0.006752,0.149913,0.03761,0.373475,0.02094,0.015968
non-electricity,none,single-family attached,4000+,none,1990s,electricity,0.027922,0.002352,0.019179,0.013101,0.921027,0.010857,0.005562
non-electricity,none,single-family attached,4000+,none,1990s,non-electricity,0.245196,0.004076,0.076549,0.022705,0.629192,0.012642,0.00964
non-electricity,none,single-family attached,4000+,none,2000s,electricity,0.016004,0.001348,0.009428,0.007509,0.9563,0.006223,0.003188
non-electricity,none,single-family attached,4000+,none,2000s,non-electricity,0.163498,0.002718,0.043778,0.01514,0.760008,0.008429,0.006428
non-electricity,none,single-family attached,4000+,none,2010s,electricity,0.018501,0.001558,0.012708,0.00868,0.947674,0.007193,0.003685
non-electricity,none,single-family attached,4000+,none,2010s,non-electricity,0.181144,0.003011,0.056552,0.016774,0.726058,0.009339,0.007122
non-electricity,none,single-family attached,4000+,none,<1940,electricity,0.014387,0.001606,0.0131,0.008949,0.950743,0.007416,0.003799
non-electricity,none,single-family attached,4000+,none,<1940,non-electricity,0.146623,0.003231,0.060684,0.018,0.753798,0.010022,0.007642
non-electricity,none,single-family attached,4000+,room air conditioner,1940s,electricity,0.026105,0.002465,0.014925,0.024815,0.916551,0.009308,0.00583
non-electricity,none,single-family attached,4000+,room air conditioner,1940s,non-electricity,0.233164,0.004346,0.060588,0.043745,0.636856,0.011024,0.010278
non-electricity,none,single-family attached,4000+,room air conditioner,1950s,electricity,0.02973,0.002913,0.019299,0.029325,0.900843,0.011,0.00689
non-electricity,none,single-family attached,4000+,room air conditioner,1950s,non-electricity,0.252457,0.004882,0.074486,0.049147,0.595095,0.012385,0.011547
non-electricity,none,single-family attached,4000+,room air conditioner,1960s,electricity,0.066488,0.00427,0.016628,0.042979,0.843416,0.016121,0.010098
non-electricity,none,single-family attached,4000+,room air conditioner,1960s,non-electricity,0.414167,0.005249,0.047078,0.052839,0.454936,0.013316,0.012415
non-electricity,none,single-family attached,4000+,room air conditioner,1970s,electricity,0.051953,0.003336,0.006655,0.033583,0.883986,0.012597,0.007891
non-electricity,none,single-family attached,4000+,room air conditioner,1970s,non-electricity,0.386957,0.004904,0.022528,0.049368,0.512203,0.012441,0.011599
non-electricity,none,single-family attached,4000+,room air conditioner,1980s,electricity,0.079931,0.005273,0.03061,0.053082,0.798721,0.019911,0.012472
non-electricity,none,single-family attached,4000+,room air conditioner,1980s,non-electricity,0.463108,0.00603,0.080606,0.060698,0.360001,0.015296,0.014261
non-electricity,none,single-family attached,4000+,room air conditioner,1990s,electricity,0.033826,0.002172,0.010665,0.021866,0.918133,0.008202,0.005137
non-electricity,none,single-family attached,4000+,room air conditioner,1990s,non-electricity,0.289249,0.003666,0.041449,0.036902,0.610764,0.0093,0.00867
non-electricity,none,single-family attached,4000+,room air conditioner,2000s,electricity,0.017033,0.001094,0.004606,0.011011,0.959539,0.00413,0.002587
non-electricity,none,single-family attached,4000+,room air conditioner,2000s,non-electricity,0.175204,0.00222,0.021533,0.022352,0.767805,0.005633,0.005252
non-electricity,none,single-family attached,4000+,room air conditioner,2010s,electricity,0.022435,0.001441,0.007073,0.014502,0.945702,0.00544,0.003407
non-electricity,none,single-family attached,4000+,room air conditioner,2010s,non-electricity,0.215282,0.002728,0.03085,0.027466,0.7103,0.006921,0.006453
non-electricity,none,single-family attached,4000+,room air conditioner,<1940,electricity,0.017463,0.001487,0.007299,0.014965,0.949656,0.005614,0.003516
non-electricity,none,single-family attached,4000+,room air conditioner,<1940,non-electricity,0.175787,0.002954,0.033395,0.029731,0.743655,0.007493,0.006986
non-electricity,none,single-family attached,500-749,central air conditioner,1940s,electricity,0.057874,0.010704,0.34513,0.126303,0.403394,0.031278,0.025316
non-electricity,none,single-family attached,500-749,central air conditioner,1940s,non-electricity,0.201491,0.007355,0.546128,0.086786,0.126405,0.014439,0.017395
non-electricity,none,single-family attached,500-749,central air conditioner,1950s,electricity,0.057945,0.01112,0.392356,0.131217,0.348565,0.032495,0.026301
non-electricity,none,single-family attached,500-749,central air conditioner,1950s,non-electricity,0.189836,0.00719,0.584228,0.084843,0.10278,0.014116,0.017006
non-electricity,none,single-family attached,500-749,central air conditioner,1960s,electricity,0.166167,0.014168,0.293875,0.167182,0.283696,0.041402,0.033509
non-electricity,none,single-family attached,500-749,central air conditioner,1960s,non-electricity,0.441872,0.007436,0.355186,0.087742,0.075579,0.014598,0.017587
non-electricity,none,single-family attached,500-749,central air conditioner,1970s,electricity,0.125177,0.015743,0.167245,0.185766,0.422832,0.046004,0.037234
non-electricity,none,single-family attached,500-749,central air conditioner,1970s,non-electricity,0.428003,0.010624,0.259908,0.125359,0.130124,0.020857,0.025126
non-electricity,none,single-family attached,500-749,central air conditioner,1980s,electricity,0.107352,0.01387,0.428814,0.163669,0.212958,0.040532,0.032805
non-electricity,none,single-family attached,500-749,central air conditioner,1980s,non-electricity,0.291473,0.007433,0.529177,0.087704,0.052042,0.014592,0.017579
non-electricity,none,single-family attached,500-749,central air conditioner,1990s,electricity,0.083669,0.010523,0.275158,0.124167,0.450848,0.030749,0.024887
non-electricity,none,single-family attached,500-749,central air conditioner,1990s,non-electricity,0.293698,0.00729,0.438996,0.086022,0.14244,0.014312,0.017242
non-electricity,none,single-family attached,500-749,central air conditioner,2000s,electricity,0.057875,0.007279,0.163241,0.085887,0.647234,0.02127,0.017215
non-electricity,none,single-family attached,500-749,central air conditioner,2000s,non-electricity,0.269274,0.006684,0.345205,0.078868,0.27104,0.013122,0.015808
non-electricity,none,single-family attached,500-749,central air conditioner,2010s,electricity,0.066627,0.008379,0.219115,0.098877,0.562697,0.024486,0.019818
non-electricity,none,single-family attached,500-749,central air conditioner,2010s,non-electricity,0.271423,0.006737,0.405702,0.079498,0.207479,0.013227,0.015934
non-electricity,none,single-family attached,500-749,central air conditioner,<1940,electricity,0.052162,0.008697,0.227415,0.102623,0.563121,0.025414,0.020569
non-electricity,none,single-family attached,500-749,central air conditioner,<1940,non-electricity,0.221393,0.007285,0.438705,0.085965,0.215119,0.014303,0.01723
non-electricity,none,single-family attached,500-749,heat pump,1940s,electricity,0.055287,0.013329,0.44174,0.029706,0.360155,0.068258,0.031525
non-electricity,none,single-family attached,500-749,heat pump,1940s,non-electricity,0.177065,0.008425,0.643005,0.018776,0.103815,0.028986,0.019927
non-electricity,none,single-family attached,500-749,heat pump,1950s,electricity,0.054424,0.013615,0.493734,0.030342,0.305965,0.06972,0.032201
non-electricity,none,single-family attached,500-749,heat pump,1950s,non-electricity,0.1646,0.008127,0.678695,0.018111,0.083287,0.02796,0.019221
non-electricity,none,single-family attached,500-749,heat pump,1960s,electricity,0.162443,0.018055,0.384911,0.040237,0.259195,0.092458,0.042702
non-electricity,none,single-family attached,500-749,heat pump,1960s,non-electricity,0.410679,0.009009,0.442286,0.020077,0.065649,0.030994,0.021307
non-electricity,none,single-family attached,500-749,heat pump,1970s,electricity,0.12981,0.021281,0.23237,0.047428,0.409798,0.10898,0.050333
non-electricity,none,single-family attached,500-749,heat pump,1970s,non-electricity,0.4184,0.013538,0.340413,0.030171,0.118883,0.046576,0.032019
non-electricity,none,single-family attached,500-749,heat pump,1980s,electricity,0.124748,0.01636,0.519865,0.036461,0.180091,0.08378,0.038694
non-electricity,none,single-family attached,500-749,heat pump,1980s,non-electricity,0.306951,0.007945,0.581389,0.017706,0.039883,0.027334,0.018791
non-electricity,none,single-family attached,500-749,heat pump,1990s,electricity,0.081976,0.013439,0.361198,0.029951,0.412829,0.068822,0.031786
non-electricity,none,single-family attached,500-749,heat pump,1990s,non-electricity,0.266794,0.008632,0.534291,0.019238,0.120928,0.029699,0.020417
non-electricity,none,single-family attached,500-749,heat pump,2000s,electricity,0.058867,0.009651,0.222461,0.021508,0.615267,0.049421,0.022825
non-electricity,none,single-family attached,500-749,heat pump,2000s,non-electricity,0.253124,0.00819,0.434768,0.018253,0.238117,0.028178,0.019371
non-electricity,none,single-family attached,500-749,heat pump,2010s,electricity,0.066395,0.010885,0.292548,0.024258,0.524427,0.055741,0.025744
non-electricity,none,single-family attached,500-749,heat pump,2010s,non-electricity,0.2494,0.008069,0.499457,0.017984,0.17824,0.027763,0.019086
non-electricity,none,single-family attached,500-749,heat pump,<1940,electricity,0.051923,0.011285,0.303295,0.02515,0.52387,0.057789,0.02669
non-electricity,none,single-family attached,500-749,heat pump,<1940,non-electricity,0.201998,0.008665,0.536289,0.01931,0.183434,0.02981,0.020493
non-electricity,none,single-family attached,500-749,none,1940s,electricity,0.036815,0.008931,0.578874,0.049543,0.272809,0.031906,0.021122
non-electricity,none,single-family attached,500-749,none,1940s,non-electricity,0.106892,0.005118,0.76392,0.02839,0.071293,0.012284,0.012104
non-electricity,none,single-family attached,500-749,none,1950s,electricity,0.035222,0.008866,0.628836,0.049183,0.225251,0.031674,0.020969
non-electricity,none,single-family attached,500-749,none,1950s,non-electricity,0.09754,0.004846,0.791498,0.026881,0.056144,0.011631,0.011461
non-electricity,none,single-family attached,500-749,none,1960s,electricity,0.112682,0.012601,0.525455,0.069908,0.204528,0.045021,0.029805
non-electricity,none,single-family attached,500-749,none,1960s,non-electricity,0.281612,0.006216,0.596861,0.034482,0.051209,0.014919,0.014701
non-electricity,none,single-family attached,500-749,none,1970s,electricity,0.098294,0.016214,0.346275,0.08995,0.35299,0.057928,0.038349
non-electricity,none,single-family attached,500-749,none,1970s,non-electricity,0.303702,0.009887,0.486278,0.054851,0.098163,0.023732,0.023385
non-electricity,none,single-family attached,500-749,none,1980s,electricity,0.063463,0.010755,0.668414,0.059663,0.133844,0.038424,0.025437
non-electricity,none,single-family attached,500-749,none,1980s,non-electricity,0.157351,0.005263,0.753243,0.029196,0.029868,0.012632,0.012447
non-electricity,none,single-family attached,500-749,none,1990s,electricity,0.057275,0.009448,0.496649,0.052413,0.328114,0.033754,0.022346
non-electricity,none,single-family attached,500-749,none,1990s,non-electricity,0.171671,0.005589,0.676585,0.031005,0.088516,0.013415,0.013219
non-electricity,none,single-family attached,500-749,none,2000s,electricity,0.047906,0.007902,0.356283,0.043839,0.497146,0.028233,0.01869
non-electricity,none,single-family attached,500-749,none,2000s,non-electricity,0.175977,0.005729,0.594843,0.031783,0.164367,0.013752,0.01355
non-electricity,none,single-family attached,500-749,none,2010s,electricity,0.048239,0.007957,0.418297,0.044144,0.434112,0.028429,0.01882
non-electricity,none,single-family attached,500-749,none,2010s,non-electricity,0.163321,0.005317,0.643674,0.029497,0.132853,0.012763,0.012576
non-electricity,none,single-family attached,500-749,none,<1940,electricity,0.037449,0.008189,0.430494,0.045432,0.429809,0.029258,0.019369
non-electricity,none,single-family attached,500-749,none,<1940,non-electricity,0.129097,0.005572,0.67451,0.03091,0.133359,0.013374,0.013178
non-electricity,none,single-family attached,500-749,room air conditioner,1940s,electricity,0.057697,0.010671,0.416421,0.106973,0.351818,0.031182,0.025238
non-electricity,none,single-family attached,500-749,room air conditioner,1940s,non-electricity,0.185542,0.006773,0.608647,0.067894,0.10183,0.013296,0.016018
non-electricity,none,single-family attached,500-749,room air conditioner,1950s,electricity,0.056858,0.010911,0.465945,0.109385,0.29921,0.031885,0.025807
non-electricity,none,single-family attached,500-749,room air conditioner,1950s,non-electricity,0.173016,0.006553,0.644426,0.065693,0.081948,0.012865,0.015499
non-electricity,none,single-family attached,500-749,room air conditioner,1960s,electricity,0.165979,0.014152,0.355267,0.141871,0.247905,0.041355,0.033471
non-electricity,none,single-family attached,500-749,room air conditioner,1960s,non-electricity,0.42002,0.007068,0.408614,0.070856,0.062849,0.013876,0.016717
non-electricity,none,single-family attached,500-749,room air conditioner,1970s,electricity,0.131172,0.016497,0.212107,0.165378,0.387622,0.048207,0.039017
non-electricity,none,single-family attached,500-749,room air conditioner,1970s,non-electricity,0.419814,0.01042,0.308542,0.104463,0.111658,0.020458,0.024646
non-electricity,none,single-family attached,500-749,room air conditioner,1980s,electricity,0.103333,0.013351,0.499555,0.133842,0.179328,0.039014,0.031577
non-electricity,none,single-family attached,500-749,room air conditioner,1980s,non-electricity,0.267024,0.006809,0.586726,0.06826,0.041708,0.013368,0.016105
non-electricity,none,single-family attached,500-749,room air conditioner,1990s,electricity,0.085138,0.010707,0.338863,0.107339,0.401339,0.031289,0.025324
non-electricity,none,single-family attached,500-749,room air conditioner,1990s,non-electricity,0.276672,0.006867,0.500505,0.068844,0.117387,0.013482,0.016242
non-electricity,none,single-family attached,500-749,room air conditioner,2000s,electricity,0.061543,0.00774,0.21009,0.077592,0.602111,0.022618,0.018306
non-electricity,none,single-family attached,500-749,room air conditioner,2000s,non-electricity,0.262246,0.006509,0.406889,0.065255,0.230925,0.012779,0.015395
