,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
26372,1808.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
12040,2760.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
9665,3312.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
3250,3042.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33639,1597.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32796,3553.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
27573,1072.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,450.0
13578,2020.0,True,True,False,False,False,False,False,True,False,False,False,False,lt_100,50.0
12035,889.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
19457,1747.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
18400,1762.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
31988,2424.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8055,1825.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
33235,2446.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17278,1700.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
8305,1832.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
34295,1392.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28248,2000.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
31754,3304.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
25525,2325.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
24063,894.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
16840,3305.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15926,1528.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
30942,2600.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,300.0
27270,1967.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
10247,2474.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
32840,3180.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
34360,2140.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
8885,2055.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
20344,1008.0,True,True,False,False,False,False,False,False,False,False,True,False,100,100.0
30189,3300.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
37322,2112.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
34733,1835.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35829,2528.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7201,1091.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
3810,1941.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
17495,4216.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
5274,1434.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32667,1488.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35033,1560.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36901,2272.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26278,1728.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
5915,960.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
18409,3930.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26786,1897.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
10134,1798.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
17799,2000.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
18668,1924.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
11003,4368.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
3704,1585.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
17793,2775.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32451,3426.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26804,2240.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
14513,1391.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
30393,1500.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
21365,2374.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
12958,1454.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
7651,1770.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
28572,2265.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
34402,2748.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27106,1155.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
24567,834.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
15943,1420.0,True,True,False,False,True,False,False,False,False,False,False,False,101-124,120.0
6642,1176.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
17045,1886.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
6417,1044.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
24961,1792.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22607,2544.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
17186,1702.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
7108,1731.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
3784,2400.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
15532,2884.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
17376,1799.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
30417,1650.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
34559,2206.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
24332,2003.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
5327,2582.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
3262,2375.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
17320,1948.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
17651,3820.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,150.0
31717,2078.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16949,2032.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
6517,1590.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
19781,1674.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
7678,1970.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
31049,1789.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5764,2330.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
24510,2420.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
35061,2242.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8220,2734.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
35378,1289.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29952,900.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
26019,2386.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29777,1400.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
22015,2094.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
3701,1200.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
5798,766.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
13517,1527.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
34367,1958.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33187,3094.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33920,1902.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31399,2552.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
31849,2378.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32627,2410.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
26364,2300.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
12244,3890.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
5929,1489.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
33274,2172.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
5898,1056.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
6435,1799.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
35531,1840.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25967,1850.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
35247,1929.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
31790,3037.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
3590,1499.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
18412,1507.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
21840,1496.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
24665,1447.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
23115,761.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
4378,1900.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
20325,1848.0,True,True,False,True,False,False,False,False,False,False,False,False,101-124,110.0
