Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G39,7.83690103777965e-05,6.787368143309949e-07,8.2402947853688e-05,4.61285376769065e-06,4.07115624342005e-06,2.27370150107865e-06,1.25421767424975e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G40,1.376181299169888e-05,0.0,2.48729815433848e-06,4.29943959447696e-07,0.0,3.18640099198976e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G41,2.922304440372538e-05,5.290599387184668e-07,1.2554822060967e-05,1.0471600683581519e-06,1.4179604537353519e-06,1.105464892247316e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G42,0.0001020237500123556,8.43347840629214e-06,0.0001030016566522246,2.73489554822634e-06,2.96220609804538e-06,3.90901225090598e-06,5.300976159629479e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G44,6.6909360436186e-06,1.8156725633072001e-06,1.5149418017552e-05,1.4282961085475998e-07,1.0749159747824e-07,8.113983701838e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G45,2.3232519261953762e-05,0.0,3.64675928055712e-06,6.89345642297472e-08,0.0,1.17335646122192e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G46,1.7234505961642001e-06,5.0689719202389006e-08,3.9453540022796e-06,1.9431033953062e-07,1.8586237538358e-07,7.0120824796938e-07,3.6327607020525005e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G47,5.18393493565443e-05,0.0,1.476168216106696e-05,1.149656796262952e-06,2.8464302217632705e-07,3.12116170060427e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G48,0.00011649002702423293,4.548338604315647e-07,2.9259337589432607e-05,1.5495056685197788e-06,5.638014860004966e-07,1.0951937639320497e-06,2.2848075842539788e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G49,3.1286267852111603e-06,3.0951787983548e-07,8.375543968295359e-06,3.5619304824952003e-07,1.4720885876579759e-06,3.62697369867128e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G50,1.6310922458218e-06,4.0439266087704e-06,1.2578712273493e-06,0.0,0.0,1.8640739012509e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G51,8.032825902248318e-05,2.662306089335889e-06,4.540799479514078e-05,1.909634806000983e-06,1.483175172943157e-06,8.161061248962177e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G53,6.00818241400408e-05,9.35779189013708e-07,1.22193764474012e-05,1.6208896362965199e-06,1.52667636922096e-06,3.97304031724436e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G54,1.12679379537478e-05,0.0,1.02751467230781e-05,2.28998890964124e-07,1.84844800748154e-07,3.0131385746142e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G55,2.6966233556607802e-05,3.3989752446512e-07,4.35328399422527e-05,7.7184052315952e-07,2.2896231018017598e-06,2.32686958803292e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1940s,G56,2.8665483849301004e-06,0.0,2.23918916e-06,0.0,1.7373028996505e-07,3.1850562490214003e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G01,3.897365564303736e-05,0.0,2.0695220322652118e-05,1.460468565382216e-06,0.0,7.009230833407504e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G02,1.1160557418594679e-06,6.46054778873757e-06,5.789015230394264e-06,0.0,5.921284924902e-09,1.36160566046759e-07,2.91955974903248e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G04,8.745433266866859e-05,2.5254587543818003e-07,2.1110973992937e-05,1.99966298307202e-06,2.9264004937889597e-07,7.8551806170566e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G05,2.69978451254627e-05,0.0,6.453154972894501e-06,0.0,0.0,4.7113993731099e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G06,0.0006868599380313621,1.4162027731872249e-06,0.001071976820218728,0.00014526936796769885,7.841970696151951e-06,2.2727046950724857e-05,4.865492589530636e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G08,5.5203948090759336e-05,6.312720327968483e-07,6.855444183122708e-05,3.0444712763773098e-06,2.7437301354764842e-06,2.478287259042794e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G09,5.9378382377029e-05,1.8640969254382e-05,6.1505993840924e-05,1.5345021123353e-06,7.2501465637507e-07,3.3338564285744e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G10,1.8814927321561e-05,8.091007747957001e-07,1.1931445116495e-05,3.6120027503210003e-07,1.2198825409887002e-07,1.4547926362700002e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G11,7.69526991346e-05,2.8785260440680003e-06,6.5084730931e-05,4.6671033683289996e-06,2.4508681548109997e-06,3.16582787973e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G12,0.00043423535238348133,8.846460297487384e-07,1.8429271736349584e-05,2.8824830705555563e-05,9.13922733527673e-07,7.275622218569812e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G13,9.20488694082902e-05,0.0,4.9535061181347456e-05,1.3898156922428219e-06,4.93404026285286e-08,3.7829111342365115e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G15,1.93716354782971e-05,1.160417346151e-07,2.223515177062e-06,4.604894915504475e-05,3.9290239547739744e-07,9.2298006400938e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G16,1.091061695752679e-05,8.1891974644337e-08,3.2567349924674597e-06,4.5260399060407005e-07,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G17,0.0001805556176080821,1.485208937483356e-06,0.0003432727341159313,1.474386044158146e-05,1.44301784493898e-05,8.564010716858141e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G18,6.718070172861692e-05,0.0,3.896270691966489e-05,1.277715395298683e-06,1.822023815204467e-07,1.411847042531673e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G19,2.4520674495972e-05,0.0,1.9002869198243158e-05,1.389241050007936e-06,1.233023736915332e-06,1.229834049366104e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G20,2.09455105515588e-05,0.0,1.92064823292864e-05,6.017728326109e-07,3.3981986591118e-07,6.654823304401e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G21,5.41646416669075e-05,0.0,2.2061270276817e-05,6.908463592547e-07,2.2812937882784002e-06,9.262228150913001e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G22,5.520516472379836e-05,0.0,4.654913550802544e-06,4.802405780739056e-07,0.0,1.0366082745221061e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G23,5.02359423177e-06,1.2251986341202e-05,5.96994385683e-06,5.0420392412159995e-08,9.050681291479999e-07,2.9845571749630003e-06,2.0879832279000001e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G24,0.000115859569861351,2.8754249342411e-06,0.000120962939380341,2.5131811967531e-06,2.38090641048081e-06,1.4438283445712699e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G25,0.0001148890768860141,1.66230798710965e-05,0.0001072856683057117,5.2195955863830705e-06,4.15627552521679e-06,6.29043848064507e-06,2.72791848559709e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G26,9.35659402794145e-05,1.1668367500607241e-06,0.000165277871575409,7.43096926627046e-06,4.22713494255429e-06,4.8501835775784e-06,6.23663257871812e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G27,7.7242963886905e-05,7.108032309293971e-07,7.696685193102e-05,6.75700745076892e-06,7.64698055898329e-06,4.29220702975582e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G28,2.52635239121625e-05,0.0,3.6684785253192997e-06,2.5756473303652597e-07,0.0,1.81850277960414e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G29,5.86380265313326e-05,1.5795701544187199e-07,5.60343454771032e-05,1.77492412748012e-06,1.0291975683187841e-06,1.53118442617952e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G30,7.58971845710807e-06,0.0,3.90960865546449e-06,8.082451557936e-08,6.73174136284959e-07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G31,2.1897647084795818e-05,0.0,2.005088658580595e-05,1.6912497152904108e-06,1.697225915232997e-06,2.018801390128038e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G32,3.7270489007032e-05,1.1371346790206e-07,8.63485225218e-06,9.770638375984e-07,0.0,2.8215655327907996e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G33,6.9041882669592e-06,3.50909371777e-06,7.814831981215e-06,1.911990375089e-07,3.54174812133e-07,2.307438076473e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G34,0.000109757908914698,2.15891106182534e-05,0.000324052798566596,8.4586456064996e-06,5.0420665237626e-06,9.255314049653e-06,2.18458030030976e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G35,1.140823240946202e-05,0.0,1.7560436722068002e-05,0.0,5.7473489656725e-08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G36,0.000356348407450978,0.000567468578767997,0.001406195842147952,6.911957307085862e-05,5.992847468130645e-05,6.23857714292992e-05,4.4685462385812796e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G37,7.971721497282145e-05,2.1914485715445543e-07,1.805054548175247e-05,3.395288301212029e-07,1.0625169200334243e-06,1.859928193432215e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G38,1.14729838620929e-05,0.0,2.3988497240699e-06,1.6975504397538e-07,7.931381559622e-07,1.00585419350601e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G39,0.0001805006265447075,1.646134986446947e-07,0.0001864080013751712,1.003364075951637e-05,1.0990647353107991e-05,4.52754330040352e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G40,3.795350547786608e-05,1.9729836897096478e-07,8.0363930174264e-06,9.7968406559824e-07,0.0,3.321268481130432e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G41,6.73212134016049e-05,9.00499952247111e-07,1.49720341372873e-05,1.8525777107508198e-06,8.648293952269799e-07,5.29167069567296e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G42,0.0002183288504708407,1.086730373969485e-05,0.0001892266137885561,9.1040494981283e-06,5.99461504947679e-06,6.39887919222759e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G44,1.2814963703575001e-05,2.72154030117e-06,1.788463337253e-05,3.079423379804e-07,4.33568995316e-07,1.197653858492e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G45,3.669511638614753e-05,0.0,4.116716812221764e-06,6.001676311017255e-07,0.0,8.57733074062479e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G46,7.64106555822604e-06,0.0,2.91343827412914e-06,8.67797809142814e-07,1.274792548539328e-06,1.08652474134398e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G47,0.000111555292024741,4.4428954441318e-07,2.8085545654629e-05,7.4758730670607e-07,0.0,7.9730379115541e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G48,0.0003400727373039419,1.7138510117899097e-07,7.40185206543596e-05,5.887385696550286e-06,1.1658921031092526e-06,2.047286795041306e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G49,1.13268179734959e-05,0.0,1.49558373720485e-05,5.6388231778932e-07,2.83507549762064e-07,1.9761700977655999e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G50,3.927541362303e-06,1.5428154067387e-06,3.9203720187710004e-06,1.91955333143e-07,4.50064654236e-07,3.9805042101280003e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G51,0.0001373747641390751,2.2890056328451997e-06,7.91809527512612e-05,2.63310541668439e-06,3.0824033989993e-06,1.50825408618688e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G53,0.0001315879542213133,1.147657828329598e-06,1.3568232947593811e-05,2.4030565221484603e-06,2.8921846990331598e-06,1.57829356793087e-06,1.76097370242912e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G54,2.05789911310963e-05,0.0,5.4939808195035e-06,5.4898469680757e-07,2.25023744769418e-07,1.62117136549367e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G55,5.94878867504804e-05,7.50239463528176e-07,8.42085208055086e-05,2.77135398709136e-06,7.35711983784272e-06,1.5419645777632999e-06,3.4101529526464e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1950s,G56,2.34140203099103e-06,3.45275199843714e-07,4.57087606874244e-06,5.65362552838714e-07,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G01,0.0001106662175237192,0.0,2.09686134188964e-05,1.41608089294339e-06,1.66889647935974e-07,2.05957525417341e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G02,7.92743089900366e-07,8.0094417273003e-06,1.89837035472942e-05,0.0,1.11961299436908e-07,1.72478595047085e-07,8.0256609420126e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G04,0.0002027878714728122,1.230599479513922e-07,3.7989089315068e-05,3.2304948082048698e-06,1.413381270911836e-06,1.4774979082413261e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G05,5.51298497624942e-05,0.0,1.3931003114132e-05,8.00955689183284e-07,1.32713163642597e-07,4.2182081542183304e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G06,0.0015739606571227888,2.6705859426566703e-06,0.0017332906818308563,0.00026184135263705895,9.277153115056666e-06,3.589948483476832e-05,6.165653146477139e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G08,0.0001499872865998797,7.74781920098544e-07,0.000172364497119786,7.02782147567532e-06,9.29557462072166e-06,5.86512415250328e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G09,0.00013792636170535,2.9955964944404e-05,9.8298354998758e-05,2.410763980609e-06,3.057287476969e-06,4.910371449086e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G10,3.589032259918e-05,7.47177280488e-07,3.4723356145410004e-05,1.9182653927999999e-07,9.1743318873e-08,3.77918836489e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G11,9.65703653648e-05,3.962687501482e-06,8.48531734181e-05,5.1888378401380005e-06,1.700074250434e-06,2.780287439479e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G12,0.0013909971396980165,3.0393096125542043e-06,4.1131369273659824e-05,6.305804011973217e-05,2.1539569055884735e-06,3.2101422238405023e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G13,0.0002134675890292466,0.0,0.00010034879927967906,2.277446413163488e-06,6.6369382875584e-07,2.735902570720032e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G15,5.9462820216443004e-05,1.4314376241e-07,6.161878526228e-06,0.0001493499220967128,1.4354181889731201e-06,2.1882757194699997e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G16,2.40187276984823e-05,0.0,2.1545985902917e-06,1.35683015886402e-06,5.505689165680201e-07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G17,0.0004238722161990543,2.2579533594325998e-06,0.0005232746944766957,2.73665594522461e-05,1.83796985666462e-05,1.39683413963462e-05,1.11903188466048e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
