Dependency=PUMA	Option=In metro area, not/partially in principal city	Option=In metro area, principal city	Option=Not/partially in metro area	source_count	source_weight	sampling_probability
OK, 01203	1	0	0	2627	51603	0.000382957
OK, 01204	1	0	0	3352	73804	0.000533149
OK, 01301	1	0	0	2409	48902	0.00034751
OK, 01302	0	0	1	3950	72535	0.000539845
OK, 01400	0	0	1	2932	53667	0.000403638
OK, 01501	0	0	1	4082	68850	0.000505015
OK, 01601	0	0	1	3123	46347	0.000348592
OR, 00100	0	0	1	3917	55570	0.000407084
OR, 00200	0	0	1	4036	54535	0.000396252
OR, 00300	0	0	1	3550	53838	0.000395501
OR, 00400	1	0	0	3014	88714	0.000622432
OR, 00500	0	0	1	5532	94287	0.000689813
OR, 00600	1	0	0	4638	88815	0.000648316
OR, 00703	1	0	0	3312	65278	0.000471041
OR, 00704	1	0	0	2322	47794	0.000349434
OR, 00705	1	0	0	2965	49539	0.000367353
OR, 00800	0	0	1	3450	83175	0.00060947
OR, 00901	1	0	0	2038	46954	0.000338084
OR, 00902	1	0	0	2178	48477	0.000354201
OR, 01000	0	0	1	2490	50332	0.00036844
OR, 01103	1	0	0	1687	40010	0.000287211
OR, 01104	1	0	0	1931	42972	0.00031263
OR, 01105	1	0	0	2494	43228	0.00032253
OR, 01200	1	0	0	3586	71173	0.000514654
OR, 01301	0	1	0	2716	51949	0.000365759
OR, 01302	1	0	0	2239	49365	0.000362916
OR, 01303	0	1	0	2405	49391	0.000360027
OR, 01305	0	1	0	2923	58006	0.000409081
OR, 01314	1	0	0	3598	77428	0.000542902
OR, 01316	1	0	0	2624	61936	0.000454646
OR, 01317	1	0	0	2024	44544	0.000323985
OR, 01318	1	0	0	3244	73604	0.0005256
OR, 01319	1	0	0	2418	48956	0.000359018
OR, 01320	1	0	0	2567	48134	0.000350807
OR, 01321	1	0	0	2242	42004	0.000294696
OR, 01322	1	0	0	2080	46216	0.000328544
OR, 01323	1	0	0	1947	43789	0.000318754
OR, 01324	1	0	0	2003	48888	0.000357299
PA, 00101	1	0	0	1911	48137	0.000367014
PA, 00102	1	0	0	3624	73225	0.000533263
PA, 00200	0	0	1	6189	68543	0.000508521
PA, 00300	0	0	1	8852	95700	0.000708768
PA, 00400	0	0	1	6431	58840	0.000434265
PA, 00500	0	0	1	6298	94558	0.000700976
PA, 00600	1	0	0	2296	81485	0.000605596
PA, 00701	1	0	0	2048	52181	0.000371278
PA, 00702	1	0	0	4270	61539	0.000460268
PA, 00801	1	0	0	3153	61556	0.000456334
PA, 00802	1	0	0	2653	58308	0.000429716
PA, 00803	1	0	0	4377	60401	0.00044825
PA, 00900	0	0	1	5943	72678	0.000537692
PA, 01000	0	0	1	3490	53665	0.000397686
PA, 01100	0	0	1	4684	66871	0.00049359
PA, 01200	1	0	0	3141	66705	0.000487465
PA, 01300	0	0	1	8136	79456	0.00058701
PA, 01400	1	0	0	3672	52262	0.00038737
PA, 01501	0	0	1	2938	48238	0.000359206
PA, 01502	1	0	0	3855	72488	0.000534283
PA, 01600	1	0	0	4988	83253	0.000601791
PA, 01701	0	1	0	4320	99308	0.000725041
PA, 01702	1	0	0	2418	59776	0.00044265
PA, 01801	1	0	0	2092	51652	0.000374446
PA, 01802	1	0	0	3090	68848	0.000507561
PA, 01803	1	0	0	2740	61103	0.000451125
PA, 01804	1	0	0	3737	91103	0.000675857
PA, 01805	1	0	0	2575	59634	0.000440684
PA, 01806	1	0	0	2568	58803	0.000443146
PA, 01807	1	0	0	2214	50172	0.00036952
PA, 01900	0	0	1	5497	71823	0.000532047
PA, 02001	1	0	0	2150	47500	0.000351227
PA, 02002	1	0	0	3392	72087	0.000529555
PA, 02003	1	0	0	2653	50855	0.000382018
PA, 02100	1	0	0	4997	65951	0.000489545
PA, 02200	0	0	1	5553	79543	0.000588893
PA, 02301	1	0	0	3870	60859	0.000444744
PA, 02302	1	0	0	2379	66110	0.000480505
PA, 02401	1	0	0	2622	74276	0.000549566
PA, 02402	1	0	0	2689	50048	0.000365406
PA, 02500	1	0	0	2572	57609	0.000421692
PA, 02600	0	0	1	4629	69870	0.000517612
PA, 02701	1	0	0	2627	49619	0.000367427
PA, 02702	1	0	0	2157	56815	0.000426022
PA, 02703	1	0	0	2837	60671	0.000444038
PA, 02801	1	0	0	2552	61335	0.000450501
PA, 02802	1	0	0	2510	64764	0.000473157
PA, 02803	0	1	0	1574	45824	0.000343997
PA, 02901	1	0	0	2849	70915	0.000529465
PA, 02902	1	0	0	2710	61261	0.000448347
PA, 03001	1	0	0	2491	54627	0.000405267
PA, 03002	1	0	0	2304	56521	0.000412333
PA, 03003	1	0	0	2790	68561	0.000508035
PA, 03004	1	0	0	2905	70843	0.000527521
PA, 03101	1	0	0	2455	56048	0.000411303
PA, 03102	1	0	0	2246	48611	0.000357368
PA, 03103	1	0	0	2617	57423	0.000415756
PA, 03104	1	0	0	1938	51894	0.000383911
PA, 03105	1	0	0	2224	51081	0.000379431
PA, 03106	1	0	0	3181	69330	0.000512793
PA, 03201	0	1	0	2066	63044	0.0004696
PA, 03202	0	1	0	1495	52821	0.000395277
PA, 03203	0	1	0	1465	52609	0.000395156
PA, 03204	0	1	0	1873	66556	0.000494056
PA, 03205	0	1	0	1713	65879	0.000484411
PA, 03206	0	1	0	2491	67043	0.000489403
PA, 03207	0	1	0	1484	52724	0.000389362
PA, 03208	0	1	0	1903	59896	0.000436174
PA, 03209	0	1	0	2973	83845	0.000584436
PA, 03210	0	1	0	1974	64405	0.000472445
PA, 03211	0	1	0	1714	57134	0.00042757
PA, 03301	1	0	0	2280	49875	0.000370587
PA, 03302	1	0	0	2565	66354	0.000489719
PA, 03303	1	0	0	2535	60705	0.000453665
PA, 03304	1	0	0	1784	47483	0.000352272
PA, 03401	1	0	0	1879	45012	0.000338047
PA, 03402	1	0	0	2173	54275	0.000389813
PA, 03403	1	0	0	2313	58377	0.000425408
PA, 03404	1	0	0	2395	42738	0.000315932
PA, 03501	1	0	0	1635	49087	0.000358673
PA, 03502	1	0	0	1549	45413	0.000328887
PA, 03503	1	0	0	2822	62189	0.00046102
PA, 03504	1	0	0	1771	54296	0.000400095
PA, 03601	1	0	0	2594	68952	0.000516539
PA, 03602	1	0	0	2301	54193	0.000390788
PA, 03603	1	0	0	3081	60990	0.000448506
PA, 03701	1	0	0	3150	54040	0.000394998
PA, 03702	1	0	0	2086	53667	0.000397116
PA, 03800	0	0	1	6852	70076	0.000518662
PA, 03900	1	0	0	3303	63795	0.0004714
PA, 04001	1	0	0	3188	64804	0.000474935
PA, 04002	0	0	1	3471	47875	0.000353539
RI, 00101	1	0	0	2993	61867	0.000467302
RI, 00102	1	0	0	3989	76768	0.000577529
RI, 00103	0	1	0	3118	73644	0.000531212
RI, 00104	1	0	0	2652	54029	0.000402318
RI, 00201	1	0	0	3722	74373	0.000552412
RI, 00300	1	0	0	3423	63638	0.000470393
RI, 00400	1	0	0	3432	64016	0.000471821
SC, 00101	0	0	1	4657	94626	0.000684782
SC, 00102	1	0	0	2288	45424	0.000331574
SC, 00103	1	0	0	3703	70553	0.000515772
SC, 00104	1	0	0	3050	55354	0.000392078
SC, 00105	1	0	0	3403	71114	0.000503319
SC, 00200	1	0	0	3955	88217	0.000643129
SC, 00301	1	0	0	2847	53857	0.000396003
SC, 00302	1	0	0	3848	75747	0.000539559
SC, 00400	0	0	1	4075	71706	0.000530034
SC, 00501	1	0	0	2493	51315	0.000351309
SC, 00502	1	0	0	2653	56089	0.000396634
SC, 00601	1	0	0	4232	74946	0.000538689
SC, 00602	1	0	0	3568	58720	0.000421556
SC, 00603	1	0	0	3248	82205	0.000586026
SC, 00604	1	0	0	5016	90296	0.00066179
SC, 00605	1	0	0	2254	49181	0.00036079
SC, 00700	0	0	1	3622	71150	0.000505615
SC, 00800	0	0	1	4651	89213	0.000654374
SC, 00900	1	0	0	4446	91544	0.000670866
SC, 01000	0	0	1	3194	63975	0.000468908
SC, 01101	1	0	0	3230	68593	0.000475619
SC, 01102	1	0	0	6278	137463	0.00097736
SC, 01201	1	0	0	3148	64901	0.000449007
SC, 01202	1	0	0	5704	105018	0.00076123
SC, 01203	1	0	0	3161	74582	0.000514082
SC, 01204	1	0	0	4188	88111	0.000630525
SC, 01300	0	0	1	5485	94860	0.000700974
SC, 01400	1	0	0	5031	111069	0.00079236
SC, 01500	1	0	0	3951	87719	0.000636005
SC, 01600	0	0	1	2628	49278	0.000364822
SD, 00100	0	0	1	2983	87255	0.000627156
SD, 00200	0	0	1	3194	43630	0.000321456
SD, 00300	0	0	1	4284	66740	0.000487923
SD, 00400	0	0	1	3864	62466	0.000455141
SD, 00500	0	0	1	3132	56133	0.000395103
SD, 00600	1	0	0	2108	75991	0.000534705
TN, 00100	0	0	1	3987	63123	0.000471048
TN, 00200	0	0	1	4617	68402	0.00050859
TN, 00300	0	0	1	3861	88016	0.000627096
TN, 00400	1	0	0	4265	75887	0.000553982
TN, 00500	1	0	0	3902	71863	0.000511623
TN, 00600	0	0	1	3237	56472	0.000415433
TN, 00700	0	0	1	3161	58457	0.000425919
TN, 00800	0	0	1	2849	53352	0.000389061
TN, 00900	0	0	1	3321	59071	0.000433658
TN, 01000	1	0	0	2797	52530	0.000388656
TN, 01100	1	0	0	2644	49965	0.000369454
TN, 01200	0	0	1	4105	78612	0.000583287
TN, 01300	1	0	0	2356	60423	0.000442067
TN, 01400	0	0	1	2517	55896	0.000414727
TN, 01500	0	0	1	3546	81624	0.000600088
TN, 01601	1	0	0	2570	49264	0.000364801
TN, 01602	1	0	0	2496	47525	0.000345359
TN, 01603	1	0	0	4396	87369	0.000648372
TN, 01604	1	0	0	3411	65814	0.000466125
TN, 01700	1	0	0	2963	57709	0.000420973
TN, 01800	0	0	1	3066	69975	0.000515728
TN, 01900	0	0	1	3665	76034	0.000557008
TN, 02001	1	0	0	2873	56064	0.000408316
TN, 02002	1	0	0	2351	54414	0.000381593
TN, 02003	1	0	0	2580	51231	0.000372892
TN, 02100	0	0	1	3271	52653	0.000387275
TN, 02200	0	0	1	3215	62016	0.000456974
TN, 02300	1	0	0	2304	53328	0.000368403
TN, 02401	1	0	0	2090	50859	0.000358285
TN, 02402	1	0	0	2575	67832	0.000465388
TN, 02501	1	0	0	2970	71867	0.000517163
TN, 02502	1	0	0	2265	49471	0.000361242
TN, 02503	0	1	0	2746	62277	0.000411964
TN, 02504	0	1	0	2525	56285	0.000410974
TN, 02505	1	0	0	3739	72518	0.000511569
TN, 02600	1	0	0	4089	81731	0.000556903
TN, 02700	0	0	1	3312	70479	0.000509484
TN, 02800	0	0	1	3199	49918	0.000370242
TN, 02900	0	0	1	4308	65463	0.000487029
TN, 03000	1	0	0	2630	50249	0.000372853
TN, 03100	0	0	1	3462	52264	0.000382619
TN, 03201	0	1	0	3986	73766	0.000555144
TN, 03202	0	1	0	2557	58515	0.000442371
TN, 03203	1	0	0	1831	48666	0.000364325
TN, 03204	1	0	0	1792	37455	0.000279307
TN, 03205	1	0	0	1583	44533	0.000330216
TN, 03206	1	0	0	2026	49063	0.000360437
TN, 03207	1	0	0	2088	47996	0.000355963
TN, 03208	0	1	0	1816	45190	0.000338158
TX, 00100	0	0	1	6931	79071	0.000591702
TX, 00200	1	0	0	2856	49951	0.000367802
TX, 00300	1	0	0	3233	54705	0.000400884
TX, 00400	0	0	1	4790	53481	0.000405102
TX, 00501	0	1	0	2389	48819	0.000362915
TX, 00502	1	0	0	3953	78251	0.000547203
TX, 00600	0	0	1	5596	70613	0.000520929
TX, 00700	1	0	0	3248	56057	0.000420175
TX, 00800	0	0	1	6097	87363	0.000640329
TX, 00900	1	0	0	3979	72066	0.00050852
TX, 01000	0	0	1	4992	71869	0.000532977
TX, 01100	0	0	1	3232	54450	0.000402519
TX, 01200	0	0	1	2750	52161	0.000383242
TX, 01300	0	0	1	3526	55878	0.000411406
TX, 01400	1	0	0	2631	41433	0.000294807
TX, 01501	1	0	0	1927	42812	0.00031
TX, 01502	1	0	0	2367	47606	0.000354214
TX, 01600	1	0	0	2453	52069	0.000384316
TX, 01700	0	0	1	3370	54282	0.000399907
TX, 01800	0	0	1	3965	61722	0.000450945
TX, 01901	0	1	0	3185	59705	0.000410829
TX, 01902	0	1	0	2400	47735	0.000353373
TX, 01903	0	1	0	2246	40714	0.000309062
TX, 01904	1	0	0	1722	46790	0.00031807
TX, 01905	1	0	0	2514	56378	0.000368469
TX, 01906	1	0	0	3351	62730	0.000359469
TX, 01907	1	0	0	2704	49649	0.000353817
TX, 02001	1	0	0	2689	55118	0.000380541
TX, 02002	1	0	0	2573	45386	0.000336402
TX, 02003	1	0	0	3208	49044	0.000338825
TX, 02004	1	0	0	2660	57747	0.000351309
TX, 02005	1	0	0	2176	47114	0.000340161
TX, 02006	1	0	0	3041	54177	0.000363139
TX, 02101	1	0	0	3532	61722	0.000429641
TX, 02102	1	0	0	3307	62000	0.000443476
TX, 02200	0	0	1	3644	63925	0.000464952
TX, 02301	1	0	0	1558	36980	0.000261283
TX, 02302	1	0	0	1858	35978	0.000273639
TX, 02303	1	0	0	1977	41662	0.000312492
TX, 02304	1	0	0	1578	37786	0.000265944
TX, 02305	1	0	0	1744	43041	0.000316201
TX, 02306	1	0	0	2523	54596	0.000403615
TX, 02307	0	1	0	2950	61292	0.00043491
TX, 02308	1	0	0	1992	39272	0.000295535
TX, 02309	0	1	0	2614	50592	0.000362381
TX, 02310	1	0	0	2831	58667	0.000412954
TX, 02311	0	1	0	2903	45603	0.000342752
TX, 02312	1	0	0	2711	53766	0.000371908
TX, 02313	0	1	0	3859	78082	0.000524622
TX, 02314	0	1	0	2423	47144	0.000339547
TX, 02315	1	0	0	2271	40239	0.000290055
TX, 02316	0	1	0	1737	39685	0.00028655
TX, 02317	1	0	0	1516	40117	0.000294251
TX, 02318	1	0	0	1905	40174	0.000300805
TX, 02319	1	0	0	1756	38366	0.000280695
TX, 02320	1	0	0	1839	33363	0.000258348
TX, 02321	0	1	0	2410	48378	0.00035251
TX, 02322	1	0	0	2644	48038	0.000342001
TX, 02400	1	0	0	2987	50045	0.000359439
TX, 02501	1	0	0	2176	45799	0.000323677
TX, 02502	1	0	0	2890	60253	0.000446973
TX, 02503	1	0	0	2106	47685	0.000354214
TX, 02504	1	0	0	1278	36182	0.000269562
TX, 02505	1	0	0	2126	41538	0.000299408
TX, 02506	1	0	0	1837	44033	0.000311742
TX, 02507	1	0	0	2730	49513	0.000370939
TX, 02508	1	0	0	2246	39920	0.000289657
TX, 02509	1	0	0	3051	57995	0.000437185
TX, 02510	1	0	0	2663	45784	0.000335012
TX, 02511	1	0	0	1445	42812	0.000305046
TX, 02512	1	0	0	1808	38108	0.000285206
TX, 02513	1	0	0	2797	50290	0.00036031
TX, 02514	1	0	0	3326	63935	0.0004599
TX, 02515	1	0	0	2645	48044	0.000347818
TX, 02516	1	0	0	2065	55917	0.000360903
TX, 02600	0	0	1	8133	96876	0.000719322
TX, 02700	1	0	0	3430	57456	0.000425896
TX, 02800	0	0	1	3869	47680	0.00035483
TX, 02900	1	0	0	2441	48598	0.000358089
TX, 03000	1	0	0	2312	61301	0.000434468
TX, 03100	1	0	0	2465	58393	0.000421624
TX, 03200	0	0	1	3086	47711	0.000348773
TX, 03301	1	0	0	2073	50073	0.000334465
TX, 03302	0	1	0	2598	55714	0.000417226
TX, 03303	1	0	0	2190	42939	0.000316449
TX, 03304	0	1	0	2196	42159	0.00031991
TX, 03305	0	1	0	2385	51761	0.000377238
TX, 03306	1	0	0	2552	53455	0.000383566
TX, 03400	0	0	1	5511	84833	0.000615257
TX, 03501	1	0	0	3106	71162	0.000514307
TX, 03502	1	0	0	3566	68816	0.00048919
TX, 03601	0	0	1	4312	72110	0.000527249
TX, 03602	1	0	0	3983	89824	0.000626831
TX, 03700	0	0	1	6841	75049	0.000554318
TX, 03801	1	0	0	2199	44953	0.000330111
TX, 03802	1	0	0	3643	56189	0.000403592
TX, 03900	0	0	1	4530	86548	0.000618972
TX, 04000	0	0	1	3410	65364	0.000481856
TX, 04100	0	0	1	3552	61558	0.000449886
TX, 04200	1	0	0	3154	62156	0.000448408
TX, 04301	0	1	0	2373	52801	0.000395312
TX, 04302	1	0	0	3120	55734	0.000411354
TX, 04400	1	0	0	2075	47133	0.000330659
TX, 04501	1	0	0	2081	59546	0.000413741
TX, 04502	1	0	0	2257	58708	0.000384676
TX, 04503	1	0	0	1779	49705	0.000355558
TX, 04504	1	0	0	1530	48877	0.000318896
TX, 04601	0	1	0	2496	54347	0.000398525
TX, 04602	0	1	0	2109	42866	0.000310518
TX, 04603	0	1	0	2983	63139	0.000464876
TX, 04604	1	0	0	3504	82858	0.000577235
TX, 04605	1	0	0	1961	40559	0.000308101
TX, 04606	1	0	0	1900	38585	0.000285934
TX, 04607	1	0	0	1901	42881	0.000309377
TX, 04608	1	0	0	1669	31828	0.000237697
TX, 04609	1	0	0	2307	48453	0.000360602
TX, 04610	1	0	0	1598	37155	0.000272348
TX, 04611	1	0	0	1505	41222	0.000307845
TX, 04612	1	0	0	2360	42438	0.000311599
TX, 04613	1	0	0	2731	64122	0.000462601
TX, 04614	1	0	0	2094	50328	0.000367824
TX, 04615	1	0	0	1841	42219	0.000316606
TX, 04616	1	0	0	2249	46625	0.000348216
TX, 04617	1	0	0	1565	46229	0.000324631
TX, 04618	0	1	0	1800	36885	0.000276581
TX, 04619	1	0	0	1443	37719	0.000279727
TX, 04620	1	0	0	1746	42871	0.000315615
TX, 04621	1	0	0	2454	44128	0.000330719
TX, 04622	1	0	0	1581	38228	0.000280116
TX, 04623	1	0	0	1846	42124	0.000310924
TX, 04624	1	0	0	1919	46582	0.000333136
TX, 04625	1	0	0	1454	46066	0.000306802
TX, 04626	1	0	0	1725	51611	0.000365181
TX, 04627	1	0	0	1764	48218	0.000325434
TX, 04628	1	0	0	1741	43316	0.000315945
TX, 04629	1	0	0	1957	51553	0.000370421
TX, 04630	1	0	0	1604	51752	0.00032433
TX, 04631	1	0	0	1849	47995	0.000346655
TX, 04632	1	0	0	1906	59643	0.000327805
TX, 04633	1	0	0	1044	36516	0.00026707
TX, 04634	1	0	0	1079	38454	0.000267242
TX, 04635	1	0	0	1778	42782	0.000300977
TX, 04636	1	0	0	1944	49488	0.00035742
TX, 04637	1	0	0	1987	58344	0.000421834
TX, 04638	1	0	0	1414	37960	0.000280101
TX, 04701	1	0	0	4782	84653	0.000622185
TX, 04702	1	0	0	2307	61792	0.0004291
TX, 04801	1	0	0	1238	47800	0.000313423
TX, 04802	1	0	0	2083	44216	0.000307327
TX, 04803	1	0	0	2462	44269	0.000332175
TX, 04901	1	0	0	1707	38604	0.000280116
TX, 04902	1	0	0	2128	49654	0.000345064
TX, 04903	1	0	0	1546	38928	0.000271716
TX, 04904	1	0	0	1387	49845	0.000336559
TX, 04905	1	0	0	2436	74617	0.000451808
TX, 05000	0	0	1	3996	78195	0.000571613
TX, 05100	0	0	1	3548	66674	0.000488567
TX, 05201	1	0	0	3152	51155	0.000360902
TX, 05202	1	0	0	2021	43926	0.00029748
TX, 05203	1	0	0	2171	45219	0.000339246
TX, 05204	1	0	0	2699	52188	0.000326747
TX, 05301	1	0	0	1775	51048	0.000341302
TX, 05302	1	0	0	2454	53839	0.000376396
TX, 05303	1	0	0	2942	59126	0.000406641
TX, 05304	1	0	0	2474	56745	0.000388932
TX, 05305	1	0	0	2293	50438	0.000364581
TX, 05306	0	1	0	3559	74098	0.000518759
TX, 05307	0	1	0	2969	63962	0.000435819
TX, 05308	1	0	0	2573	51968	0.00037235
TX, 05309	1	0	0	3044	53186	0.000358974
TX, 05400	1	0	0	3403	78715	0.000526904
TX, 05500	0	0	1	4807	62788	0.000461401
TX, 05600	0	0	1	2630	49161	0.000359529
TX, 05700	1	0	0	3230	58406	0.000406333
TX, 05800	1	0	0	2685	58181	0.000387573
TX, 05901	0	1	0	2465	40282	0.000297375
TX, 05902	1	0	0	2486	52304	0.000395004
TX, 05903	0	1	0	2363	43465	0.000321523
TX, 05904	1	0	0	2252	41721	0.000316268
TX, 05905	1	0	0	2065	36509	0.000274892
TX, 05906	0	1	0	1952	37962	0.000284223
TX, 05907	1	0	0	2197	35789	0.000255096
TX, 05908	1	0	0	1695	40567	0.000291932
TX, 05909	1	0	0	1970	41048	0.000307027
TX, 05910	0	1	0	2431	52580	0.000385231
TX, 05911	1	0	0	2695	57254	0.00042585
TX, 05912	0	1	0	2154	42970	0.000326913
TX, 05913	1	0	0	1981	40183	0.000302689
TX, 05914	1	0	0	2546	44975	0.00030115
TX, 05915	1	0	0	2186	44952	0.000314947
TX, 05916	1	0	0	2032	40917	0.000299108
TX, 06000	0	0	1	3055	59717	0.000432103
TX, 06100	0	0	1	2580	55045	0.000401093
TX, 06200	0	0	1	3110	66880	0.000494123
TX, 06301	0	1	0	2697	43070	0.000318304
TX, 06302	1	0	0	1772	39971	0.000268452
TX, 06400	0	0	1	2287	41014	0.000302336
TX, 06500	0	0	1	3331	58862	0.000429618
TX, 06601	1	0	0	2543	55143	0.000394803
TX, 06602	0	1	0	2185	46638	0.000350926
TX, 06603	0	1	0	2366	47506	0.000348666
TX, 06701	1	0	0	2141	49691	0.000353486
TX, 06702	1	0	0	2763	54259	0.000396702
TX, 06703	0	1	0	2694	47146	0.000348036
TX, 06801	1	0	0	1694	38340	0.00027023
TX, 06802	1	0	0	1265	35634	0.000253107
TX, 06803	1	0	0	1417	40845	0.000289425
TX, 06804	1	0	0	1224	38721	0.000265688
TX, 06805	1	0	0	2117	51922	0.000368882
TX, 06806	1	0	0	1459	38094	0.000281122
TX, 06807	1	0	0	1330	32751	0.000234491
TX, 06900	0	0	1	2013	40365	0.000298951
UT, 03001	1	0	0	2491	40821	0.00028917
UT, 05001	0	0	1	4644	76022	0.000544704
UT, 11001	1	0	0	2872	67970	0.000485024
UT, 11002	1	0	0	1818	40877	0.000290934
UT, 13001	0	0	1	4424	64386	0.000455765
UT, 21001	0	0	1	4593	65249	0.00047158
UT, 35001	1	0	0	1299	32253	0.000237014
UT, 35002	1	0	0	2761	60534	0.000432215
UT, 35003	1	0	0	1555	30265	0.00022733
UT, 35004	1	0	0	1647	43027	0.000307981
UT, 35005	1	0	0	2723	64257	0.000467384
UT, 35006	1	0	0	1178	37212	0.000240272
UT, 35007	1	0	0	2154	51610	0.00036335
UT, 35008	1	0	0	1894	42091	0.000300114
UT, 35009	1	0	0	1589	35841	0.000254001
UT, 49001	1	0	0	1947	36311	0.000239949
UT, 49002	1	0	0	3182	57173	0.000372914
UT, 49003	0	1	0	1943	35136	0.000258475
UT, 49004	1	0	0	2955	45532	0.000319887
UT, 53001	1	0	0	2398	68789	0.000468361
UT, 57001	1	0	0	2120	47677	0.000335981
UT, 57002	1	0	0	2007	44079	0.000324721
VA, 01301	0	1	0	2688	55827	0.00040499
VA, 01302	0	1	0	2589	58936	0.000426467
VA, 04101	1	0	0	2265	44325	0.000329038
VA, 04102	1	0	0	2058	46000	0.000336628
VA, 04103	1	0	0	1947	40382	0.000284164
VA, 10701	1	0	0	2151	39241	0.000289613
VA, 10702	1	0	0	2257	46588	0.000320248
VA, 10703	1	0	0	2293	47234	0.000309625
VA, 51010	0	0	1	5235	97080	0.000723564
VA, 51020	0	0	1	5008	97101	0.000724368
VA, 51040	1	0	0	3474	80491	0.000594833
VA, 51044	1	0	0	2735	61822	0.000465209
VA, 51045	0	0	1	4416	95667	0.00071359
VA, 51080	0	0	1	3212	76527	0.000565925
VA, 51084	1	0	0	2411	52425	0.000380533
VA, 51085	0	0	1	2612	49454	0.000366767
VA, 51087	0	0	1	3455	70663	0.000519287
VA, 51089	0	0	1	2566	56478	0.000411334
VA, 51090	1	0	0	2672	56528	0.000411514
VA, 51095	1	0	0	2838	58198	0.000427661
VA, 51096	1	0	0	2680	58331	0.00043218
VA, 51097	0	0	1	5027	97209	0.00072843
VA, 51105	0	0	1	4749	91734	0.000679508
VA, 51110	1	0	0	3007	53765	0.000394233
VA, 51115	1	0	0	2963	61017	0.000433989
VA, 51120	0	0	1	3974	70034	0.000510758
VA, 51125	0	0	1	5014	99470	0.000736648
VA, 51135	0	0	1	3767	73604	0.000548277
VA, 51145	0	0	1	3655	63921	0.000461132
VA, 51154	0	1	0	5250	89220	0.000666341
VA, 51155	0	1	0	2639	49357	0.00036715
VA, 51164	0	1	0	3041	64007	0.000475725
VA, 51165	0	1	0	3503	69743	0.000512366
VA, 51167	0	1	0	2390	51029	0.000378237
VA, 51175	0	1	0	3409	77776	0.000581719
VA, 51186	0	1	0	2548	59981	0.000452432
VA, 51206	1	0	0	3128	71386	0.000517972
VA, 51215	1	0	0	4430	80404	0.000578386
VA, 51224	1	0	0	2565	62807	0.000470157
VA, 51225	1	0	0	3525	74334	0.000544269
VA, 51235	0	1	0	5376	100458	0.000749786
VA, 51244	1	0	0	2325	40871	0.000296663
VA, 51245	1	0	0	1858	40896	0.000301624
VA, 51246	1	0	0	4212	85673	0.000622225
VA, 51255	0	1	0	3805	76357	0.000563652
VA, 55001	1	0	0	1952	49186	0.000363786
VA, 55002	1	0	0	1748	41631	0.00029535
VA, 59301	1	0	0	2938	53837	0.000402672
VA, 59302	1	0	0	2779	50193	0.000375691
VA, 59303	1	0	0	3509	53100	0.000396538
VA, 59304	1	0	0	1964	35771	0.000268536
VA, 59305	1	0	0	2698	47219	0.000342971
VA, 59306	1	0	0	2191	39242	0.000295341
VA, 59307	1	0	0	3618	64010	0.000471116
VA, 59308	1	0	0	2559	45194	0.000334225
VA, 59309	1	0	0	2062	40298	0.0003076
VT, 00100	1	0	0	3482	97586	0.000710171
VT, 00200	0	0	1	4790	83533	0.000609741
VT, 00300	0	0	1	4188	80885	0.000594863
VT, 00400	0	0	1	4225	72995	0.00053848
WA, 10100	1	0	0	4056	96690	0.000695007
WA, 10200	0	0	1	10044	109914	0.000799432
WA, 10300	1	0	0	2632	54695	0.000393835
WA, 10400	0	0	1	4310	57740	0.000420738
WA, 10501	1	0	0	2549	55758	0.000412227
WA, 10502	1	0	0	2852	58154	0.00042094
WA, 10503	1	0	0	2550	58756	0.000408189
WA, 10504	1	0	0	2125	44203	0.000312576
WA, 10600	0	0	1	3769	46953	0.000339344
WA, 10701	1	0	0	1857	41250	0.000295483
WA, 10702	1	0	0	1770	45546	0.000323167
WA, 10703	1	0	0	2161	42253	0.000301143
WA, 10800	0	0	1	2895	61277	0.000435932
WA, 10901	1	0	0	1903	47964	0.000351752
WA, 10902	1	0	0	2303	40734	0.000296767
WA, 11000	0	0	1	3453	51429	0.000373462
WA, 11101	0	1	0	2726	49028	0.00034899
WA, 11102	1	0	0	2247	47009	0.000334082
WA, 11103	1	0	0	2071	42149	0.000303831
WA, 11104	1	0	0	2527	44556	0.000310798
WA, 11200	0	0	1	3080	63081	0.000460388
WA, 11300	0	0	1	3534	69776	0.000509662
WA, 11401	1	0	0	2942	72403	0.000523098
WA, 11402	1	0	0	2231	44153	0.00031551
WA, 11501	0	1	0	2638	56456	0.000411588
WA, 11502	1	0	0	2568	52169	0.000378311
WA, 11503	1	0	0	2011	46978	0.000343324
WA, 11504	1	0	0	2233	51564	0.000374987
WA, 11505	1	0	0	3544	45900	0.000330555
WA, 11506	1	0	0	2305	50534	0.000361023
WA, 11507	1	0	0	2120	43421	0.000303982
WA, 11601	0	1	0	3051	79279	0.000550228
WA, 11602	0	1	0	2737	57210	0.000403293
WA, 11603	0	1	0	2881	93448	0.000615536
WA, 11604	0	1	0	2223	59709	0.000403505
WA, 11605	0	1	0	2859	64774	0.000450076
WA, 11606	1	0	0	2453	50641	0.000366307
WA, 11607	1	0	0	2819	64295	0.000453933
WA, 11608	1	0	0	3086	63998	0.000455067
WA, 11609	1	0	0	2713	58373	0.000410701
WA, 11610	1	0	0	2296	55981	0.000411565
