Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	source_count	source_weight	sampling_probability
4C	1000-1499	1980s	0	1.68519e-05	0.000512274	0.00333931	0.0103084	0.0210426	0.0334399	0.0451865	0.115843	0.312904	0.218045	0.119497	0.060274	0.0443373	0.015253	0	0	0.000910796
5A	1000-1499	1980s	1.11111e-08	5.8263e-05	0.00141111	0.00766556	0.0203856	0.036768	0.052612	0.0649363	0.148198	0.328004	0.184698	0.0860551	0.0380912	0.0243728	0.00674322	0	0	0.00532594
5B	1000-1499	1980s	1e-07	0.000157967	0.00307398	0.0142545	0.0334537	0.0544481	0.0714295	0.0817865	0.16964	0.319097	0.150195	0.0611105	0.0242704	0.0138603	0.00322302	0	0	0.00134395
6A	1000-1499	1980s	8.88889e-08	0.000147241	0.00290452	0.0136273	0.0322925	0.0529798	0.0699709	0.0805768	0.168332	0.320438	0.152835	0.0628179	0.025158	0.0144987	0.0034218	0	0	0.00163702
6B	1000-1499	1980s	5.92593e-08	0.000125904	0.00257867	0.0124086	0.0299854	0.0499883	0.0669206	0.0779744	0.16535	0.322884	0.158431	0.0665199	0.0270945	0.0158898	0.00384954	0	0	0.000332684
7A	1000-1499	1980s	8.88889e-08	0.000147241	0.00290452	0.0136273	0.0322925	0.0529798	0.0699709	0.0805768	0.168332	0.320438	0.152835	0.0628179	0.025158	0.0144987	0.0034218	0	0	0.00019475
7AK	1000-1499	1980s	0.00238589	0.0134346	0.0526134	0.113048	0.153437	0.168625	0.144779	0.146833	0.13975	0.0490105	0.0102809	0.00282104	0.00154361	0.00104494	0.000393056	4616	4616	0.000122705
7B	1000-1499	1980s	5.92593e-08	0.000125904	0.00257867	0.0124086	0.0299854	0.0499883	0.0669206	0.0779744	0.16535	0.322884	0.158431	0.0665199	0.0270945	0.0158898	0.00384954	0	0	5.54398e-05
8AK	1000-1499	1980s	0.0101635	0.0715826	0.160342	0.187698	0.172186	0.125643	0.0944525	0.0778483	0.0689074	0.0229578	0.00429708	0.00224596	0.0016754	0	0	1271	1271	3.49309e-05
1A	1500-1999	1980s	0	5.4963e-06	0.000200278	0.00151614	0.00530674	0.0120416	0.020945	0.0306086	0.0868794	0.279803	0.234003	0.147436	0.0832134	0.0691397	0.0289019	0	0	0.000594448
2A	1500-1999	1980s	0	5.4963e-06	0.000200278	0.00151614	0.00530674	0.0120416	0.020945	0.0306086	0.0868794	0.279803	0.234003	0.147436	0.0832134	0.0691397	0.0289019	0	0	0.00454872
2B	1500-1999	1980s	6.77778e-07	0.000422996	0.00629298	0.0246097	0.0509115	0.0749234	0.0903578	0.0962288	0.18215	0.293387	0.115738	0.0412197	0.0147251	0.00754131	0.00149138	0	0	0.000610713
3A	1500-1999	1980s	3.7037e-09	3.72889e-05	0.000987337	0.005741	0.0161213	0.030407	0.0451829	0.057611	0.137066	0.325733	0.198113	0.0978844	0.0454214	0.0305571	0.00913741	0	0	0.00446691
3B	1500-1999	1980s	6.77778e-07	0.000422996	0.00629298	0.0246097	0.0509115	0.0749234	0.0903578	0.0962288	0.18215	0.293387	0.115738	0.0412197	0.0147251	0.00754131	0.00149138	0	0	0.00285709
3C	1500-1999	1980s	1.77778e-07	0.000207767	0.00374953	0.0165968	0.0376485	0.0596436	0.0765048	0.0859194	0.173901	0.313758	0.140898	0.0553261	0.0213604	0.0118481	0.00263848	0	0	0.000580561
4A	1500-1999	1980s	0	2.03185e-05	0.000596278	0.00378087	0.0114172	0.0228916	0.0358369	0.0478082	0.120567	0.316639	0.2142	0.114754	0.05683	0.040988	0.0136701	0	0	0.00511496
4B	1500-1999	1980s	4.03704e-07	0.000330489	0.00529539	0.0216288	0.0461622	0.0696329	0.0857294	0.0929421	0.179937	0.301128	0.12414	0.045696	0.0167553	0.00881127	0.0018114	0	0	0.000241552
4C	1500-1999	1980s	3.7037e-09	3.61407e-05	0.000956885	0.00558544	0.015754	0.0298367	0.0444972	0.0569175	0.135968	0.325342	0.199308	0.0990199	0.0461578	0.0312094	0.00941087	0	0	0.000738647
5A	1500-1999	1980s	5.55556e-08	0.000120819	0.0025038	0.0121303	0.0294547	0.0492909	0.0661979	0.0773462	0.164601	0.323394	0.159768	0.0674245	0.0275734	0.0162371	0.00395765	0	0	0.00376982
5B	1500-1999	1980s	4.03704e-07	0.000330489	0.00529539	0.0216288	0.0461622	0.0696329	0.0857294	0.0929421	0.179937	0.301128	0.12414	0.045696	0.0167553	0.00881127	0.0018114	0	0	0.000903399
6A	1500-1999	1980s	3.7037e-07	0.000308974	0.00502697	0.0207707	0.0447427	0.0680088	0.084273	0.0918753	0.179129	0.30336	0.126767	0.0471424	0.0174274	0.00924257	0.00192447	0	0	0.00120756
6B	1500-1999	1980s	2.77778e-07	0.000263719	0.00447658	0.0190217	0.0418348	0.0646454	0.0812095	0.0895813	0.177255	0.30779	0.132342	0.0502851	0.0189092	0.010205	0.0021802	0	0	0.000179814
7A	1500-1999	1980s	3.7037e-07	0.000308974	0.00502697	0.0207707	0.0447427	0.0680088	0.084273	0.0918753	0.179129	0.30336	0.126767	0.0471424	0.0174274	0.00924257	0.00192447	0	0	0.000136421
7AK	1500-1999	1980s	0.00339215	0.0191678	0.0832573	0.180113	0.2141	0.181252	0.115818	0.0904482	0.0767265	0.0282371	0.0050341	0.00163423	0.000568887	0.000119413	0.00013178	3981	3981	8.46222e-05
7B	1500-1999	1980s	2.77778e-07	0.000263719	0.00447658	0.0190217	0.0418348	0.0646454	0.0812095	0.0895813	0.177255	0.30779	0.132342	0.0502851	0.0189092	0.010205	0.0021802	0	0	2.26185e-05
8AK	1500-1999	1980s	0.0177876	0.11291	0.272691	0.239014	0.13368	0.0824584	0.0515069	0.0392759	0.0367342	0.0126487	0	0	0	0.000310794	0.000982867	773	773	2.33652e-05
1A	2000-2499	1980s	0	1.25444e-05	0.000396781	0.00268799	0.00858645	0.018054	0.0294352	0.0406763	0.107368	0.305023	0.224091	0.127859	0.0666155	0.0507434	0.0184513	0	0	0.000317186
2A	2000-2499	1980s	0	1.25444e-05	0.000396781	0.00268799	0.00858645	0.018054	0.0294352	0.0406763	0.107368	0.305023	0.224091	0.127859	0.0666155	0.0507434	0.0184513	0	0	0.00255416
2B	2000-2499	1980s	2.8037e-06	0.000881519	0.0105171	0.0359607	0.0674748	0.0918982	0.103897	0.104664	0.18479	0.264664	0.091046	0.029251	0.00962662	0.00453432	0.00079217	0	0	0.00038277
3A	2000-2499	1980s	2.22222e-08	7.89148e-05	0.00179975	0.0093396	0.0239282	0.0418293	0.0582743	0.070269	0.155643	0.327298	0.174309	0.077879	0.0333418	0.0206033	0.00540649	0	0	0.00252712
3B	2000-2499	1980s	2.8037e-06	0.000881519	0.0105171	0.0359607	0.0674748	0.0918982	0.103897	0.104664	0.18479	0.264664	0.091046	0.029251	0.00962662	0.00453432	0.00079217	0	0	0.00167416
3C	2000-2499	1980s	7.77778e-07	0.0004418	0.00645846	0.0250612	0.0515969	0.075662	0.090985	0.0966585	0.1824	0.292253	0.114586	0.0406182	0.0144549	0.0073735	0.00144934	0	0	0.000344049
4A	2000-2499	1980s	7.40741e-09	4.30704e-05	0.00110984	0.006315	0.0174244	0.032392	0.0475467	0.0599873	0.140795	0.326882	0.193865	0.093971	0.0429447	0.0284299	0.00829419	0	0	0.00340273
4B	2000-2499	1980s	1.71852e-06	0.000694307	0.00894039	0.0319456	0.0618614	0.0863832	0.0997179	0.102273	0.18466	0.274615	0.0987169	0.03278	0.011076	0.00535982	0.0009751	0	0	0.000155608
4C	2000-2499	1980s	2.22222e-08	7.62111e-05	0.00174945	0.00911689	0.0234459	0.0411313	0.0574901	0.0695327	0.154634	0.327484	0.17576	0.0789739	0.0339592	0.0210786	0.00556763	0	0	0.000460666
5A	2000-2499	1980s	2.74074e-07	0.000257919	0.00439915	0.0187689	0.0414093	0.0641485	0.0807522	0.0892342	0.17696	0.308429	0.133179	0.0507608	0.0191336	0.0103499	0.00221794	0	0	0.00296787
5B	2000-2499	1980s	1.71852e-06	0.000694307	0.00894039	0.0319456	0.0618614	0.0863832	0.0997179	0.102273	0.18466	0.274615	0.0987169	0.03278	0.011076	0.00535982	0.0009751	0	0	0.000633532
6A	2000-2499	1980s	1.57407e-06	0.000649837	0.00850753	0.030778	0.0601724	0.0846732	0.098375	0.101456	0.184463	0.277563	0.101165	0.0339457	0.0115656	0.00564424	0.00103967	0	0	0.0008837
6B	2000-2499	1980s	1.17037e-06	0.000555737	0.00763325	0.028419	0.0567098	0.0810981	0.0954976	0.0996403	0.183835	0.283597	0.106419	0.0364914	0.0126448	0.00627474	0.00118311	0	0	0.000124795
7A	2000-2499	1980s	1.57407e-06	0.000649837	0.00850753	0.030778	0.0601724	0.0846732	0.098375	0.101456	0.184463	0.277563	0.101165	0.0339457	0.0115656	0.00564424	0.00103967	0	0	8.71127e-05
7AK	2000-2499	1980s	0.00424857	0.0294859	0.115059	0.21634	0.211726	0.164024	0.109378	0.0754325	0.0552979	0.0163773	0.00154641	0.000479671	0.000604332	0	0	2795	2795	6.43872e-05
7B	2000-2499	1980s	1.17037e-06	0.000555737	0.00763325	0.028419	0.0567098	0.0810981	0.0954976	0.0996403	0.183835	0.283597	0.106419	0.0364914	0.0126448	0.00627474	0.00118311	0	0	1.73408e-05
8AK	2000-2499	1980s	0.0278513	0.116214	0.291443	0.236845	0.146667	0.0670949	0.0400191	0.0352099	0.0306078	0.00423725	0.0030286	0.000782598	0	0	0	572	572	2.28038e-05
1A	2500-2999	1980s	0	2.60444e-05	0.000742585	0.00455501	0.0133408	0.0260449	0.039843	0.0520934	0.128001	0.321499	0.207477	0.107241	0.0515989	0.0360793	0.0114583	0	0	0.0001384
2A	2500-2999	1980s	0	2.60444e-05	0.000742585	0.00455501	0.0133408	0.0260449	0.039843	0.0520934	0.128001	0.321499	0.207477	0.107241	0.0515989	0.0360793	0.0114583	0	0	0.00130383
2B	2500-2999	1980s	9.24074e-06	0.001746	0.0168774	0.0505251	0.0860727	0.108613	0.115233	0.109903	0.181231	0.231317	0.0692974	0.0200585	0.0060764	0.00263314	0.000407611	0	0	0.000219918
3A	2500-2999	1980s	1.18519e-07	0.000166593	0.00319035	0.0146599	0.0341906	0.0553796	0.0723618	0.0825684	0.170504	0.318248	0.148466	0.0599972	0.0237007	0.0134617	0.0031062	0	0	0.00135886
3B	2500-2999	1980s	9.24074e-06	0.001746	0.0168774	0.0505251	0.0860727	0.108613	0.115233	0.109903	0.181231	0.231317	0.0692974	0.0200585	0.0060764	0.00263314	0.000407611	0	0	0.000822183
3C	2500-2999	1980s	2.84444e-06	0.000899463	0.0106978	0.0364282	0.0681162	0.0925145	0.104354	0.104921	0.184791	0.263549	0.090186	0.0288557	0.00946573	0.00444466	0.000773463	0	0	0.000173507
4A	2500-2999	1980s	3.7037e-08	9.17926e-05	0.00201144	0.01018	0.0256099	0.0441321	0.0607598	0.0725319	0.158624	0.326437	0.169749	0.0744666	0.0314111	0.0191051	0.00489044	0	0	0.00195949
4B	2500-2999	1980s	6.28148e-06	0.00139935	0.0145152	0.0454093	0.0798401	0.103276	0.111848	0.108581	0.183051	0.242533	0.0760245	0.0227696	0.00708614	0.003154	0.00050713	0	0	7.50442e-05
4C	2500-2999	1980s	1.03704e-07	0.000158789	0.00308787	0.0143094	0.0335605	0.0545881	0.0715721	0.0819066	0.169769	0.318945	0.149925	0.0609507	0.0241964	0.0138161	0.00321463	0	0	0.000222082
5A	2500-2999	1980s	1.13704e-06	0.000541693	0.00747454	0.0279595	0.0560202	0.0803825	0.0949212	0.0992751	0.183697	0.284752	0.107456	0.0370114	0.0128738	0.00641535	0.00121813	0	0	0.00181281
5B	2500-2999	1980s	6.28148e-06	0.00139935	0.0145152	0.0454093	0.0798401	0.103276	0.111848	0.108581	0.183051	0.242533	0.0760245	0.0227696	0.00708614	0.003154	0.00050713	0	0	0.000363474
6A	2500-2999	1980s	5.5963e-06	0.00131371	0.0138773	0.0439275	0.0779397	0.101577	0.110714	0.108081	0.183482	0.245955	0.0781712	0.0236564	0.00742347	0.0033325	0.000542867	0	0	0.000551252
6B	2500-2999	1980s	4.23333e-06	0.00112833	0.0125231	0.0408353	0.0739875	0.0980132	0.108285	0.106946	0.18421	0.253066	0.0828329	0.0256262	0.00818233	0.00373699	0.000623804	0	0	5.91683e-05
7A	2500-2999	1980s	5.5963e-06	0.00131371	0.0138773	0.0439275	0.0779397	0.101577	0.110714	0.108081	0.183482	0.245955	0.0781712	0.0236564	0.00742347	0.0033325	0.000542867	0	0	6.01582e-05
7AK	2500-2999	1980s	0.00801478	0.0417487	0.141853	0.231216	0.196757	0.151435	0.093614	0.0756356	0.0475615	0.0105387	0.00162476	0	0	0	0	1485	1485	2.53016e-05
7B	2500-2999	1980s	4.23333e-06	0.00112833	0.0125231	0.0408353	0.0739875	0.0980132	0.108285	0.106946	0.18421	0.253066	0.0828329	0.0256262	0.00818233	0.00373699	0.000623804	0	0	6.93502e-06
8AK	2500-2999	1980s	0.0314821	0.150779	0.265085	0.246769	0.151387	0.0741425	0.0343188	0.0203578	0.0140662	0.0116125	0	0	0	0	0	323	323	5.40429e-06
1A	3000-3999	1980s	1.48148e-08	6.77e-05	0.00159166	0.00845182	0.0220628	0.0391795	0.0553249	0.0675055	0.15182	0.327785	0.17973	0.0821007	0.0357781	0.0225234	0.00607919	0	0	0.000123758
2A	3000-3999	1980s	1.48148e-08	6.77e-05	0.00159166	0.00845182	0.0220628	0.0391795	0.0553249	0.0675055	0.15182	0.327785	0.17973	0.0821007	0.0357781	0.0225234	0.00607919	0	0	0.00112914
2B	3000-3999	1980s	3.3837e-05	0.00384409	0.0289501	0.0735495	0.111079	0.127427	0.12489	0.111261	0.168619	0.186793	0.0469817	0.0119051	0.0032405	0.00125995	0.000166341	0	0	0.000215322
3A	3000-3999	1980s	7.37037e-07	0.000427819	0.00630624	0.0246065	0.0508731	0.074856	0.0902797	0.0961573	0.182062	0.293438	0.11587	0.0412989	0.0147621	0.00756454	0.00149706	0	0	0.00122795
3B	3000-3999	1980s	3.3837e-05	0.00384409	0.0289501	0.0735495	0.111079	0.127427	0.12489	0.111261	0.168619	0.186793	0.0469817	0.0119051	0.0032405	0.00125995	0.000166341	0	0	0.000678705
3C	3000-3999	1980s	1.26519e-05	0.00210159	0.019186	0.0553218	0.0916699	0.113165	0.117895	0.1107	0.179061	0.221319	0.0637705	0.0179214	0.00530107	0.00224166	0.000334504	0	0	0.000147509
4A	3000-3999	1980s	2.14815e-07	0.000230537	0.00405431	0.0176321	0.0394566	0.0618215	0.0785668	0.0875348	0.175404	0.311193	0.137152	0.0531113	0.020282	0.0111247	0.00243667	0	0	0.00182396
4B	3000-3999	1980s	2.37852e-05	0.0031418	0.0252904	0.0670572	0.104488	0.122869	0.12293	0.111475	0.172687	0.198462	0.0522654	0.0137185	0.0038422	0.00153794	0.000211915	0	0	7.21336e-05
4C	3000-3999	1980s	6.96296e-07	0.000411933	0.00613217	0.0240828	0.0500411	0.0739368	0.0894852	0.0956031	0.181716	0.294816	0.117306	0.042051	0.0150985	0.00777137	0.00154741	0	0	0.000165132
5A	3000-3999	1980s	5.54815e-06	0.0013069	0.0138345	0.0438325	0.0778067	0.101436	0.110595	0.108001	0.183446	0.246211	0.0783985	0.0237613	0.00746483	0.00335421	0.000546822	0	0	0.00178354
5B	3000-3999	1980s	2.37852e-05	0.0031418	0.0252904	0.0670572	0.104488	0.122869	0.12293	0.111475	0.172687	0.198462	0.0522654	0.0137185	0.0038422	0.00153794	0.000211915	0	0	0.000391694
6A	3000-3999	1980s	2.19333e-05	0.00295652	0.0242364	0.0651056	0.102437	0.121389	0.122231	0.111456	0.173844	0.202102	0.0539884	0.014324	0.00404618	0.00163341	0.000227852	0	0	0.000673222
6B	3000-3999	1980s	1.82296e-05	0.0026022	0.0221426	0.0611022	0.0981183	0.118181	0.12063	0.11129	0.17611	0.209755	0.0577397	0.0156756	0.00451136	0.00185631	0.000266415	0	0	8.3635e-05
7A	3000-3999	1980s	2.19333e-05	0.00295652	0.0242364	0.0651056	0.102437	0.121389	0.122231	0.111456	0.173844	0.202102	0.0539884	0.014324	0.00404618	0.00163341	0.000227852	0	0	8.29102e-05
7AK	3000-3999	1980s	0.00447359	0.0522902	0.164043	0.25712	0.20404	0.127847	0.0781722	0.0607683	0.0405683	0.00909215	0.000778249	0	0	1.54694e-05	0.000791633	1239	1239	2.00735e-05
7B	3000-3999	1980s	1.82296e-05	0.0026022	0.0221426	0.0611022	0.0981183	0.118181	0.12063	0.11129	0.17611	0.209755	0.0577397	0.0156756	0.00451136	0.00185631	0.000266415	0	0	1.14657e-05
8AK	3000-3999	1980s	0.0362737	0.232751	0.278896	0.193312	0.102002	0.0681579	0.0405201	0.0304828	0.0142797	0.00332422	0	0	0	0	0	253	253	3.78664e-06
1A	4000+	1980s	0.000604022	0.0353313	0.13032	0.186309	0.180303	0.144899	0.105645	0.0730132	0.0813415	0.054093	0.00689074	0.00102488	0.000179133	4.43e-05	3.56667e-06	0	0	4.54891e-05
2A	4000+	1980s	0.000604022	0.0353313	0.13032	0.186309	0.180303	0.144899	0.105645	0.0730132	0.0813415	0.054093	0.00689074	0.00102488	0.000179133	4.43e-05	3.56667e-06	0	0	0.000530307
2B	4000+	1980s	0.011759	0.210003	0.316983	0.219138	0.119327	0.0604434	0.030197	0.0152213	0.0119075	0.00467713	0.0003082	3.00556e-05	3.86667e-06	7.22222e-07	7.55556e-07	0	0	0.000126399
3A	4000+	1980s	0.0017627	0.0848352	0.218733	0.228733	0.173104	0.114387	0.0710466	0.0429034	0.0409108	0.0213453	0.00196649	0.000230911	3.34333e-05	6.86667e-06	1.06667e-06	0	0	0.000699083
3B	4000+	1980s	0.011759	0.210003	0.316983	0.219138	0.119327	0.0604434	0.030197	0.0152213	0.0119075	0.00467713	0.0003082	3.00556e-05	3.86667e-06	7.22222e-07	7.55556e-07	0	0	0.000325561
3C	4000+	1980s	0.00671399	0.165827	0.29506	0.230299	0.138188	0.0757863	0.0404352	0.0215319	0.0178834	0.00765063	0.000557367	5.73333e-05	7.63333e-06	1.46667e-06	7.66667e-07	0	0	6.66548e-05
4A	4000+	1980s	0.00118489	0.0644612	0.188394	0.218698	0.17961	0.126666	0.0829727	0.05239	0.0525516	0.0296102	0.00301169	0.000377944	5.74778e-05	1.23667e-05	1.31111e-06	0	0	0.000807479
4B	4000+	1980s	0.00976617	0.194615	0.310414	0.22354	0.125817	0.0654944	0.0334695	0.0171919	0.0137257	0.00554658	0.000377211	3.73e-05	4.83333e-06	8.88889e-07	8e-07	0	0	4.44438e-05
4C	4000+	1980s	0.00171379	0.0833025	0.216661	0.228174	0.173639	0.115259	0.0718607	0.0435372	0.0416726	0.0218683	0.00202892	0.0002392	3.47333e-05	7.14444e-06	1.07778e-06	0	0	7.58332e-05
5A	4000+	1980s	0.00429732	0.136612	0.273962	0.23423	0.151155	0.0879214	0.0492191	0.02727	0.0236443	0.010746	0.000838633	8.93667e-05	1.21667e-05	2.36667e-06	8e-07	0	0	0.000829282
5B	4000+	1980s	0.00976617	0.194615	0.310414	0.22354	0.125817	0.0654944	0.0334695	0.0171919	0.0137257	0.00554658	0.000377211	3.73e-05	4.83333e-06	8.88889e-07	8e-07	0	0	0.000196731
6A	4000+	1980s	0.00921287	0.189872	0.308215	0.224827	0.127819	0.0670807	0.0345135	0.0178308	0.0143288	0.00584884	0.000403356	4.02778e-05	5.26667e-06	9.88889e-07	7.77778e-07	0	0	0.00029667
6B	4000+	1980s	0.00810608	0.180075	0.303372	0.22727	0.13197	0.0704715	0.0367863	0.0192382	0.0156705	0.00652533	0.000461478	4.68111e-05	6.21111e-06	1.18889e-06	7.33333e-07	0	0	2.74338e-05
7A	4000+	1980s	0.00921287	0.189872	0.308215	0.224827	0.127819	0.0670807	0.0345135	0.0178308	0.0143288	0.00584884	0.000403356	4.02778e-05	5.26667e-06	9.88889e-07	7.77778e-07	0	0	2.89466e-05
7AK	4000+	1980s	0.00255458	0.0533341	0.16191	0.273854	0.204153	0.15406	0.0688907	0.0400426	0.0359051	0.0050914	0.000204522	0	0	0	0	498	498	1.58597e-05
7B	4000+	1980s	0.00810608	0.180075	0.303372	0.22727	0.13197	0.0704715	0.0367863	0.0192382	0.0156705	0.00652533	0.000461478	4.68111e-05	6.21111e-06	1.18889e-06	7.33333e-07	0	0	3.46022e-06
8AK	4000+	1980s	0.0356877	0.262924	0.209964	0.241013	0.102255	0.0317697	0.0460598	0.0576873	0.0126389	0	0	0	0	0	0	157	157	5.5107e-06
1A	500-749	1980s	0	7.96296e-07	4.08963e-05	0.000392637	0.00167297	0.00447384	0.0089459	0.0147461	0.0490078	0.207662	0.228595	0.177917	0.119107	0.119415	0.068022	0	0	0.000247322
2A	500-749	1980s	0	7.96296e-07	4.08963e-05	0.000392637	0.00167297	0.00447384	0.0089459	0.0147461	0.0490078	0.207662	0.228595	0.177917	0.119107	0.119415	0.068022	0	0	0.0017324
2B	500-749	1980s	2.59259e-08	8.29556e-05	0.0018855	0.00970829	0.0246878	0.0428826	0.0594188	0.0713161	0.157033	0.32693	0.172208	0.0763034	0.0324525	0.0199175	0.0051741	0	0	0.000281407
3A	500-749	1980s	0	7.12963e-06	0.00024673	0.00180309	0.00613917	0.0136195	0.0232428	0.0334131	0.0928315	0.288065	0.23187	0.141866	0.078195	0.0633151	0.0253866	0	0	0.00174161
3B	500-749	1980s	2.59259e-08	8.29556e-05	0.0018855	0.00970829	0.0246878	0.0428826	0.0594188	0.0713161	0.157033	0.32693	0.172208	0.0763034	0.0324525	0.0199175	0.0051741	0	0	0.00143997
3C	500-749	1980s	3.7037e-09	4.09296e-05	0.00106839	0.00612754	0.0170053	0.0317577	0.0467936	0.059231	0.139609	0.326527	0.19523	0.0952221	0.043732	0.0291002	0.00855499	0	0	0.000290658
4A	500-749	1980s	0	3.61111e-06	0.00013963	0.00111473	0.00408505	0.00963814	0.0173329	0.0260726	0.0768492	0.264206	0.236112	0.156513	0.0920276	0.0799594	0.0359452	0	0	0.00190352
4B	500-749	1980s	1.11111e-08	6.56111e-05	0.00156046	0.00833427	0.0218362	0.038879	0.0550105	0.0672288	0.15148	0.327967	0.180302	0.0825051	0.0360007	0.0226933	0.00613752	0	0	8.17233e-05
4C	500-749	1980s	0	6.7963e-06	0.000237815	0.00174866	0.00598139	0.0133197	0.0228051	0.032878	0.0916968	0.28652	0.23232	0.142941	0.0791412	0.0643889	0.0260143	0	0	0.000367752
5A	500-749	1980s	0	2.43407e-05	0.000689937	0.00426414	0.0126132	0.024859	0.0383515	0.050517	0.12532	0.319912	0.209993	0.109952	0.0534613	0.0378107	0.0122315	0	0	0.00163557
5B	500-749	1980s	1.11111e-08	6.56111e-05	0.00156046	0.00833427	0.0218362	0.038879	0.0550105	0.0672288	0.15148	0.327967	0.180302	0.0825051	0.0360007	0.0226933	0.00613752	0	0	0.000367606
6A	500-749	1980s	1.48148e-08	6.14778e-05	0.00147684	0.00795823	0.021017	0.0376844	0.0536536	0.0659351	0.149643	0.328048	0.182793	0.0844875	0.0371581	0.0236163	0.00646761	0	0	0.000642125
6B	500-749	1980s	1.11111e-08	5.19556e-05	0.00129594	0.0071748	0.0193448	0.0352646	0.0509009	0.0632876	0.145782	0.327801	0.187819	0.0886857	0.039681	0.0256809	0.00722964	0	0	9.92651e-05
7A	500-749	1980s	1.48148e-08	6.14778e-05	0.00147684	0.00795823	0.021017	0.0376844	0.0536536	0.0659351	0.149643	0.328048	0.182793	0.0844875	0.0371581	0.0236163	0.00646761	0	0	9.36758e-05
7AK	500-749	1980s	0.00170797	0.000856135	0.0114053	0.031774	0.0646122	0.104665	0.0821562	0.123606	0.260526	0.202951	0.0671649	0.022282	0.01646	0.0096259	0.000207101	390	390	3.99166e-05
7B	500-749	1980s	1.11111e-08	5.19556e-05	0.00129594	0.0071748	0.0193448	0.0352646	0.0509009	0.0632876	0.145782	0.327801	0.187819	0.0886857	0.039681	0.0256809	0.00722964	0	0	3.38082e-05
8AK	500-749	1980s	0.00255099	0.0120183	0.0342933	0.0749808	0.141385	0.120245	0.0780448	0.169215	0.223964	0.0948857	0.0276117	0.011639	0.0053344	0	0.00383142	261	261	1.10846e-05
1A	750-999	1980s	0	1.2963e-06	6.02889e-05	0.000547856	0.00222954	0.0057366	0.0111003	0.0177849	0.0569328	0.225945	0.233162	0.172665	0.111041	0.106485	0.0563087	0	0	0.000503176
2A	750-999	1980s	0	1.2963e-06	6.02889e-05	0.000547856	0.00222954	0.0057366	0.0111003	0.0177849	0.0569328	0.225945	0.233162	0.172665	0.111041	0.106485	0.0563087	0	0	0.00324306
2B	750-999	1980s	5.92593e-08	0.000123333	0.00254273	0.0122763	0.0297327	0.0496552	0.0665744	0.0776725	0.164988	0.323125	0.159074	0.0669554	0.0273245	0.0160555	0.00390007	0	0	0.000528141
3A	750-999	1980s	0	1.04296e-05	0.000344552	0.00239941	0.00782103	0.0167078	0.0275995	0.0385672	0.10327	0.300688	0.226639	0.13187	0.0697967	0.0540799	0.0202066	0	0	0.00330845
3B	750-999	1980s	5.92593e-08	0.000123333	0.00254273	0.0122763	0.0297327	0.0496552	0.0665744	0.0776725	0.164988	0.323125	0.159074	0.0669554	0.0273245	0.0160555	0.00390007	0	0	0.00230876
3C	750-999	1980s	1.48148e-08	6.0937e-05	0.0014576	0.00786356	0.0208093	0.0373842	0.053315	0.0656124	0.149177	0.328021	0.1834	0.0849981	0.0374672	0.0238712	0.00656246	0	0	0.000481642
4A	750-999	1980s	0	5.35556e-06	0.000197704	0.00150476	0.00528016	0.0119973	0.0208848	0.0305376	0.0867313	0.279598	0.234063	0.147583	0.0833437	0.0692866	0.0289867	0	0	0.00370421
4B	750-999	1980s	3.7037e-08	9.7037e-05	0.00211038	0.0105915	0.0264456	0.0452783	0.0619913	0.0736427	0.160052	0.325885	0.167484	0.072828	0.0305063	0.0184218	0.00466557	0	0	0.000181395
4C	750-999	1980s	0	1.01259e-05	0.000333619	0.002329	0.00762069	0.0163427	0.0270914	0.0379759	0.102105	0.299405	0.227316	0.132994	0.0707049	0.0550469	0.0207238	0	0	0.000606885
5A	750-999	1980s	0	3.44259e-05	0.000935533	0.00551327	0.0156178	0.0296478	0.0442813	0.0567032	0.135629	0.325221	0.199707	0.0994012	0.0464019	0.0314177	0.00948892	0	0	0.00340731
5B	750-999	1980s	3.7037e-08	9.7037e-05	0.00211038	0.0105915	0.0264456	0.0452783	0.0619913	0.0736427	0.160052	0.325885	0.167484	0.072828	0.0305063	0.0184218	0.00466557	0	0	0.000739182
6A	750-999	1980s	3.33333e-08	9.0137e-05	0.00199278	0.010117	0.025492	0.0439759	0.0605948	0.072384	0.158434	0.326505	0.170051	0.0746924	0.0315398	0.0192062	0.00492594	0	0	0.00112793
6B	750-999	1980s	2.22222e-08	7.66074e-05	0.00176056	0.0091693	0.0235595	0.0412946	0.0576727	0.0697044	0.154873	0.327459	0.175426	0.0787125	0.0338082	0.0209591	0.00552511	0	0	0.000173079
7A	750-999	1980s	3.33333e-08	9.0137e-05	0.00199278	0.010117	0.025492	0.0439759	0.0605948	0.072384	0.158434	0.326505	0.170051	0.0746924	0.0315398	0.0192062	0.00492594	0	0	0.000145038
7AK	750-999	1980s	0.00441551	0.00986057	0.03516	0.0823423	0.0995082	0.119259	0.122475	0.151901	0.205897	0.120422	0.0290052	0.0102434	0.00625509	0.00227534	0.000979011	1550	1550	7.43982e-05
