Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 2 - 4 Units	None	2000-09	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.844325	0.000000	0.155675	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	None	2000-09	0.333333	0.000000	0.333333	0.333333
5B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	2000-09	0.923575	0.000000	0.076425	0.000000
5B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Attached	None	2000-09	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	2000-09	0.923575	0.000000	0.076425	0.000000
5B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Detached	None	2000-09	0.000000	0.000000	1.000000	0.000000
5B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
5B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
5B	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.844325	0.000000	0.155675	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 2 - 4 Units	None	2010s	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	2010s	0.844325	0.000000	0.155675	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	None	2010s	0.333333	0.000000	0.333333	0.333333
5B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	2010s	0.923575	0.000000	0.076425	0.000000
5B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Attached	None	2010s	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	2010s	0.923575	0.000000	0.076425	0.000000
5B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
5B	Single-Family Detached	None	2010s	0.000000	0.000000	1.000000	0.000000
5B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
5B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
5B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 2 - 4 Units	None	<1940	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
5B	Multi-Family with 5+ Units	None	<1940	0.333333	0.000000	0.333333	0.333333
5B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	<1940	0.214776	0.000000	0.570471	0.214753
5B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	<1940	0.000000	0.000000	0.488871	0.511128
5B	Single-Family Attached	None	<1940	0.000000	0.000000	0.488871	0.511128
5B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	<1940	0.214776	0.000000	0.570471	0.214753
5B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	<1940	0.000000	0.000000	0.488871	0.511128
5B	Single-Family Detached	None	<1940	0.000000	0.000000	0.488871	0.511128
6A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
6A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
6A	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.207670	0.000000	0.458040	0.334290
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.243967	0.756033
6A	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.243967	0.756033
6A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.207670	0.000000	0.458040	0.334290
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.243967	0.756033
6A	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.243967	0.756033
6A	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	1940-59	0.522328	0.000000	0.298171	0.179501
6A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	1940-59	0.155557	0.000000	0.330426	0.514017
6A	Single-Family Attached	None	1940-59	0.155557	0.000000	0.330426	0.514017
6A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	1940-59	0.522328	0.000000	0.298171	0.179501
6A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	1940-59	0.155557	0.000000	0.330426	0.514017
6A	Single-Family Detached	None	1940-59	0.155557	0.000000	0.330426	0.514017
6A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	1960-79	0.112174	0.000000	0.547376	0.340450
6A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	1960-79	0.000000	0.000000	0.000000	1.000000
6A	Mobile Home	None	1960-79	0.000000	0.000000	0.000000	1.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.442563	0.000000	0.353045	0.204392
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.053454	0.000000	0.303064	0.643482
6A	Multi-Family with 2 - 4 Units	None	1960-79	0.053454	0.000000	0.303064	0.643482
6A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.442563	0.000000	0.353045	0.204392
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.053454	0.000000	0.303064	0.643482
6A	Multi-Family with 5+ Units	None	1960-79	0.053454	0.000000	0.303064	0.643482
6A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	1960-79	0.712806	0.000000	0.165126	0.122068
6A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	1960-79	0.234763	0.000000	0.428984	0.336253
6A	Single-Family Attached	None	1960-79	0.234763	0.000000	0.428984	0.336253
6A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	1960-79	0.712806	0.000000	0.165126	0.122068
6A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	1960-79	0.234763	0.000000	0.428984	0.336253
6A	Single-Family Detached	None	1960-79	0.234763	0.000000	0.428984	0.336253
6A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	1980-99	0.327046	0.000000	0.365829	0.307125
6A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.500000	0.500000
6A	Mobile Home	None	1980-99	0.000000	0.000000	0.500000	0.500000
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.401700	0.000000	0.598300	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.047467	0.000000	0.338610	0.613923
6A	Multi-Family with 2 - 4 Units	None	1980-99	0.047467	0.000000	0.338610	0.613923
6A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.401700	0.000000	0.598300	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.047467	0.000000	0.338610	0.613923
6A	Multi-Family with 5+ Units	None	1980-99	0.047467	0.000000	0.338610	0.613923
6A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	1980-99	0.827728	0.000000	0.112700	0.059572
6A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	1980-99	0.275509	0.000000	0.384298	0.340193
6A	Single-Family Attached	None	1980-99	0.275509	0.000000	0.384298	0.340193
6A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	1980-99	0.827728	0.000000	0.112700	0.059572
6A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	1980-99	0.275509	0.000000	0.384298	0.340193
6A	Single-Family Detached	None	1980-99	0.275509	0.000000	0.384298	0.340193
6A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	2000-09	0.000000	0.000000	0.749975	0.250025
6A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
6A	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.244517	0.000000	0.656092	0.099390
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 2 - 4 Units	None	2000-09	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.244517	0.000000	0.656092	0.099390
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	None	2000-09	0.179126	0.000000	0.000000	0.820874
6A	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	2000-09	0.926104	0.000000	0.066636	0.007260
6A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	2000-09	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Attached	None	2000-09	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	2000-09	0.926104	0.000000	0.066636	0.007260
6A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	2000-09	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Detached	None	2000-09	0.065974	0.000000	0.595983	0.338043
6A	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	2010s	0.000000	0.000000	0.749975	0.250025
6A	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
6A	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.244517	0.000000	0.656092	0.099390
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 2 - 4 Units	None	2010s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.244517	0.000000	0.656092	0.099390
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	None	2010s	0.179126	0.000000	0.000000	0.820874
6A	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	2010s	0.926104	0.000000	0.066636	0.007260
6A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	2010s	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Attached	None	2010s	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	2010s	0.926104	0.000000	0.066636	0.007260
6A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	2010s	0.065974	0.000000	0.595983	0.338043
6A	Single-Family Detached	None	2010s	0.065974	0.000000	0.595983	0.338043
6A	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
6A	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
6A	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.000000	0.000000	0.354697	0.645303
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.516409	0.483591
6A	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	0.516409	0.483591
6A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.000000	0.000000	0.354697	0.645303
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.516409	0.483591
6A	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.516409	0.483591
6A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	<1940	0.421276	0.000000	0.267904	0.310820
6A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	<1940	0.136753	0.000000	0.428377	0.434870
6A	Single-Family Attached	None	<1940	0.136753	0.000000	0.428377	0.434870
6A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	<1940	0.421276	0.000000	0.267904	0.310820
6A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	<1940	0.136753	0.000000	0.428377	0.434870
6A	Single-Family Detached	None	<1940	0.136753	0.000000	0.428377	0.434870
6B	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
6B	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
6B	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.207670	0.000000	0.458040	0.334290
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.243967	0.756033
6B	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.243967	0.756033
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.207670	0.000000	0.458040	0.334290
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.243967	0.756033
6B	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.243967	0.756033
6B	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	1940-59	0.522328	0.000000	0.298171	0.179501
6B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	1940-59	0.155557	0.000000	0.330426	0.514017
6B	Single-Family Attached	None	1940-59	0.155557	0.000000	0.330426	0.514017
6B	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	1940-59	0.522328	0.000000	0.298171	0.179501
6B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	1940-59	0.155557	0.000000	0.330426	0.514017
6B	Single-Family Detached	None	1940-59	0.155557	0.000000	0.330426	0.514017
6B	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	1960-79	0.112174	0.000000	0.547376	0.340450
6B	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	1960-79	0.000000	0.000000	0.000000	1.000000
6B	Mobile Home	None	1960-79	0.000000	0.000000	0.000000	1.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.442563	0.000000	0.353045	0.204392
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.053454	0.000000	0.303064	0.643482
6B	Multi-Family with 2 - 4 Units	None	1960-79	0.053454	0.000000	0.303064	0.643482
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.442563	0.000000	0.353045	0.204392
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.053454	0.000000	0.303064	0.643482
6B	Multi-Family with 5+ Units	None	1960-79	0.053454	0.000000	0.303064	0.643482
6B	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	1960-79	0.712806	0.000000	0.165126	0.122068
6B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	1960-79	0.234763	0.000000	0.428984	0.336253
6B	Single-Family Attached	None	1960-79	0.234763	0.000000	0.428984	0.336253
6B	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	1960-79	0.712806	0.000000	0.165126	0.122068
6B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	1960-79	0.234763	0.000000	0.428984	0.336253
6B	Single-Family Detached	None	1960-79	0.234763	0.000000	0.428984	0.336253
6B	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	1980-99	0.327046	0.000000	0.365829	0.307125
6B	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.500000	0.500000
6B	Mobile Home	None	1980-99	0.000000	0.000000	0.500000	0.500000
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.401700	0.000000	0.598300	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.047467	0.000000	0.338610	0.613923
6B	Multi-Family with 2 - 4 Units	None	1980-99	0.047467	0.000000	0.338610	0.613923
6B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.401700	0.000000	0.598300	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.047467	0.000000	0.338610	0.613923
6B	Multi-Family with 5+ Units	None	1980-99	0.047467	0.000000	0.338610	0.613923
6B	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	1980-99	0.827728	0.000000	0.112700	0.059572
6B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	1980-99	0.275509	0.000000	0.384298	0.340193
6B	Single-Family Attached	None	1980-99	0.275509	0.000000	0.384298	0.340193
6B	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	1980-99	0.827728	0.000000	0.112700	0.059572
