Dependency=County and PUMA	Option=No	Option=Yes
G3601210, G36001300	1	0
G3601230, G36001400	1	0
G3700010, G37001600	0.966968	0.0330316
G3700030, G37002000	1	0
G3700050, G37000200	1	0
G3700070, G37005300	1	0
G3700090, G37000100	1	0
G3700110, G37000100	1	0
G3700130, G37004400	1	0
G3700150, G37000800	1	0
G3700170, G37004900	0.986866	0.0131339
G3700190, G37004800	1	0
G3700210, G37002201	1	0
G3700210, G37002202	1	0
G3700230, G37002100	1	0
G3700250, G37003200	1	0
G3700250, G37003300	1	0
G3700270, G37002000	1	0
G3700290, G37000700	1	0
G3700310, G37004400	1	0
G3700330, G37000400	1	0
G3700350, G37002800	1	0
G3700370, G37001500	1	0
G3700390, G37002400	0.991427	0.00857295
G3700410, G37000700	1	0
G3700430, G37002400	1	0
G3700450, G37002600	1	0
G3700450, G37002700	1	0
G3700470, G37004900	0.973565	0.0264351
G3700490, G37004300	1	0
G3700510, G37005001	0	1
G3700510, G37005002	0.341341	0.658659
G3700510, G37005003	0	1
G3700530, G37000700	1	0
G3700550, G37000800	1	0
G3700570, G37003500	1	0
G3700590, G37001900	1	0
G3700610, G37003900	1	0
G3700630, G37001301	1	0
G3700630, G37001302	1	0
G3700650, G37000900	1	0
G3700670, G37001801	1	0
G3700670, G37001802	1	0
G3700670, G37001803	1	0
G3700690, G37000500	0.997116	0.00288389
G3700710, G37003001	1	0
G3700710, G37003002	1	0
G3700730, G37000700	1	0
G3700750, G37002300	0.96087	0.0391298
G3700770, G37000400	1	0
G3700790, G37001000	1	0
G3700810, G37001701	1	0
G3700810, G37001702	1	0
G3700810, G37001703	1	0
G3700810, G37001704	1	0
G3700830, G37000600	0.911619	0.0883806
G3700850, G37003800	0.635061	0.364939
G3700870, G37002300	1	0
G3700890, G37002500	1	0
G3700910, G37000600	0.650096	0.349904
G3700930, G37005200	0	1
G3700950, G37000800	1	0
G3700970, G37001900	1	0
G3700970, G37002900	1	0
G3700990, G37002300	0.496634	0.503366
G3700990, G37002400	1	0
G3701010, G37001100	1	0
G3701030, G37004100	1	0
G3701050, G37001500	1	0
G3701070, G37004100	1	0
G3701090, G37002700	1	0
G3701110, G37002100	1	0
G3701130, G37002400	1	0
G3701150, G37002300	1	0
G3701170, G37000800	1	0
G3701190, G37003101	1	0
G3701190, G37003102	1	0
G3701190, G37003103	1	0
G3701190, G37003104	1	0
G3701190, G37003105	1	0
G3701190, G37003106	1	0
G3701190, G37003107	1	0
G3701190, G37003108	1	0
G3701210, G37000100	1	0
G3701230, G37003700	1	0
G3701250, G37003700	1	0
G3701270, G37000900	0.992067	0.00793292
G3701290, G37004600	1	0
G3701290, G37004700	1	0
G3701310, G37000600	1	0
G3701330, G37004100	1	0
G3701330, G37004500	1	0
G3701350, G37001400	0.973564	0.0264358
G3701370, G37004400	1	0
G3701390, G37000700	1	0
G3701410, G37004600	1	0
G3701430, G37000700	1	0
G3701450, G37000400	0.936506	0.063494
G3701470, G37004200	1	0
G3701490, G37002600	1	0
G3701510, G37003600	1	0
G3701530, G37005200	1	0
G3701550, G37004900	0	1
G3701550, G37005100	0	1
G3701570, G37000300	1	0
G3701590, G37003400	1	0
G3701610, G37002600	1	0
G3701630, G37003900	0.766516	0.233484
G3701650, G37005200	0	1
G3701670, G37003300	1	0
G3701690, G37000300	1	0
G3701710, G37000200	1	0
G3701730, G37002300	0.757095	0.242905
G3701750, G37002500	1	0
G3701770, G37000800	1	0
G3701790, G37005300	1	0
G3701790, G37005400	1	0
G3701810, G37000500	1	0
G3701830, G37001201	1	0
G3701830, G37001202	1	0
G3701830, G37001203	1	0
G3701830, G37001204	1	0
G3701830, G37001205	1	0
G3701830, G37001206	1	0
G3701830, G37001207	1	0
G3701830, G37001208	1	0
G3701850, G37000500	0.970078	0.0299215
G3701850, G37000600	0.83134	0.16866
G3701870, G37000800	1	0
G3701890, G37000100	1	0
G3701910, G37004000	1	0
G3701930, G37000200	1	0
G3701950, G37001000	1	0
G3701970, G37001900	1	0
G3701990, G37000100	1	0
G3800010, G38000100	1	0
G3800030, G38000200	1	0
G3800050, G38000200	0.520808	0.479192
G3800070, G38000100	1	0
G3800090, G38000200	1	0
G3800110, G38000100	1	0
G3800130, G38000100	1	0
G3800150, G38000300	1	0
G3800170, G38000500	1	0
G3800190, G38000400	1	0
G3800210, G38000200	1	0
G3800230, G38000100	1	0
G3800250, G38000100	0.767355	0.232645
G3800270, G38000200	0.95616	0.0438398
G3800290, G38000300	1	0
G3800310, G38000200	1	0
G3800330, G38000100	1	0
G3800350, G38000400	1	0
G3800370, G38000100	1	0
G3800390, G38000400	1	0
G3800410, G38000100	1	0
G3800430, G38000300	1	0
G3800450, G38000200	1	0
G3800470, G38000300	1	0
G3800490, G38000100	1	0
G3800510, G38000300	1	0
G3800530, G38000100	0.879057	0.120943
G3800550, G38000100	0.921486	0.0785141
G3800570, G38000100	0.990196	0.00980373
G3800590, G38000300	1	0
G3800610, G38000100	0.539123	0.460877
G3800630, G38000200	0.998962	0.00103788
G3800650, G38000100	1	0
G3800670, G38000400	1	0
G3800690, G38000200	1	0
G3800710, G38000200	0.999664	0.000336014
G3800730, G38000200	1	0
G3800750, G38000100	1	0
G3800770, G38000200	0.995922	0.00407794
G3800790, G38000200	0.431033	0.568967
G3800810, G38000200	0.975669	0.0243308
G3800830, G38000200	1	0
G3800850, G38000100	0	1
G3800870, G38000100	1	0
G3800890, G38000100	1	0
G3800910, G38000400	1	0
G3800930, G38000200	1	0
G3800950, G38000400	1	0
G3800970, G38000400	1	0
G3800990, G38000400	1	0
G3801010, G38000100	0.999512	0.000487816
G3801030, G38000200	1	0
G3801050, G38000100	1	0
G3900010, G39005200	1	0
G3900030, G39002500	1	0
G3900050, G39002100	1	0
G3900070, G39001300	1	0
G3900090, G39005000	1	0
G3900110, G39002600	1	0
G3900130, G39003500	1	0
G3900150, G39005700	1	0
G3900170, G39005401	1	0
G3900170, G39005402	1	0
G3900170, G39005403	1	0
G3900190, G39003300	1	0
G3900210, G39002700	1	0
G3900230, G39004300	1	0
G3900250, G39005600	1	0
G3900250, G39005700	1	0
G3900270, G39005200	1	0
G3900290, G39003400	1	0
G3900310, G39002900	1	0
G3900330, G39002300	1	0
G3900350, G39000901	1	0
G3900350, G39000902	1	0
G3900350, G39000903	1	0
G3900350, G39000904	1	0
G3900350, G39000905	1	0
G3900350, G39000906	1	0
G3900350, G39000907	1	0
G3900350, G39000908	1	0
G3900350, G39000909	1	0
G3900350, G39000910	1	0
G3900370, G39004500	1	0
G3900390, G39000100	1	0
G3900410, G39004000	1	0
G3900430, G39000700	1	0
G3900450, G39003900	1	0
G3900470, G39004800	1	0
G3900490, G39004101	1	0
G3900490, G39004102	1	0
G3900490, G39004103	1	0
G3900490, G39004104	1	0
G3900490, G39004105	1	0
G3900490, G39004106	1	0
G3900490, G39004107	1	0
G3900490, G39004108	1	0
G3900490, G39004109	1	0
G3900490, G39004110	1	0
G3900490, G39004111	1	0
G3900510, G39000200	1	0
G3900530, G39005000	1	0
G3900550, G39001200	1	0
G3900570, G39004700	1	0
G3900590, G39002900	1	0
G3900610, G39005501	1	0
G3900610, G39005502	1	0
G3900610, G39005503	1	0
G3900610, G39005504	1	0
G3900610, G39005505	1	0
G3900610, G39005506	1	0
G3900610, G39005507	1	0
G3900630, G39002400	1	0
G3900650, G39002700	1	0
G3900670, G39003000	1	0
G3900690, G39000100	1	0
G3900710, G39005200	1	0
G3900730, G39004900	1	0
G3900750, G39002900	1	0
G3900770, G39002100	1	0
G3900790, G39004900	1	0
G3900810, G39003500	1	0
G3900830, G39002800	1	0
G3900850, G39001000	1	0
G3900850, G39001100	1	0
G3900850, G39001200	1	0
G3900870, G39005100	1	0
G3900890, G39003800	1	0
G3900910, G39002700	1	0
G3900930, G39000801	1	0
G3900930, G39000802	1	0
G3900950, G39000200	1	0
G3900950, G39000300	1	0
G3900950, G39000400	1	0
G3900950, G39000500	1	0
G3900950, G39000600	1	0
G3900970, G39004200	1	0
G3900990, G39001400	1	0
G3900990, G39001500	1	0
G3901010, G39002800	1	0
G3901030, G39001900	1	0
G3901050, G39005000	1	0
G3901070, G39002600	1	0
G3901090, G39004400	1	0
G3901110, G39003600	1	0
G3901130, G39004601	1	0
G3901130, G39004602	1	0
G3901130, G39004603	1	0
G3901130, G39004604	1	0
G3901150, G39003600	1	0
G3901170, G39002800	1	0
G3901190, G39003700	1	0
G3901210, G39003600	1	0
G3901230, G39000600	1	0
G3901250, G39000100	1	0
G3901270, G39003700	1	0
G3901290, G39004200	1	0
G3901310, G39004900	1	0
G3901330, G39001700	1	0
G3901350, G39004500	1	0
G3901370, G39002400	1	0
G3901390, G39002200	1	0
G3901410, G39004800	1	0
G3901430, G39000700	1	0
G3901450, G39005100	1	0
G3901470, G39002300	1	0
G3901490, G39004500	1	0
G3901510, G39003100	1	0
G3901510, G39003200	1	0
G3901510, G39003300	1	0
G3901530, G39001801	1	0
G3901530, G39001802	1	0
G3901530, G39001803	1	0
G3901530, G39001804	1	0
G3901530, G39001805	1	0
G3901550, G39001400	1	0
G3901550, G39001600	1	0
G3901570, G39003000	1	0
G3901590, G39004200	1	0
G3901610, G39002600	1	0
G3901630, G39004900	1	0
G3901650, G39005301	1	0
G3901650, G39005302	1	0
G3901670, G39003600	1	0
G3901690, G39002000	1	0
G3901710, G39000100	1	0
G3901730, G39000200	1	0
G3901730, G39000300	1	0
G3901730, G39000600	1	0
G3901750, G39002300	1	0
G4000010, G40000200	0	1
G4000030, G40000500	1	0
G4000050, G40000702	0	1
G4000070, G40000500	1	0
G4000090, G40000400	0	1
G4000110, G40000500	0	1
G4000130, G40000702	0	1
G4000150, G40000602	0	1
G4000170, G40000800	0.321297	0.678703
G4000190, G40000701	0	1
G4000210, G40000200	0	1
G4000230, G40000300	0	1
G4000250, G40000500	1	0
G4000270, G40000900	0.882473	0.117527
G4000290, G40000702	0	1
G4000310, G40000601	0	1
G4000310, G40000602	0	1
G4000330, G40000602	0	1
G4000350, G40000100	0	1
G4000370, G40001204	0	1
G4000370, G40001501	0	1
G4000370, G40001601	0	1
G4000390, G40000400	0	1
G4000410, G40000100	0	1
G4000430, G40000500	0	1
G4000450, G40000500	0.73467	0.26533
G4000470, G40001400	1	0
G4000490, G40000701	0	1
G4000510, G40001101	0	1
G4000530, G40000500	1	0
G4000550, G40000400	0	1
G4000570, G40000400	0	1
G4000590, G40000500	1	0
G4000610, G40000300	0	1
G4000630, G40001501	0	1
G4000650, G40000400	0	1
G4000670, G40000602	0	1
G4000690, G40000702	0	1
G4000710, G40001400	0.185509	0.814491
G4000730, G40000500	0	1
G4000750, G40000400	0	1
G4000770, G40000300	0	1
G4000790, G40000300	0	1
G4000810, G40001102	0	1
G4000830, G40001102	0.970017	0.0299831
G4000850, G40000701	0	1
G4000870, G40001101	0	1
G4000890, G40000300	0	1
G4000910, G40001302	0	1
G4000930, G40000500	1	0
G4000950, G40000702	0	1
G4000970, G40000100	0	1
G4000990, G40000701	0	1
G4001010, G40001302	0	1
G4001030, G40001400	0.897619	0.102381
G4001050, G40000100	0	1
G4001070, G40001501	0	1
G4001090, G40001001	1	0
G4001090, G40001002	1	0
G4001090, G40001003	0.99614	0.00385954
G4001090, G40001004	0.67352	0.32648
G4001090, G40001005	0.907232	0.0927677
G4001090, G40001006	1	0
G4001110, G40001302	0	1
G4001130, G40001204	0	1
G4001130, G40001601	0	1
G4001150, G40000100	0	1
G4001170, G40001601	0	1
G4001190, G40001501	0.847884	0.152116
G4001210, G40000300	0	1
G4001230, G40000701	0	1
G4001230, G40000702	0	1
G4001250, G40001101	0	1
G4001250, G40001102	0	1
G4001270, G40000300	0	1
G4001290, G40000400	0	1
G4001310, G40000100	0	1
G4001310, G40001301	0	1
G4001330, G40001501	0	1
G4001350, G40000200	0	1
G4001370, G40000602	0	1
G4001390, G40000500	1	0
G4001410, G40000602	0	1
G4001430, G40001201	0	1
G4001430, G40001202	0	1
G4001430, G40001203	0	1
G4001430, G40001204	0	1
G4001450, G40001301	0	1
G4001450, G40001302	0	1
G4001470, G40001601	0	1
G4001490, G40000400	0	1
G4001510, G40000500	1	0
G4001530, G40000500	1	0
G4100010, G41000100	1	0
G4100030, G41000600	1	0
G4100050, G41001317	1	0
G4100050, G41001318	1	0
G4100050, G41001319	1	0
G4100070, G41000500	1	0
G4100090, G41000500	1	0
G4100110, G41000800	0.993972	0.00602789
G4100130, G41000200	1	0
G4100150, G41000800	1	0
G4100170, G41000400	1	0
G4100190, G41001000	0.999136	0.000863673
G4100210, G41000200	1	0
G4100230, G41000200	1	0
G4100250, G41000300	0.986394	0.0136059
G4100270, G41000200	1	0
G4100290, G41000901	1	0
G4100290, G41000902	1	0
G4100310, G41000200	0.900931	0.0990687
G4100330, G41000800	1	0
G4100350, G41000300	0.999431	0.000568998
G4100370, G41000300	1	0
G4100390, G41000703	1	0
G4100390, G41000704	1	0
G4100390, G41000705	1	0
G4100410, G41000500	0.993773	0.00622669
G4100430, G41000600	1	0
G4100450, G41000300	1	0
G4100470, G41001103	1	0
G4100470, G41001104	1	0
G4100470, G41001105	1	0
G4100490, G41000200	1	0
G4100510, G41001301	1	0
G4100510, G41001302	1	0
G4100510, G41001303	1	0
G4100510, G41001305	1	0
G4100510, G41001314	1	0
G4100510, G41001316	1	0
G4100530, G41001200	0.995509	0.00449143
G4100550, G41000200	1	0
G4100570, G41000500	1	0
G4100590, G41000100	0.962172	0.0378281
G4100610, G41000100	1	0
G4100630, G41000100	1	0
G4100650, G41000200	0.973936	0.0260639
G4100670, G41001320	1	0
G4100670, G41001321	1	0
G4100670, G41001322	1	0
G4100670, G41001323	1	0
G4100670, G41001324	1	0
G4100690, G41000200	1	0
G4100710, G41001200	0.99857	0.00142964
G4200010, G42003701	1	0
G4200030, G42001701	1	0
G4200030, G42001702	1	0
G4200030, G42001801	1	0
G4200030, G42001802	1	0
G4200030, G42001803	1	0
G4200030, G42001804	1	0
G4200030, G42001805	1	0
G4200030, G42001806	1	0
G4200030, G42001807	1	0
G4200050, G42001900	1	0
G4200070, G42001501	1	0
G4200070, G42001502	1	0
G4200090, G42003800	1	0
G4200110, G42002701	1	0
G4200110, G42002702	1	0
G4200110, G42002703	1	0
G4200130, G42002200	1	0
G4200150, G42000400	1	0
G4200170, G42003001	1	0
G4200170, G42003002	1	0
G4200170, G42003003	1	0
G4200170, G42003004	1	0
G4200190, G42001600	1	0
G4200210, G42002100	1	0
G4200230, G42000300	1	0
G4200250, G42002801	1	0
G4200270, G42001200	1	0
G4200290, G42003401	1	0
G4200290, G42003402	1	0
G4200290, G42003403	1	0
G4200290, G42003404	1	0
G4200310, G42001300	1	0
G4200330, G42000300	1	0
G4200350, G42000900	1	0
G4200370, G42000803	1	0
G4200390, G42000200	1	0
G4200410, G42002301	1	0
G4200410, G42002302	1	0
G4200430, G42002401	1	0
G4200430, G42002402	1	0
G4200450, G42003301	1	0
G4200450, G42003302	1	0
G4200450, G42003303	1	0
G4200450, G42003304	1	0
G4200470, G42000300	1	0
G4200490, G42000101	1	0
G4200490, G42000102	1	0
G4200510, G42003900	1	0
G4200530, G42001300	1	0
G4200550, G42003701	1	0
G4200550, G42003702	1	0
G4200570, G42003800	1	0
G4200590, G42004002	1	0
G4200610, G42002200	1	0
G4200630, G42001900	1	0
G4200650, G42001300	1	0
G4200670, G42001100	1	0
G4200690, G42000701	1	0
G4200690, G42000702	1	0
G4200710, G42003501	1	0
G4200710, G42003502	1	0
G4200710, G42003503	1	0
G4200710, G42003504	1	0
G4200730, G42001501	1	0
G4200750, G42002500	1	0
G4200770, G42002801	1	0
G4200770, G42002802	1	0
G4200770, G42002803	1	0
G4200770, G42002901	1	0
G4200790, G42000801	1	0
G4200790, G42000802	1	0
G4200790, G42000803	1	0
G4200810, G42000900	1	0
G4200830, G42000300	1	0
G4200850, G42001400	1	0
G4200870, G42001100	1	0
G4200890, G42000600	1	0
G4200910, G42003101	1	0
G4200910, G42003102	1	0
G4200910, G42003103	1	0
G4200910, G42003104	1	0
G4200910, G42003105	1	0
G4200910, G42003106	1	0
G4200930, G42001000	1	0
G4200950, G42002901	1	0
G4200950, G42002902	1	0
G4200970, G42001000	1	0
G4200990, G42002301	1	0
G4201010, G42003201	1	0
G4201010, G42003202	1	0
G4201010, G42003203	1	0
G4201010, G42003204	1	0
G4201010, G42003205	1	0
G4201010, G42003206	1	0
G4201010, G42003207	1	0
G4201010, G42003208	1	0
G4201010, G42003209	1	0
G4201010, G42003210	1	0
G4201010, G42003211	1	0
G4201030, G42000500	1	0
G4201050, G42000300	1	0
G4201070, G42002600	1	0
G4201090, G42001100	1	0
G4201110, G42003800	1	0
G4201130, G42000400	1	0
G4201150, G42000500	1	0
G4201170, G42000400	1	0
G4201190, G42001100	1	0
G4201210, G42001300	1	0
G4201230, G42000200	1	0
G4201250, G42004001	1	0
G4201250, G42004002	1	0
G4201270, G42000500	1	0
G4201290, G42002001	1	0
G4201290, G42002002	1	0
G4201290, G42002003	1	0
G4201310, G42000702	1	0
G4201330, G42003601	1	0
G4201330, G42003602	1	0
G4201330, G42003603	1	0
G4400010, G44000300	1	0
G4400030, G44000201	1	0
G4400050, G44000300	1	0
G4400070, G44000101	1	0
G4400070, G44000102	1	0
G4400070, G44000103	1	0
G4400070, G44000104	1	0
G4400090, G44000400	0.999952	4.7797e-05
G4500010, G45001600	1	0
G4500030, G45001500	0.998276	0.00172405
G4500050, G45001300	1	0
G4500070, G45000200	1	0
G4500090, G45001300	1	0
G4500110, G45001300	1	0
G4500130, G45001400	1	0
G4500150, G45001201	0.947071	0.0529285
G4500150, G45001202	1	0
G4500150, G45001203	1	0
G4500150, G45001204	0.996227	0.00377321
G4500170, G45000605	1	0
G4500190, G45001201	1	0
G4500190, G45001202	1	0
G4500190, G45001203	1	0
G4500190, G45001204	1	0
G4500210, G45000400	1	0
G4500230, G45000400	1	0
G4500250, G45000700	1	0
G4500270, G45000800	1	0
G4500290, G45001300	1	0
G4500310, G45000900	1	0
G4500330, G45001000	0.960931	0.0390691
G4500350, G45001201	1	0
G4500350, G45001204	1	0
G4500370, G45001500	1	0
G4500390, G45000603	1	0
G4500410, G45000900	1	0
G4500430, G45001000	1	0
G4500450, G45000102	1	0
G4500450, G45000103	1	0
G4500450, G45000104	1	0
G4500450, G45000105	1	0
G4500470, G45001600	1	0
G4500490, G45001300	1	0
G4500510, G45001101	0.999814	0.000186183
G4500510, G45001102	1	0
G4500530, G45001400	1	0
G4500550, G45000605	1	0
G4500570, G45000700	1	0
G4500590, G45000105	1	0
G4500610, G45000800	1	0
G4500630, G45000601	1	0
G4500630, G45000602	1	0
G4500650, G45001600	1	0
G4500670, G45001000	1	0
G4500690, G45000700	0.939568	0.0604316
G4500710, G45000400	1	0
G4500730, G45000101	1	0
G4500750, G45001300	0.984903	0.015097
G4500770, G45000101	1	0
G4500790, G45000603	1	0
G4500790, G45000604	1	0
G4500790, G45000605	1	0
G4500810, G45000601	1	0
G4500830, G45000301	1	0
G4500830, G45000302	1	0
G4500850, G45000800	1	0
G4500870, G45000400	1	0
G4500890, G45000800	1	0
G4500910, G45000501	0.992853	0.00714663
G4500910, G45000502	1	0
G4600030, G46000400	1	0
G4600050, G46000400	1	0
G4600070, G46000200	0	1
G4600090, G46000400	1	0
G4600110, G46000400	1	0
G4600130, G46000300	1	0
G4600150, G46000400	1	0
G4600170, G46000200	0.182266	0.817734
G4600190, G46000100	1	0
G4600210, G46000300	1	0
G4600230, G46000200	0.330489	0.669511
G4600250, G46000300	1	0
G4600270, G46000500	1	0
G4600290, G46000300	0.992578	0.00742176
G4600310, G46000200	0	1
G4600330, G46000100	1	0
G4600350, G46000400	1	0
G4600370, G46000300	0.760805	0.239195
G4600390, G46000300	1	0
G4600410, G46000200	0	1
G4600430, G46000400	1	0
G4600450, G46000300	1	0
G4600470, G46000200	1	0
G4600490, G46000300	1	0
G4600510, G46000300	0.969161	0.0308387
G4600530, G46000200	0.981832	0.0181682
G4600550, G46000200	1	0
G4600570, G46000300	1	0
G4600590, G46000400	1	0
G4600610, G46000400	1	0
G4600630, G46000100	1	0
G4600650, G46000200	0.99078	0.00922017
G4600670, G46000400	1	0
G4600690, G46000200	0.944915	0.0550847
G4600710, G46000200	0.545807	0.454193
G4600730, G46000400	1	0
G4600750, G46000200	1	0
G4600770, G46000400	1	0
G4600790, G46000400	1	0
G4600810, G46000100	1	0
G4600830, G46000500	1	0
G4600830, G46000600	1	0
G4600850, G46000200	0.74449	0.25551
G4600870, G46000500	1	0
G4600890, G46000300	1	0
G4600910, G46000300	0.679558	0.320442
G4600930, G46000100	1	0
G4600950, G46000200	0.681384	0.318616
G4600970, G46000400	1	0
G4600990, G46000500	1	0
G4600990, G46000600	1	0
G4601010, G46000400	0.944626	0.0553738
G4601020, G46000200	0	1
G4601030, G46000100	1	0
G4601050, G46000100	1	0
G4601070, G46000300	1	0
G4601090, G46000300	0.288563	0.711437
G4601110, G46000400	1	0
G4601150, G46000300	1	0
G4601170, G46000200	0.99279	0.00720981
G4601190, G46000200	1	0
G4601210, G46000200	0	1
G4601230, G46000200	0.96978	0.0302204
G4601250, G46000500	1	0
G4601270, G46000500	1	0
G4601290, G46000300	1	0
G4601350, G46000500	1	0
G4601370, G46000200	0	1
G4700010, G47001601	1	0
G4700030, G47002700	1	0
G4700050, G47000200	1	0
G4700070, G47002100	1	0
G4700090, G47001700	1	0
G4700110, G47001900	1	0
G4700130, G47000900	1	0
G4700150, G47000600	1	0
G4700170, G47000200	1	0
G4700190, G47001200	1	0
G4700210, G47000400	1	0
G4700230, G47003000	1	0
G4700250, G47000900	1	0
G4700270, G47000700	1	0
G4700290, G47001400	1	0
G4700310, G47002200	1	0
G4700330, G47000100	1	0
G4700350, G47000800	1	0
G4700370, G47002501	1	0
G4700370, G47002502	1	0
G4700370, G47002503	1	0
G4700370, G47002504	1	0
G4700370, G47002505	1	0
G4700390, G47002900	1	0
G4700410, G47000600	1	0
G4700430, G47000400	1	0
G4700450, G47000100	1	0
G4700470, G47003100	1	0
G4700490, G47000800	1	0
G4700510, G47002200	1	0
G4700530, G47000100	1	0
G4700550, G47002800	1	0
G4700570, G47001400	1	0
G4700590, G47001200	1	0
G4700610, G47002100	1	0
G4700630, G47001400	1	0
G4700650, G47002001	1	0
G4700650, G47002002	1	0
G4700650, G47002003	1	0
G4700670, G47000900	1	0
G4700690, G47002900	1	0
G4700710, G47002900	1	0
G4700730, G47001000	1	0
G4700750, G47002900	1	0
G4700770, G47002900	1	0
G4700790, G47000200	1	0
G4700810, G47000400	1	0
G4700830, G47000200	1	0
G4700850, G47000200	1	0
G4700870, G47000700	1	0
G4700890, G47001500	1	0
G4700910, G47001200	1	0
G4700930, G47001601	1	0
G4700930, G47001602	1	0
G4700930, G47001603	1	0
G4700930, G47001604	1	0
G4700950, G47000100	1	0
G4700970, G47003100	1	0
G4700990, G47002800	1	0
G4701010, G47002800	1	0
G4701030, G47002200	1	0
G4701050, G47001800	1	0
G4701070, G47001900	1	0
G4701090, G47002900	1	0
G4701110, G47000600	1	0
G4701130, G47003000	1	0
G4701150, G47002100	1	0
G4701170, G47002700	1	0
G4701190, G47002700	1	0
G4701210, G47002100	1	0
G4701230, G47001800	1	0
G4701250, G47000300	1	0
G4701270, G47002200	1	0
G4701290, G47000900	1	0
G4701310, G47000100	1	0
G4701330, G47000700	1	0
G4701350, G47002800	1	0
G4701370, G47000700	1	0
G4701390, G47001900	1	0
G4701410, G47000700	1	0
G4701430, G47002100	1	0
G4701450, G47001800	1	0
G4701470, G47000400	1	0
G4701490, G47002401	1	0
G4701490, G47002402	1	0
G4701510, G47000900	1	0
G4701530, G47002100	1	0
G4701550, G47001500	1	0
G4701570, G47003201	1	0
G4701570, G47003202	1	0
G4701570, G47003203	1	0
G4701570, G47003204	1	0
G4701570, G47003205	1	0
G4701570, G47003206	1	0
G4701570, G47003207	1	0
G4701570, G47003208	1	0
G4701590, G47000600	1	0
G4701610, G47000300	1	0
G4701630, G47001000	1	0
G4701630, G47001100	1	0
G4701650, G47000500	1	0
G4701670, G47003100	1	0
G4701690, G47000600	1	0
G4701710, G47001200	1	0
G4701730, G47001601	1	0
G4701750, G47000800	1	0
G4701770, G47000600	1	0
G4701790, G47001300	1	0
G4701810, G47002800	1	0
G4701830, G47000200	1	0
G4701850, G47000800	1	0
G4701870, G47002600	1	0
G4701890, G47002300	1	0
G4800010, G48001800	1	0
G4800030, G48003200	1	0
G4800050, G48004000	1	0
G4800070, G48006500	1	0
G4800090, G48000600	1	0
G4800110, G48000100	1	0
G4800130, G48006100	1	0
G4800150, G48005000	1	0
G4800170, G48000400	1	0
G4800190, G48006100	1	0
G4800210, G48005100	1	0
G4800230, G48000600	1	0
G4800250, G48006500	1	0
G4800270, G48003501	1	0
G4800270, G48003502	1	0
G4800290, G48005901	1	0
G4800290, G48005902	1	0
G4800290, G48005903	1	0
G4800290, G48005904	1	0
G4800290, G48005905	1	0
G4800290, G48005906	1	0
G4800290, G48005907	1	0
G4800290, G48005908	1	0
G4800290, G48005909	1	0
G4800290, G48005910	1	0
G4800290, G48005911	1	0
G4800290, G48005912	1	0
G4800290, G48005913	1	0
G4800290, G48005914	1	0
G4800290, G48005915	1	0
G4800290, G48005916	1	0
G4800310, G48006000	1	0
G4800330, G48002800	1	0
G4800350, G48003700	1	0
G4800370, G48001100	1	0
G4800390, G48004801	1	0
G4800390, G48004802	1	0
G4800390, G48004803	1	0
G4800410, G48003602	1	0
G4800430, G48003200	1	0
G4800450, G48000100	1	0
G4800470, G48006900	1	0
G4800490, G48002600	1	0
G4800510, G48003601	1	0
G4800530, G48003400	1	0
G4800550, G48005100	1	0
G4800570, G48005600	1	0
G4800590, G48002600	1	0
G4800610, G48006701	1	0
G4800610, G48006702	1	0
G4800610, G48006703	1	0
G4800630, G48001300	1	0
G4800650, G48000100	1	0
G4800670, G48001100	1	0
G4800690, G48000100	1	0
G4800710, G48004400	1	0
G4800730, G48001700	1	0
G4800750, G48000100	1	0
G4800770, G48000600	1	0
G4800790, G48000400	1	0
G4800810, G48002800	1	0
G4800830, G48002600	1	0
G4800850, G48001901	1	0
G4800850, G48001902	1	0
G4800850, G48001903	1	0
G4800850, G48001904	1	0
G4800850, G48001905	1	0
G4800850, G48001906	1	0
G4800850, G48001907	1	0
G4800870, G48000100	1	0
G4800890, G48005000	1	0
G4800910, G48005800	1	0
G4800930, G48002600	1	0
G4800950, G48002800	1	0
G4800970, G48000800	1	0
G4800990, G48003400	1	0
G4801010, G48000600	1	0
G4801030, G48003200	1	0
G4801050, G48002800	1	0
G4801070, G48000400	1	0
G4801090, G48003200	1	0
G4801110, G48000100	1	0
G4801130, G48002301	1	0
G4801130, G48002302	1	0
G4801130, G48002303	1	0
G4801130, G48002304	1	0
G4801130, G48002305	1	0
G4801130, G48002306	1	0
G4801130, G48002307	1	0
G4801130, G48002308	1	0
G4801130, G48002309	1	0
G4801130, G48002310	1	0
G4801130, G48002311	1	0
G4801130, G48002312	1	0
G4801130, G48002313	1	0
G4801130, G48002314	1	0
G4801130, G48002315	1	0
G4801130, G48002316	1	0
G4801130, G48002317	1	0
G4801130, G48002318	1	0
G4801130, G48002319	1	0
G4801130, G48002320	1	0
G4801130, G48002321	1	0
G4801130, G48002322	1	0
G4801150, G48002800	1	0
G4801170, G48000100	1	0
G4801190, G48001000	1	0
G4801210, G48002001	1	0
G4801210, G48002002	1	0
G4801210, G48002003	1	0
G4801210, G48002004	1	0
G4801210, G48002005	1	0
G4801210, G48002006	1	0
G4801230, G48005500	1	0
G4801250, G48000400	1	0
G4801270, G48006200	1	0
G4801290, G48000100	1	0
G4801310, G48006400	1	0
G4801330, G48002600	1	0
G4801350, G48003100	1	0
