Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
NY, 00401	Mobile Home	2020s	0.023361	0.004098	0.058443	0.000000	0.385246	0.528853
NY, 00401	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00401	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00401	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00401	Single-Family Detached	2020s	0.073809	0.011130	0.143199	0.024348	0.253913	0.493600
NY, 00402	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00402	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00402	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00402	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00402	Single-Family Detached	2020s	0.094142	0.010245	0.736303	0.000000	0.000000	0.159310
NY, 00403	Mobile Home	2020s	0.038462	0.007692	0.050000	0.000000	0.025641	0.878205
NY, 00403	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00403	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00403	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00403	Single-Family Detached	2020s	0.041313	0.011695	0.076014	0.000000	0.322196	0.548783
NY, 00500	Mobile Home	2020s	0.042155	0.012500	0.403190	0.030172	0.064655	0.447328
NY, 00500	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00500	Multi-Family with 5+ Units	2020s	0.382263	0.000000	0.617737	0.000000	0.000000	0.000000
NY, 00500	Single-Family Attached	2020s	0.597075	0.000000	0.388617	0.014308	0.000000	0.000000
NY, 00500	Single-Family Detached	2020s	0.215050	0.005926	0.198987	0.000000	0.096296	0.483741
NY, 00600	Mobile Home	2020s	0.032357	0.002857	0.240285	0.000000	0.035714	0.688786
NY, 00600	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00600	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00600	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00600	Single-Family Detached	2020s	0.108265	0.001964	0.379493	0.000000	0.168576	0.341703
NY, 00701	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00701	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00701	Multi-Family with 5+ Units	2020s	0.625201	0.003587	0.345202	0.000000	0.022422	0.003587
NY, 00701	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00701	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 00702	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00702	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00702	Multi-Family with 5+ Units	2020s	0.367828	0.000000	0.608758	0.000000	0.000000	0.023414
NY, 00702	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00702	Single-Family Detached	2020s	0.047658	0.000000	0.929976	0.000000	0.000000	0.022366
NY, 00703	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00703	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00703	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00703	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00703	Single-Family Detached	2020s	0.083323	0.004268	0.703491	0.000000	0.019817	0.189101
NY, 00704	Mobile Home	2020s	0.029180	0.000000	0.683770	0.000000	0.027322	0.259727
NY, 00704	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00704	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00704	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00704	Single-Family Detached	2020s	0.138447	0.005321	0.346453	0.000000	0.110865	0.398914
NY, 00800	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00800	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00800	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00800	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00800	Single-Family Detached	2020s	0.129112	0.000000	0.520098	0.006579	0.146382	0.197829
NY, 00901	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00901	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00901	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 00901	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00901	Single-Family Detached	2020s	0.034118	0.003431	0.959020	0.000000	0.000000	0.003431
NY, 00902	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00902	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00902	Multi-Family with 5+ Units	2020s	0.405067	0.000000	0.543200	0.000000	0.000000	0.051733
NY, 00902	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00902	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 00903	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00903	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00903	Multi-Family with 5+ Units	2020s	0.538263	0.000000	0.415127	0.046610	0.000000	0.000000
NY, 00903	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00903	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 00904	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00904	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00904	Multi-Family with 5+ Units	2020s	0.360903	0.000000	0.639097	0.000000	0.000000	0.000000
NY, 00904	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00904	Single-Family Detached	2020s	0.103486	0.000000	0.848497	0.000000	0.048017	0.000000
NY, 00905	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00905	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00905	Multi-Family with 5+ Units	2020s	0.422956	0.000000	0.577044	0.000000	0.000000	0.000000
NY, 00905	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 00905	Single-Family Detached	2020s	0.092669	0.000000	0.831040	0.000000	0.000000	0.076292
NY, 00906	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 00906	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 00906	Multi-Family with 5+ Units	2020s	0.386288	0.000000	0.573062	0.040650	0.000000	0.000000
NY, 00906	Single-Family Attached	2020s	0.179542	0.000000	0.820458	0.000000	0.000000	0.000000
NY, 00906	Single-Family Detached	2020s	0.162081	0.000000	0.793541	0.000000	0.000000	0.044379
NY, 01000	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01000	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01000	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01000	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01000	Single-Family Detached	2020s	0.116487	0.000000	0.030586	0.000000	0.175676	0.677252
NY, 01101	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01101	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01101	Multi-Family with 5+ Units	2020s	0.298428	0.000000	0.701572	0.000000	0.000000	0.000000
NY, 01101	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01101	Single-Family Detached	2020s	0.158218	0.000000	0.841782	0.000000	0.000000	0.000000
NY, 01102	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01102	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01102	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01102	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01102	Single-Family Detached	2020s	0.093364	0.000000	0.599314	0.059497	0.048055	0.199771
NY, 01201	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01201	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01201	Multi-Family with 5+ Units	2020s	0.090918	0.000000	0.815363	0.000000	0.000000	0.093719
NY, 01201	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01201	Single-Family Detached	2020s	0.186335	0.000000	0.723390	0.000000	0.063559	0.026716
NY, 01202	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01202	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01202	Multi-Family with 5+ Units	2020s	0.383399	0.000000	0.591421	0.025180	0.000000	0.000000
NY, 01202	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01202	Single-Family Detached	2020s	0.153127	0.000000	0.771796	0.000000	0.000000	0.075077
NY, 01203	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01203	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01203	Multi-Family with 5+ Units	2020s	0.193944	0.000000	0.806056	0.000000	0.000000	0.000000
NY, 01203	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01203	Single-Family Detached	2020s	0.031585	0.002328	0.853133	0.000000	0.040286	0.072668
NY, 01204	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01204	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01204	Multi-Family with 5+ Units	2020s	0.399226	0.000000	0.600774	0.000000	0.000000	0.000000
NY, 01204	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01204	Single-Family Detached	2020s	0.027444	0.000000	0.865606	0.000000	0.085202	0.021749
NY, 01205	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01205	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01205	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01205	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01205	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 01206	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01206	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01206	Multi-Family with 5+ Units	2020s	0.633234	0.000000	0.366766	0.000000	0.000000	0.000000
NY, 01206	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01206	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 01207	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01207	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01207	Multi-Family with 5+ Units	2020s	0.163793	0.000000	0.836207	0.000000	0.000000	0.000000
NY, 01207	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01207	Single-Family Detached	2020s	0.050329	0.000000	0.854120	0.000000	0.021627	0.073924
NY, 01300	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01300	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01300	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01300	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01300	Single-Family Detached	2020s	0.140387	0.011856	0.304562	0.000000	0.211340	0.331856
NY, 01400	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01400	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01400	Multi-Family with 5+ Units	2020s	0.232818	0.000000	0.767182	0.000000	0.000000	0.000000
NY, 01400	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01400	Single-Family Detached	2020s	0.144019	0.000000	0.463913	0.034605	0.152618	0.204845
NY, 01500	Mobile Home	2020s	0.115000	0.013095	0.085119	0.000000	0.000000	0.786786
NY, 01500	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01500	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01500	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01500	Single-Family Detached	2020s	0.122230	0.004598	0.605195	0.000000	0.082759	0.185218
NY, 01600	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01600	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01600	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 01600	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01600	Single-Family Detached	2020s	0.119769	0.013256	0.239913	0.000000	0.426513	0.200548
NY, 01700	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01700	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01700	Multi-Family with 5+ Units	2020s	0.398783	0.000000	0.522956	0.000000	0.078261	0.000000
NY, 01700	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01700	Single-Family Detached	2020s	0.196761	0.002817	0.687747	0.000000	0.109859	0.002817
NY, 01801	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01801	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01801	Multi-Family with 5+ Units	2020s	0.298615	0.000000	0.701385	0.000000	0.000000	0.000000
NY, 01801	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01801	Single-Family Detached	2020s	0.096999	0.001207	0.837378	0.000000	0.000000	0.064417
NY, 01802	Mobile Home	2020s	0.149935	0.010131	0.354314	0.000000	0.000000	0.485621
NY, 01802	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01802	Multi-Family with 5+ Units	2020s	0.207345	0.000000	0.767519	0.025137	0.000000	0.000000
NY, 01802	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01802	Single-Family Detached	2020s	0.049584	0.008503	0.548520	0.018707	0.053571	0.321114
NY, 01900	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 01900	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 01900	Multi-Family with 5+ Units	2020s	0.204512	0.003085	0.753162	0.000000	0.000000	0.039242
NY, 01900	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 01900	Single-Family Detached	2020s	0.068565	0.012366	0.349909	0.000000	0.097710	0.471450
NY, 02001	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02001	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02001	Multi-Family with 5+ Units	2020s	0.580788	0.000000	0.419212	0.000000	0.000000	0.000000
NY, 02001	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02001	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 02002	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02002	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02002	Multi-Family with 5+ Units	2020s	0.248748	0.000000	0.751252	0.000000	0.000000	0.000000
NY, 02002	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02002	Single-Family Detached	2020s	0.071646	0.002475	0.741188	0.018564	0.092822	0.073305
NY, 02100	Mobile Home	2020s	0.039944	0.014045	0.091292	0.000000	0.230337	0.624382
NY, 02100	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02100	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02100	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02100	Single-Family Detached	2020s	0.065315	0.013350	0.086776	0.000000	0.171285	0.663274
NY, 02201	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02201	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02201	Multi-Family with 5+ Units	2020s	0.367866	0.000000	0.632134	0.000000	0.000000	0.000000
NY, 02201	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02201	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 02202	Mobile Home	2020s	0.071471	0.010784	0.317353	0.000000	0.000000	0.600392
NY, 02202	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02202	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02202	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02202	Single-Family Detached	2020s	0.085698	0.006619	0.292979	0.087470	0.231678	0.295555
NY, 02203	Mobile Home	2020s	0.037187	0.009451	0.072088	0.000000	0.138462	0.742813
NY, 02203	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02203	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02203	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02203	Single-Family Detached	2020s	0.169731	0.009231	0.089846	0.000000	0.188462	0.542731
NY, 02300	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02300	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02300	Multi-Family with 5+ Units	2020s	0.332376	0.000000	0.630200	0.000000	0.000000	0.037423
NY, 02300	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02300	Single-Family Detached	2020s	0.117864	0.000000	0.224591	0.000000	0.233533	0.424012
NY, 02401	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02401	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02401	Multi-Family with 5+ Units	2020s	0.307609	0.000000	0.614007	0.000000	0.000000	0.078384
NY, 02401	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02401	Single-Family Detached	2020s	0.030000	0.000000	0.798262	0.000000	0.000000	0.171738
NY, 02402	Mobile Home	2020s	0.030952	0.002381	0.569763	0.000000	0.063492	0.333413
NY, 02402	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02402	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02402	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02402	Single-Family Detached	2020s	0.075951	0.000528	0.290335	0.012324	0.355634	0.265229
NY, 02500	Mobile Home	2020s	0.030000	0.000000	0.615122	0.000000	0.000000	0.354878
NY, 02500	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02500	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02500	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02500	Single-Family Detached	2020s	0.255450	0.001617	0.131478	0.000000	0.166282	0.445173
NY, 02600	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02600	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02600	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02600	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02600	Single-Family Detached	2020s	0.205399	0.000000	0.417758	0.017699	0.144543	0.214602
NY, 02701	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02701	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02701	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02701	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02701	Single-Family Detached	2020s	0.126130	0.028814	0.187288	0.000000	0.231638	0.426130
NY, 02702	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02702	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02702	Multi-Family with 5+ Units	2020s	0.282838	0.000000	0.668513	0.048649	0.000000	0.000000
NY, 02702	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02702	Single-Family Detached	2020s	0.035426	0.006029	0.138004	0.000000	0.060291	0.760250
NY, 02801	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02801	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02801	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 02801	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02801	Single-Family Detached	2020s	0.082469	0.010443	0.390189	0.025316	0.075949	0.415633
NY, 02802	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02802	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02802	Multi-Family with 5+ Units	2020s	0.491736	0.000000	0.483815	0.024450	0.000000	0.000000
NY, 02802	Single-Family Attached	2020s	0.095337	0.000000	0.904663	0.000000	0.000000	0.000000
NY, 02802	Single-Family Detached	2020s	0.139573	0.025071	0.668690	0.025641	0.088319	0.052707
NY, 02901	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02901	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02901	Multi-Family with 5+ Units	2020s	0.343641	0.000000	0.532349	0.000000	0.124011	0.000000
NY, 02901	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02901	Single-Family Detached	2020s	0.204411	0.010526	0.279925	0.065163	0.052632	0.387343
NY, 02902	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02902	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02902	Multi-Family with 5+ Units	2020s	0.322227	0.000000	0.600850	0.000000	0.076923	0.000000
NY, 02902	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02902	Single-Family Detached	2020s	0.028674	0.000000	0.568066	0.000000	0.044199	0.359061
NY, 02903	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 02903	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 02903	Multi-Family with 5+ Units	2020s	0.079591	0.003509	0.913392	0.000000	0.000000	0.003509
NY, 02903	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 02903	Single-Family Detached	2020s	0.028277	0.000000	0.777392	0.000000	0.057416	0.136914
NY, 03001	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
NY, 03001	Multi-Family with 2 - 4 Units	2020s	0.211161	0.003766	0.727416	0.000645	0.006935	0.050076
NY, 03001	Multi-Family with 5+ Units	2020s	0.399838	0.005090	0.540273	0.022674	0.013614	0.018511
NY, 03001	Single-Family Attached	2020s	0.184623	0.000674	0.780243	0.001263	0.004070	0.029127
NY, 03001	Single-Family Detached	2020s	0.099538	0.007381	0.584806	0.007942	0.088420	0.211914
NY, 03002	Mobile Home	2020s	0.103007	0.011696	0.368620	0.005645	0.050802	0.460230
