name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 935,ca3944d3-eb91-43af-bbc4-93345330ccf2,2016-07-01T21:03:55Z,2016-07-01T21:06:56Z,completed,completed normal,0.5601100443119649,0.8288996329277288,0.6959654444488697,0.898230403968133,0.5425966082648375,0.9948656939645297,0.07130910610640422,0.5239899113881402,0.6337331299709622,0.7473410319027025,0.901392405261984,0.7301062223310583,0.9230222440441139,0.5137661551211495,0.04029923421144486,0.3475760555707384,0.4202933511605952,0.3549797091765795,0.8011906232391484,0.0462191216070205,0.1454847861204762,0.6566304602262099,0.2927478896989487,0.37147467231331394,0.869025431236485,0.3757307722417172,0.9151346881240606,0.11187825183290988,0.020319403056288137,0.984461213219678,0.7902229080137331,0.8030193170774728,0.04506774339196272,0.7002981093619018,0.11822673756210134,0.414970648369519,0.9406001830350142,0.8214379059406929,0.8076894368536305,0.2195652469168417,0.9450826942888089,0.05929856155347079,0.8185596138210968,0.12339834884484299,0.0076760940086096525,0.1670004111721646,0.5652965964449104,0.1282560962906573,0.6352108898146543,0.9375313640099484,0.19371907382435166,0.22333788770413956,0.9990753922918811,0.8857281970579642,0.07733947291527875,0.400880720608402,0.7317195542445406,0.6215095740186516,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,0-1499,1,None,None,Electric Baseboard,No,Electricity,68F,200%,"Ceiling R-19, Vented",None,Uninsulated,R-13,None,"Ceiling R-13, Vented",None,Uninsulated,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,200%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,174.53457018333333,0.0,3030.7171536055557,7003.725,1054.43,0.0,6182.525000000001,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,17445.931723788886,60.14535692227967,6.1736695883208315,0.0
LHS Autogenerated 635,ca531889-da9a-4d9a-a382-692397655513,2016-07-01T20:57:07Z,2016-07-01T21:00:16Z,completed,completed normal,0.6563433911001776,0.8070981407731306,0.5968373541194014,0.7305430021565408,0.14721337054250763,0.7456142758836504,0.0590742753345985,0.8831944030637388,0.7864190911068581,0.6583820463670418,0.5147683515821118,0.6748870356753468,0.0051563915819861,0.056066426776116715,0.8656917096907273,0.6581521590508055,0.929817175519187,0.4413442354402505,0.35161178817949257,0.04029675480281003,0.9182147136970888,0.5459579009520821,0.5300954213230871,0.17490519765694626,0.3703208907765802,0.28912465095031076,0.18625929493433796,0.07145044397120363,0.7649262608378194,0.7511087624835782,0.18423348023858852,0.7266725408008787,0.08062982548307628,0.8758765138885938,0.4699618686004542,0.8551525070138741,0.80227117898711,0.5849795721506235,0.39099298826348966,0.13873239241633564,0.6906345387925394,0.2571550324449781,0.6519638511901721,0.6799042909631972,0.4992018422845285,0.07423077546432615,0.019501728055998684,0.36435759386583233,0.6788675026686396,0.9714969344937708,0.9069090498376172,0.512084620588459,0.6887322606628296,0.4157888684165664,0.7983839014670812,0.16370880461274645,0.33638402851251886,0.6925723287756554,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,"ASHP, SEER 14, 8.2 HSPF",None,None,Yes,Electricity,72F,100%,"Ceiling R-30, Vented",None,Uninsulated,R-13,None,"Ceiling R-13, Vented",None,R-7,100% CFL,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",663.5791666666667,92.95294600000001,554.4939737944444,2294.204151688889,5245.347222222222,561.5638888888889,0.0,3016.322777777778,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,12428.46412703889,43.02504684253859,6.1736695883208315,0.0
LHS Autogenerated 165,ca61b1cc-59af-4410-be40-fb1875ce37c0,2016-07-01T20:45:30Z,2016-07-01T20:48:05Z,completed,completed normal,0.9999406516382006,0.526441503901733,0.1852482389251236,0.16610962069663218,0.5872746401545592,0.11553957054018975,0.058335399538977074,0.4307254987205379,0.5231101488643326,0.007189326390624046,0.4011178250324447,0.20451949862972832,0.03555058429390192,0.17320332944835537,0.7917856254836079,0.3156365656701382,0.29459412867086937,0.8049092179525178,0.4592837973469868,0.3543594838941935,0.6420773636929226,0.28399759069527497,0.28430183468409814,0.9491473942503799,0.4108649545768276,0.26993994746380484,0.6673125326158479,0.992503247118555,0.47304213053849525,0.9172118469960988,0.7081150619019754,0.33667560953856446,0.4971830857025925,0.46931080672913233,0.9951138140601106,0.012019895920762792,0.08346404314809479,0.20558043816499413,0.8284819385695736,0.737831560540013,0.21201631072256713,0.08935993809392676,0.4596189139031339,0.1126523996386677,0.6435594093715772,0.25632398697384634,0.6548442578571848,0.7982302448048721,0.9389486296654214,0.35863916475069707,0.12206391395418904,0.10982186859194189,0.3874086249878164,0.11750695407832973,0.21159851930942386,0.1970003987024538,0.7249542969719042,0.1585388616453856,"FIXME Propane, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,None,None,"Gas Furnace, 90% AFUE",No,Natural Gas,68F,100%,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-7, Vented",None,Uninsulated,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,174.53457018055553,354.48738422499997,0.0,4110.338888888889,1054.43,0.0,3125.295,316.2332678137075,42.88225110324586,0.0,0.0,0.0,0.0,8819.085843294446,66.00352186372956,359.1155189169534,0.0
LHS Autogenerated 358,ca95c57b-9db8-451b-9408-f61609cbae59,2016-07-01T20:50:56Z,2016-07-01T20:54:02Z,completed,completed normal,0.1535345836682245,0.08130211880267597,0.9836442069325131,0.44362976274755783,0.1539145298714284,0.003622034543659538,0.4227391624287702,0.9326520824867767,0.9404855223698542,0.2880517157127615,0.573280790171586,0.9616048128376715,0.012546631278702989,0.9859326697713695,0.6167877179316711,0.09776240580552258,0.6476785099951085,0.17707699824101292,0.46403307230072094,0.02806692436989397,0.9268283986789174,0.7740229102466255,0.14338065423048102,0.7327367911005859,0.12182838985091075,0.6762137021766975,0.13012843517027795,0.714880729933735,0.9672758272211067,0.5905390342283062,0.5776471227710135,0.6491715183362831,0.5232852823322173,0.7595434885735158,0.38568543082056567,0.22913136304961518,0.4770289003213402,0.26003565300721676,0.9742510133911856,0.14414599012979307,0.5340052993793506,0.4787950509642251,0.10042460965691134,0.18972936628712342,0.30905927941715344,0.2187988530539442,0.07040825105179101,0.17497242653626016,0.8255730855411384,0.048617753952974456,0.8703861375097185,0.16066539167822338,0.01800934198847972,0.7421774842001032,0.5271618391163647,0.42125628313585184,0.6346289937244728,0.9034506299705245,"Electric, 100% Usage","Standard, 80% Usage","FIXME Propane, 100% Usage",72F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,4500+ sqft; 2 Stories; Unheated Basement Foundation; No Garage,Unheated Basement,No,4500+,2,"ASHP, SEER 15, 8.5 HSPF",None,None,Yes,Electricity,70F,50%,None,None,R-13,R-19,None,"Ceiling R-38, Vented",Ceiling R-19,R-19,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,2000s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",381.87777777777774,1022.7722222222222,513.263413625,1911.8488930694446,4807.269444444444,4225.083888888889,0.0,2221.245,0.0,44.51473339858871,0.0,0.0,0.0,0.0,15083.36064002778,55.91803614718098,44.51473339858871,0.0
LHS Autogenerated 849,cb035b94-d129-40bc-9061-0846e899c31f,2016-07-01T21:03:12Z,2016-07-01T21:05:52Z,completed,completed normal,0.9987593158397358,0.3100045857359655,0.4639328999959398,0.4850968349343166,0.4000257680118084,0.8513485607940238,0.10206271976418793,0.20796334041142836,0.6043505538953469,0.5083785879232455,0.5887003741653171,0.024267411421751605,0.6865317341932096,0.045813577231485395,0.3158201526720077,0.6836211114493199,0.16831337112700567,0.2507837555177975,0.3356195055048447,0.09876892212522216,0.2065978273707442,0.1793173091104254,0.4858617241403554,0.8497918716862332,0.22735144212958402,0.5823107526388485,0.780296446512919,0.7079581308092456,0.7465978636906948,0.6453544874086511,0.29113663085829466,0.3973500285632908,0.6774473224801477,0.6834061724431812,0.5083717901154887,0.9325506644069683,0.7660086555215531,0.06537959892675281,0.026730057732900606,0.9958825463519897,0.511686054435093,0.6118805507651995,0.6276672022787388,0.5936648803011049,0.7742036726253573,0.245634096869966,0.32492046475666575,0.7447910322675015,0.1870635772170499,0.24713849460170603,0.0860342548773624,0.9126730791192967,0.38230440322007053,0.09128510099765845,0.36540976066328584,0.0013747059430461376,0.41535984850651586,0.7761111599139403,"FIXME Propane, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 1 Story; Crawl Foundation; No Garage,Crawl,No,0-1499,1,None,"AC, SEER 13","Gas Furnace, 80% AFUE",No,Natural Gas,65F,100%,"Ceiling R-19, Vented",None,R-13,R-7,None,"Ceiling R-38, Vented",None,R-7,100% CFL,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",578.95,92.95294600555557,225.74719106388886,0.0,4118.35,561.5638888888889,0.0,3481.1041666666665,49.430743262635296,42.88225110324586,0.0,0.0,0.0,0.0,9058.668192625,40.140758317335724,92.31299436588117,0.0
LHS Autogenerated 406,cb9ec3e1-1d9c-44b9-a110-cad471357cd2,2016-07-01T20:51:04Z,2016-07-01T20:54:04Z,completed,completed normal,0.690813391135307,0.9290054665261414,0.041808745292946696,0.9351708880113437,0.21067711016139948,0.9036237563465256,0.5300452655602712,0.4661329301309306,0.6470353849271778,0.12084397072461434,0.872619030154543,0.8242087065207306,0.036127923001535237,0.9831059539332054,0.42869147619907744,0.657578323945636,0.013888352339854464,0.8000196571424604,0.7265640377961099,0.8230946798229124,0.2374476551406551,0.30644042934896426,0.5094568938780576,0.4837399469127413,0.4990237882414367,0.6830503912975546,0.031288119783857836,0.24307004492473788,0.06840323835331946,0.9705280421015341,0.6480335833174177,0.8977250006007962,0.19202186712552793,0.6864488964434713,0.6813317063709255,0.9123229484516195,0.8151094734447543,0.8982506057133433,0.5741378374493216,0.07687607807386666,0.3810186638745945,0.027020850056316704,0.7602299052770249,0.07138171701971442,0.9641915026421193,0.6987802586166654,0.5001127283857204,0.22035099436435848,0.3762042403006926,0.7922665460500866,0.0691166755403392,0.8365578285125084,0.6067051044641993,0.8380327913644724,0.2654358015556354,0.9543267372483387,0.6314435998203699,0.9178382517732679,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",80F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 2 Stories; Heated Basement Foundation; No Garage,Heated Basement,No,2500-3499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,60F,100%,None,Uninsulated,R-19,Uninsulated,None,"Ceiling R-19, Vented",None,Uninsulated,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Gas Tankless,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,523.6040001111112,170.16502795833333,0.0,5931.3694444444445,2359.224722222222,0.0,67.66224,170.77740622476355,8.584688480811812,160.46278458110774,0.0,0.0,0.0,9052.025434736111,64.86928077866445,339.82487928668303,0.0
LHS Autogenerated 50,cba91cab-c4f7-401d-8057-36bb9a41c375,2016-07-01T20:43:05Z,2016-07-01T20:48:07Z,completed,completed normal,0.6272339650229551,0.7522808760257903,0.43662339824461377,0.5037673391511198,0.7228676769747399,0.6666937381981406,0.7737988255862147,0.7517480004159733,0.48131005044816993,0.020414902786025778,0.7539434242753777,0.906702357914066,0.8528085146045778,0.7029427928396035,0.8824281652127393,0.8170155237468425,0.19897483904496766,0.6495686612494755,0.09055709255393594,0.1447725693618413,0.35211518335225994,0.6590373297692277,0.3732907832500059,0.8242661812005099,0.8768384574777447,0.8072166594590526,0.5305491687264293,0.3103621124329511,0.7639508890595753,0.4291922837072052,0.003134891418972984,0.1515257257267367,0.8143997813072056,0.6344853600314818,0.5173978684877512,0.17801674762484618,0.5914746344864834,0.5277196352789179,0.5212466829081531,0.1753967662914656,0.9679724877912086,0.6040197371772956,0.14510776441614143,0.020349972820840775,0.9978142965696752,0.4584444456368219,0.7021829848485067,0.8724407904725522,0.3125560452092905,0.06359457016550005,0.4268497634024825,0.25102881103986874,0.8850470558549277,0.016978968422627076,0.7736499368490185,0.9069170398397837,0.7997405481170863,0.1679521482894197,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Slab Foundation; FIXME: Garage,Slab,Yes,1500-2499,3+,None,"AC, SEER 10","Gas Furnace, 96% AFUE",No,Natural Gas,68F,200%,None,None,Uninsulated,Uninsulated,Uninsulated,"Ceiling R-38, Vented",None,R-19,100% CFL,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1950s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",665.4305555555555,185.90589200000002,413.6396586,0.0,7342.105555555556,909.0161111111112,0.0,0.0,232.9951081116254,7.086934320237392,312.23626614831903,0.0,0.0,0.0,9516.097772822222,87.70210425358097,552.3183085801818,0.0
LHS Autogenerated 594,cbc6d55f-fcd8-4ca8-8485-9471ea6cfb25,2016-07-01T20:56:54Z,2016-07-01T21:00:17Z,completed,completed normal,0.9795284398614894,0.4495281362796668,0.4271342112782877,0.18253194752475246,0.026575192515505476,0.20770478393160738,0.25599611482117324,0.8308175624664873,0.7889974480262026,0.23504740423662587,0.370093138739001,0.34962354608927854,0.28530993311456404,0.7745131972567179,0.5254839624888263,0.40504477093415336,0.4804690117512364,0.43110100900917314,0.24295275513036177,0.4427309043756686,0.21951098774466662,0.9464282198695,0.9113665257978719,0.7300829198705032,0.38059464313904756,0.7536640816705767,0.9282902180110104,0.8453948534349911,0.36310652855085207,0.9688093480230309,0.0009793226043693722,0.3402896488951519,0.24867087435699067,0.19196124286926353,0.3556484866689425,0.40726023984933274,0.7007275162981823,0.5889944893335923,0.3184848863405641,0.47512454813998195,0.7261131545526441,0.03926618919381872,0.1839684152447153,0.7620783522138372,0.7797023606412112,0.6340526499738917,0.4399413064054679,0.6295011073106435,0.8844699724498205,0.6269306481683161,0.6308543065290433,0.3110357009076979,0.31923220844264144,0.3856442493039649,0.8461776278349571,0.6489190989858471,0.36013195459614505,0.29522270782385024,None,"EnergyStar, 100% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,2,"ASHP, SEER 13, 7.7 HSPF",None,None,Yes,Electricity,68F,100%,"Uninsulated, Vented",None,R-13,R-7,None,"Ceiling R-38, Vented",None,Uninsulated,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",347.29611111111114,185.90589200000002,769.2099074583333,3706.572874044445,4115.208333333334,909.0155555555556,0.0,3230.531111111111,0.0,7.086934320237392,0.0,0.0,0.0,0.0,13263.739784613888,45.96645216208022,7.086934320237392,0.0
LHS Autogenerated 993,cc0ef3bf-4ce4-4ebd-8afd-dab443871a5b,2016-07-01T21:06:08Z,2016-07-01T21:07:59Z,completed,completed normal,0.029656891045393423,0.24911967104603536,0.6237826597988605,0.6364806967428885,0.5242276475199033,0.18821109576476738,0.3582257898596581,0.8878091343790293,0.8119127674566117,0.09071059194905684,0.7143572192490101,0.12358176754997112,0.34998580658738504,0.08348858970589935,0.8775906345546246,0.10705172414518893,0.6242573045624886,0.6695766182807275,0.8100504949493333,0.7422607372407801,0.8322614657010418,0.08742092347238213,0.29462299852003343,0.21262304933881387,0.4272286870027892,0.23141430852538905,0.6006481617691461,0.8491178084337152,0.3823093761522323,0.9816452602462378,0.4864598581022583,0.1049503149362281,0.05228856971231289,0.19782394134881906,0.3351083419495262,0.4343089616675861,0.6574125766595825,0.7745672982712276,0.2206711554361973,0.9628435423907358,0.6096991939221044,0.3910573801517021,0.2305053955751937,0.5878819462948013,0.9307049027350731,0.879106601776788,0.716121730881976,0.24243303160369395,0.5150087514256593,0.23333023712364956,0.2839504940565675,0.9685727971754968,0.3738349872485269,0.7917956417375244,0.8535245153047144,0.30364540955331176,0.7820139676691032,0.746530301156221,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,None,None,None,No,Electricity,70F,100%,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-49, Vented",None,R-7,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,2000s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,174.53457018333333,0.0,0.0,4816.361111111111,1054.43,0.0,3413.362777777778,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,9458.688459072224,32.891751644819195,6.1736695883208315,0.0
LHS Autogenerated 544,cc5c801d-ab22-4b88-bf80-b1a11a443526,2016-07-01T20:54:17Z,2016-07-01T20:57:35Z,completed,completed normal,0.3849931602417491,0.3334655599866528,0.8074867743020877,0.27767858357029035,0.7340377973162103,0.7310757413597312,0.14446708076633513,0.55358551844256,0.4459788763325196,0.43971621919679454,0.9821739146402105,0.3183532432904467,0.11941159821464681,0.4777688904574607,0.5878564989934676,0.7298020604734775,0.7056366014559753,0.44005175058892926,0.6672128714255523,0.5514517995778005,0.022308476426638663,0.33127020380087197,0.7327649402210955,0.2865432010383811,0.23563041489594616,0.6716042517197784,0.7512566837938502,0.4633500473557506,0.7241139408468734,0.26566580856079236,0.45913398630660957,0.1704126949517522,0.1356124178590253,0.7902880415015389,0.7783278403442818,0.10429706790670752,0.24066164621454664,0.9537475565462373,0.4675501010646112,0.8925781134485733,0.2645742237574887,0.2609329522976186,0.9270769398990087,0.09905569642409683,0.9240095656246412,0.4157362157658208,0.8504324899557978,0.8948997947415337,0.3995312690837309,0.9981407993780449,0.1649848574930802,0.10609772306098603,0.8734425267218612,0.030544493381632492,0.035877207779092715,0.6687409720970318,0.4552758756971452,0.5520277553691995,"Electric, 100% Usage","Standard, 120% Usage","Gas, 100% Usage",72F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,70F,200%,"Uninsulated, Unvented",None,R-13,R-7,None,"Ceiling R-38, Vented",None,R-13,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1950s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,174.53457018333333,32.12788663888889,0.0,6345.775000000001,1054.43,0.0,0.0,33.15985754613955,34.707394787741926,278.5321736951136,0.0,0.0,0.0,7606.867456822223,60.59565175000868,346.3994260289951,0.0
