Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
LA, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 01600	Multi-Family with 5+ Units	1.000000	0.000000
LA, 01600	Single-Family Attached	1.000000	0.000000
LA, 01600	Single-Family Detached	1.000000	0.000000
LA, 01700	Mobile Home	1.000000	0.000000
LA, 01700	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 01700	Multi-Family with 5+ Units	1.000000	0.000000
LA, 01700	Single-Family Attached	1.000000	0.000000
LA, 01700	Single-Family Detached	1.000000	0.000000
LA, 01800	Mobile Home	1.000000	0.000000
LA, 01800	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 01800	Multi-Family with 5+ Units	1.000000	0.000000
LA, 01800	Single-Family Attached	1.000000	0.000000
LA, 01800	Single-Family Detached	1.000000	0.000000
LA, 01900	Mobile Home	1.000000	0.000000
LA, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 01900	Multi-Family with 5+ Units	1.000000	0.000000
LA, 01900	Single-Family Attached	1.000000	0.000000
LA, 01900	Single-Family Detached	1.000000	0.000000
LA, 02000	Mobile Home	1.000000	0.000000
LA, 02000	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02000	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02000	Single-Family Attached	1.000000	0.000000
LA, 02000	Single-Family Detached	1.000000	0.000000
LA, 02100	Mobile Home	1.000000	0.000000
LA, 02100	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02100	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02100	Single-Family Attached	1.000000	0.000000
LA, 02100	Single-Family Detached	1.000000	0.000000
LA, 02200	Mobile Home	1.000000	0.000000
LA, 02200	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02200	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02200	Single-Family Attached	1.000000	0.000000
LA, 02200	Single-Family Detached	1.000000	0.000000
LA, 02201	Mobile Home	1.000000	0.000000
LA, 02201	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02201	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02201	Single-Family Attached	1.000000	0.000000
LA, 02201	Single-Family Detached	1.000000	0.000000
LA, 02300	Mobile Home	1.000000	0.000000
LA, 02300	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02300	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02300	Single-Family Attached	1.000000	0.000000
LA, 02300	Single-Family Detached	1.000000	0.000000
LA, 02301	Mobile Home	1.000000	0.000000
LA, 02301	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02301	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02301	Single-Family Attached	1.000000	0.000000
LA, 02301	Single-Family Detached	1.000000	0.000000
LA, 02302	Mobile Home	1.000000	0.000000
LA, 02302	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02302	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02302	Single-Family Attached	1.000000	0.000000
LA, 02302	Single-Family Detached	1.000000	0.000000
LA, 02400	Mobile Home	1.000000	0.000000
LA, 02400	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02400	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02400	Single-Family Attached	1.000000	0.000000
LA, 02400	Single-Family Detached	1.000000	0.000000
LA, 02401	Mobile Home	1.000000	0.000000
LA, 02401	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02401	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02401	Single-Family Attached	1.000000	0.000000
LA, 02401	Single-Family Detached	1.000000	0.000000
LA, 02402	Mobile Home	1.000000	0.000000
LA, 02402	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02402	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02402	Single-Family Attached	1.000000	0.000000
LA, 02402	Single-Family Detached	1.000000	0.000000
LA, 02500	Mobile Home	1.000000	0.000000
LA, 02500	Multi-Family with 2 - 4 Units	1.000000	0.000000
LA, 02500	Multi-Family with 5+ Units	1.000000	0.000000
LA, 02500	Single-Family Attached	1.000000	0.000000
LA, 02500	Single-Family Detached	1.000000	0.000000
MA, 00100	Mobile Home	1.000000	0.000000
MA, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00100	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00100	Single-Family Attached	1.000000	0.000000
MA, 00100	Single-Family Detached	1.000000	0.000000
MA, 00200	Mobile Home	1.000000	0.000000
MA, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00200	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00200	Single-Family Attached	1.000000	0.000000
MA, 00200	Single-Family Detached	1.000000	0.000000
MA, 00300	Mobile Home	1.000000	0.000000
MA, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00300	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00300	Single-Family Attached	1.000000	0.000000
MA, 00300	Single-Family Detached	1.000000	0.000000
MA, 00301	Mobile Home	1.000000	0.000000
MA, 00301	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00301	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00301	Single-Family Attached	1.000000	0.000000
MA, 00301	Single-Family Detached	1.000000	0.000000
MA, 00302	Mobile Home	1.000000	0.000000
MA, 00302	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00302	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00302	Single-Family Attached	1.000000	0.000000
MA, 00302	Single-Family Detached	1.000000	0.000000
MA, 00303	Mobile Home	1.000000	0.000000
MA, 00303	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00303	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00303	Single-Family Attached	1.000000	0.000000
MA, 00303	Single-Family Detached	1.000000	0.000000
MA, 00304	Mobile Home	1.000000	0.000000
MA, 00304	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00304	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00304	Single-Family Attached	1.000000	0.000000
MA, 00304	Single-Family Detached	1.000000	0.000000
MA, 00400	Mobile Home	1.000000	0.000000
MA, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00400	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00400	Single-Family Attached	1.000000	0.000000
MA, 00400	Single-Family Detached	1.000000	0.000000
MA, 00501	Mobile Home	1.000000	0.000000
MA, 00501	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00501	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00501	Single-Family Attached	1.000000	0.000000
MA, 00501	Single-Family Detached	1.000000	0.000000
MA, 00502	Mobile Home	1.000000	0.000000
MA, 00502	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00502	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00502	Single-Family Attached	1.000000	0.000000
MA, 00502	Single-Family Detached	1.000000	0.000000
MA, 00503	Mobile Home	1.000000	0.000000
MA, 00503	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00503	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00503	Single-Family Attached	1.000000	0.000000
MA, 00503	Single-Family Detached	1.000000	0.000000
MA, 00504	Mobile Home	1.000000	0.000000
MA, 00504	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00504	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00504	Single-Family Attached	1.000000	0.000000
MA, 00504	Single-Family Detached	1.000000	0.000000
MA, 00505	Mobile Home	1.000000	0.000000
MA, 00505	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00505	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00505	Single-Family Attached	1.000000	0.000000
MA, 00505	Single-Family Detached	1.000000	0.000000
MA, 00506	Mobile Home	1.000000	0.000000
MA, 00506	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00506	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00506	Single-Family Attached	1.000000	0.000000
MA, 00506	Single-Family Detached	1.000000	0.000000
MA, 00507	Mobile Home	1.000000	0.000000
MA, 00507	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00507	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00507	Single-Family Attached	1.000000	0.000000
MA, 00507	Single-Family Detached	1.000000	0.000000
MA, 00508	Mobile Home	1.000000	0.000000
MA, 00508	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00508	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00508	Single-Family Attached	1.000000	0.000000
MA, 00508	Single-Family Detached	1.000000	0.000000
MA, 00701	Mobile Home	1.000000	0.000000
MA, 00701	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00701	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00701	Single-Family Attached	1.000000	0.000000
MA, 00701	Single-Family Detached	1.000000	0.000000
MA, 00702	Mobile Home	1.000000	0.000000
MA, 00702	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00702	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00702	Single-Family Attached	1.000000	0.000000
MA, 00702	Single-Family Detached	1.000000	0.000000
MA, 00703	Mobile Home	1.000000	0.000000
MA, 00703	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00703	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00703	Single-Family Attached	1.000000	0.000000
MA, 00703	Single-Family Detached	1.000000	0.000000
MA, 00704	Mobile Home	1.000000	0.000000
MA, 00704	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 00704	Multi-Family with 5+ Units	1.000000	0.000000
MA, 00704	Single-Family Attached	1.000000	0.000000
MA, 00704	Single-Family Detached	1.000000	0.000000
MA, 01000	Mobile Home	1.000000	0.000000
MA, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01000	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01000	Single-Family Attached	1.000000	0.000000
MA, 01000	Single-Family Detached	1.000000	0.000000
MA, 01300	Mobile Home	1.000000	0.000000
MA, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01300	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01300	Single-Family Attached	1.000000	0.000000
MA, 01300	Single-Family Detached	1.000000	0.000000
MA, 01400	Mobile Home	1.000000	0.000000
MA, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01400	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01400	Single-Family Attached	1.000000	0.000000
MA, 01400	Single-Family Detached	1.000000	0.000000
MA, 01600	Mobile Home	1.000000	0.000000
MA, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01600	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01600	Single-Family Attached	1.000000	0.000000
MA, 01600	Single-Family Detached	1.000000	0.000000
MA, 01900	Mobile Home	1.000000	0.000000
MA, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01900	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01900	Single-Family Attached	1.000000	0.000000
MA, 01900	Single-Family Detached	1.000000	0.000000
MA, 01901	Mobile Home	1.000000	0.000000
MA, 01901	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01901	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01901	Single-Family Attached	1.000000	0.000000
MA, 01901	Single-Family Detached	1.000000	0.000000
MA, 01902	Mobile Home	1.000000	0.000000
MA, 01902	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 01902	Multi-Family with 5+ Units	1.000000	0.000000
MA, 01902	Single-Family Attached	1.000000	0.000000
MA, 01902	Single-Family Detached	1.000000	0.000000
MA, 02400	Mobile Home	1.000000	0.000000
MA, 02400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 02400	Multi-Family with 5+ Units	1.000000	0.000000
MA, 02400	Single-Family Attached	1.000000	0.000000
MA, 02400	Single-Family Detached	1.000000	0.000000
MA, 02800	Mobile Home	1.000000	0.000000
MA, 02800	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 02800	Multi-Family with 5+ Units	1.000000	0.000000
MA, 02800	Single-Family Attached	1.000000	0.000000
MA, 02800	Single-Family Detached	1.000000	0.000000
MA, 03301	Mobile Home	1.000000	0.000000
MA, 03301	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03301	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03301	Single-Family Attached	1.000000	0.000000
MA, 03301	Single-Family Detached	1.000000	0.000000
MA, 03302	Mobile Home	1.000000	0.000000
MA, 03302	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03302	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03302	Single-Family Attached	1.000000	0.000000
MA, 03302	Single-Family Detached	1.000000	0.000000
MA, 03303	Mobile Home	1.000000	0.000000
MA, 03303	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03303	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03303	Single-Family Attached	1.000000	0.000000
MA, 03303	Single-Family Detached	1.000000	0.000000
MA, 03304	Mobile Home	1.000000	0.000000
MA, 03304	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03304	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03304	Single-Family Attached	1.000000	0.000000
MA, 03304	Single-Family Detached	1.000000	0.000000
MA, 03305	Mobile Home	1.000000	0.000000
MA, 03305	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03305	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03305	Single-Family Attached	1.000000	0.000000
MA, 03305	Single-Family Detached	1.000000	0.000000
MA, 03306	Mobile Home	1.000000	0.000000
MA, 03306	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03306	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03306	Single-Family Attached	1.000000	0.000000
MA, 03306	Single-Family Detached	1.000000	0.000000
MA, 03400	Mobile Home	1.000000	0.000000
MA, 03400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03400	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03400	Single-Family Attached	1.000000	0.000000
MA, 03400	Single-Family Detached	1.000000	0.000000
MA, 03500	Mobile Home	1.000000	0.000000
MA, 03500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03500	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03500	Single-Family Attached	1.000000	0.000000
MA, 03500	Single-Family Detached	1.000000	0.000000
MA, 03601	Mobile Home	1.000000	0.000000
MA, 03601	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03601	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03601	Single-Family Attached	1.000000	0.000000
MA, 03601	Single-Family Detached	1.000000	0.000000
MA, 03602	Mobile Home	1.000000	0.000000
MA, 03602	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03602	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03602	Single-Family Attached	1.000000	0.000000
MA, 03602	Single-Family Detached	1.000000	0.000000
MA, 03603	Mobile Home	1.000000	0.000000
MA, 03603	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03603	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03603	Single-Family Attached	1.000000	0.000000
MA, 03603	Single-Family Detached	1.000000	0.000000
MA, 03900	Mobile Home	1.000000	0.000000
MA, 03900	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 03900	Multi-Family with 5+ Units	1.000000	0.000000
MA, 03900	Single-Family Attached	1.000000	0.000000
MA, 03900	Single-Family Detached	1.000000	0.000000
MA, 04000	Mobile Home	1.000000	0.000000
MA, 04000	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04000	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04000	Single-Family Attached	1.000000	0.000000
MA, 04000	Single-Family Detached	1.000000	0.000000
MA, 04200	Mobile Home	1.000000	0.000000
MA, 04200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04200	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04200	Single-Family Attached	1.000000	0.000000
MA, 04200	Single-Family Detached	1.000000	0.000000
MA, 04301	Mobile Home	1.000000	0.000000
MA, 04301	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04301	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04301	Single-Family Attached	1.000000	0.000000
MA, 04301	Single-Family Detached	1.000000	0.000000
MA, 04302	Mobile Home	1.000000	0.000000
MA, 04302	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04302	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04302	Single-Family Attached	1.000000	0.000000
MA, 04302	Single-Family Detached	1.000000	0.000000
MA, 04303	Mobile Home	1.000000	0.000000
MA, 04303	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04303	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04303	Single-Family Attached	1.000000	0.000000
MA, 04303	Single-Family Detached	1.000000	0.000000
MA, 04500	Mobile Home	1.000000	0.000000
MA, 04500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04500	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04500	Single-Family Attached	1.000000	0.000000
MA, 04500	Single-Family Detached	1.000000	0.000000
MA, 04700	Mobile Home	1.000000	0.000000
MA, 04700	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04700	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04700	Single-Family Attached	1.000000	0.000000
MA, 04700	Single-Family Detached	1.000000	0.000000
MA, 04800	Mobile Home	1.000000	0.000000
MA, 04800	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04800	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04800	Single-Family Attached	1.000000	0.000000
MA, 04800	Single-Family Detached	1.000000	0.000000
MA, 04901	Mobile Home	1.000000	0.000000
MA, 04901	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04901	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04901	Single-Family Attached	1.000000	0.000000
MA, 04901	Single-Family Detached	1.000000	0.000000
MA, 04902	Mobile Home	1.000000	0.000000
MA, 04902	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04902	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04902	Single-Family Attached	1.000000	0.000000
MA, 04902	Single-Family Detached	1.000000	0.000000
MA, 04903	Mobile Home	1.000000	0.000000
MA, 04903	Multi-Family with 2 - 4 Units	1.000000	0.000000
MA, 04903	Multi-Family with 5+ Units	1.000000	0.000000
MA, 04903	Single-Family Attached	1.000000	0.000000
MA, 04903	Single-Family Detached	1.000000	0.000000
MD, 00100	Mobile Home	1.000000	0.000000
MD, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00100	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00100	Single-Family Attached	1.000000	0.000000
MD, 00100	Single-Family Detached	1.000000	0.000000
MD, 00200	Mobile Home	1.000000	0.000000
MD, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00200	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00200	Single-Family Attached	1.000000	0.000000
MD, 00200	Single-Family Detached	1.000000	0.000000
MD, 00301	Mobile Home	1.000000	0.000000
MD, 00301	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00301	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00301	Single-Family Attached	1.000000	0.000000
MD, 00301	Single-Family Detached	1.000000	0.000000
MD, 00302	Mobile Home	1.000000	0.000000
MD, 00302	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00302	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00302	Single-Family Attached	1.000000	0.000000
MD, 00302	Single-Family Detached	1.000000	0.000000
MD, 00400	Mobile Home	1.000000	0.000000
MD, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00400	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00400	Single-Family Attached	1.000000	0.000000
MD, 00400	Single-Family Detached	1.000000	0.000000
MD, 00501	Mobile Home	1.000000	0.000000
MD, 00501	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00501	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00501	Single-Family Attached	1.000000	0.000000
MD, 00501	Single-Family Detached	1.000000	0.000000
MD, 00502	Mobile Home	1.000000	0.000000
MD, 00502	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00502	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00502	Single-Family Attached	1.000000	0.000000
MD, 00502	Single-Family Detached	1.000000	0.000000
MD, 00503	Mobile Home	1.000000	0.000000
MD, 00503	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00503	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00503	Single-Family Attached	1.000000	0.000000
MD, 00503	Single-Family Detached	1.000000	0.000000
MD, 00504	Mobile Home	1.000000	0.000000
MD, 00504	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00504	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00504	Single-Family Attached	1.000000	0.000000
MD, 00504	Single-Family Detached	1.000000	0.000000
MD, 00505	Mobile Home	1.000000	0.000000
MD, 00505	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00505	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00505	Single-Family Attached	1.000000	0.000000
MD, 00505	Single-Family Detached	1.000000	0.000000
MD, 00506	Mobile Home	1.000000	0.000000
MD, 00506	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00506	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00506	Single-Family Attached	1.000000	0.000000
MD, 00506	Single-Family Detached	1.000000	0.000000
MD, 00507	Mobile Home	1.000000	0.000000
MD, 00507	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00507	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00507	Single-Family Attached	1.000000	0.000000
MD, 00507	Single-Family Detached	1.000000	0.000000
MD, 00601	Mobile Home	1.000000	0.000000
MD, 00601	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00601	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00601	Single-Family Attached	1.000000	0.000000
MD, 00601	Single-Family Detached	1.000000	0.000000
MD, 00602	Mobile Home	1.000000	0.000000
MD, 00602	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00602	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00602	Single-Family Attached	1.000000	0.000000
MD, 00602	Single-Family Detached	1.000000	0.000000
MD, 00700	Mobile Home	1.000000	0.000000
MD, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00700	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00700	Single-Family Attached	1.000000	0.000000
MD, 00700	Single-Family Detached	1.000000	0.000000
MD, 00801	Mobile Home	1.000000	0.000000
MD, 00801	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00801	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00801	Single-Family Attached	1.000000	0.000000
MD, 00801	Single-Family Detached	1.000000	0.000000
MD, 00802	Mobile Home	1.000000	0.000000
MD, 00802	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00802	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00802	Single-Family Attached	1.000000	0.000000
MD, 00802	Single-Family Detached	1.000000	0.000000
MD, 00803	Mobile Home	1.000000	0.000000
MD, 00803	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00803	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00803	Single-Family Attached	1.000000	0.000000
MD, 00803	Single-Family Detached	1.000000	0.000000
MD, 00804	Mobile Home	1.000000	0.000000
MD, 00804	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00804	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00804	Single-Family Attached	1.000000	0.000000
MD, 00804	Single-Family Detached	1.000000	0.000000
MD, 00805	Mobile Home	1.000000	0.000000
MD, 00805	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00805	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00805	Single-Family Attached	1.000000	0.000000
MD, 00805	Single-Family Detached	1.000000	0.000000
MD, 00901	Mobile Home	1.000000	0.000000
MD, 00901	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00901	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00901	Single-Family Attached	1.000000	0.000000
MD, 00901	Single-Family Detached	1.000000	0.000000
MD, 00902	Mobile Home	1.000000	0.000000
MD, 00902	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 00902	Multi-Family with 5+ Units	1.000000	0.000000
MD, 00902	Single-Family Attached	1.000000	0.000000
MD, 00902	Single-Family Detached	1.000000	0.000000
MD, 01001	Mobile Home	1.000000	0.000000
MD, 01001	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01001	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01001	Single-Family Attached	1.000000	0.000000
MD, 01001	Single-Family Detached	1.000000	0.000000
MD, 01002	Mobile Home	1.000000	0.000000
MD, 01002	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01002	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01002	Single-Family Attached	1.000000	0.000000
MD, 01002	Single-Family Detached	1.000000	0.000000
MD, 01003	Mobile Home	1.000000	0.000000
MD, 01003	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01003	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01003	Single-Family Attached	1.000000	0.000000
MD, 01003	Single-Family Detached	1.000000	0.000000
MD, 01004	Mobile Home	1.000000	0.000000
MD, 01004	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01004	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01004	Single-Family Attached	1.000000	0.000000
MD, 01004	Single-Family Detached	1.000000	0.000000
MD, 01005	Mobile Home	1.000000	0.000000
MD, 01005	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01005	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01005	Single-Family Attached	1.000000	0.000000
MD, 01005	Single-Family Detached	1.000000	0.000000
MD, 01006	Mobile Home	1.000000	0.000000
MD, 01006	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01006	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01006	Single-Family Attached	1.000000	0.000000
MD, 01006	Single-Family Detached	1.000000	0.000000
MD, 01007	Mobile Home	1.000000	0.000000
MD, 01007	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01007	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01007	Single-Family Attached	1.000000	0.000000
MD, 01007	Single-Family Detached	1.000000	0.000000
MD, 01101	Mobile Home	1.000000	0.000000
MD, 01101	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01101	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01101	Single-Family Attached	1.000000	0.000000
MD, 01101	Single-Family Detached	1.000000	0.000000
MD, 01102	Mobile Home	1.000000	0.000000
MD, 01102	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01102	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01102	Single-Family Attached	1.000000	0.000000
MD, 01102	Single-Family Detached	1.000000	0.000000
MD, 01103	Mobile Home	1.000000	0.000000
MD, 01103	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01103	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01103	Single-Family Attached	1.000000	0.000000
MD, 01103	Single-Family Detached	1.000000	0.000000
