Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
MD, 01104	Mobile Home	1.000000	0.000000
MD, 01104	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01104	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01104	Single-Family Attached	1.000000	0.000000
MD, 01104	Single-Family Detached	1.000000	0.000000
MD, 01105	Mobile Home	1.000000	0.000000
MD, 01105	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01105	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01105	Single-Family Attached	1.000000	0.000000
MD, 01105	Single-Family Detached	1.000000	0.000000
MD, 01106	Mobile Home	1.000000	0.000000
MD, 01106	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01106	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01106	Single-Family Attached	1.000000	0.000000
MD, 01106	Single-Family Detached	1.000000	0.000000
MD, 01107	Mobile Home	1.000000	0.000000
MD, 01107	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01107	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01107	Single-Family Attached	1.000000	0.000000
MD, 01107	Single-Family Detached	1.000000	0.000000
MD, 01201	Mobile Home	1.000000	0.000000
MD, 01201	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01201	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01201	Single-Family Attached	1.000000	0.000000
MD, 01201	Single-Family Detached	1.000000	0.000000
MD, 01202	Mobile Home	1.000000	0.000000
MD, 01202	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01202	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01202	Single-Family Attached	1.000000	0.000000
MD, 01202	Single-Family Detached	1.000000	0.000000
MD, 01203	Mobile Home	1.000000	0.000000
MD, 01203	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01203	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01203	Single-Family Attached	1.000000	0.000000
MD, 01203	Single-Family Detached	1.000000	0.000000
MD, 01204	Mobile Home	1.000000	0.000000
MD, 01204	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01204	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01204	Single-Family Attached	1.000000	0.000000
MD, 01204	Single-Family Detached	1.000000	0.000000
MD, 01300	Mobile Home	1.000000	0.000000
MD, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01300	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01300	Single-Family Attached	1.000000	0.000000
MD, 01300	Single-Family Detached	1.000000	0.000000
MD, 01400	Mobile Home	1.000000	0.000000
MD, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01400	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01400	Single-Family Attached	1.000000	0.000000
MD, 01400	Single-Family Detached	1.000000	0.000000
MD, 01500	Mobile Home	1.000000	0.000000
MD, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01500	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01500	Single-Family Attached	1.000000	0.000000
MD, 01500	Single-Family Detached	1.000000	0.000000
MD, 01600	Mobile Home	1.000000	0.000000
MD, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
MD, 01600	Multi-Family with 5+ Units	1.000000	0.000000
MD, 01600	Single-Family Attached	1.000000	0.000000
MD, 01600	Single-Family Detached	1.000000	0.000000
ME, 00100	Mobile Home	1.000000	0.000000
ME, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00100	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00100	Single-Family Attached	1.000000	0.000000
ME, 00100	Single-Family Detached	1.000000	0.000000
ME, 00200	Mobile Home	1.000000	0.000000
ME, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00200	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00200	Single-Family Attached	1.000000	0.000000
ME, 00200	Single-Family Detached	1.000000	0.000000
ME, 00300	Mobile Home	1.000000	0.000000
ME, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00300	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00300	Single-Family Attached	1.000000	0.000000
ME, 00300	Single-Family Detached	1.000000	0.000000
ME, 00400	Mobile Home	1.000000	0.000000
ME, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00400	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00400	Single-Family Attached	1.000000	0.000000
ME, 00400	Single-Family Detached	1.000000	0.000000
ME, 00500	Mobile Home	1.000000	0.000000
ME, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00500	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00500	Single-Family Attached	1.000000	0.000000
ME, 00500	Single-Family Detached	1.000000	0.000000
ME, 00600	Mobile Home	1.000000	0.000000
ME, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00600	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00600	Single-Family Attached	1.000000	0.000000
ME, 00600	Single-Family Detached	1.000000	0.000000
ME, 00700	Mobile Home	1.000000	0.000000
ME, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00700	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00700	Single-Family Attached	1.000000	0.000000
ME, 00700	Single-Family Detached	1.000000	0.000000
ME, 00800	Mobile Home	1.000000	0.000000
ME, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00800	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00800	Single-Family Attached	1.000000	0.000000
ME, 00800	Single-Family Detached	1.000000	0.000000
ME, 00900	Mobile Home	1.000000	0.000000
ME, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 00900	Multi-Family with 5+ Units	1.000000	0.000000
ME, 00900	Single-Family Attached	1.000000	0.000000
ME, 00900	Single-Family Detached	1.000000	0.000000
ME, 01000	Mobile Home	1.000000	0.000000
ME, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
ME, 01000	Multi-Family with 5+ Units	1.000000	0.000000
ME, 01000	Single-Family Attached	1.000000	0.000000
ME, 01000	Single-Family Detached	1.000000	0.000000
MI, 00100	Mobile Home	1.000000	0.000000
MI, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00100	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00100	Single-Family Attached	1.000000	0.000000
MI, 00100	Single-Family Detached	1.000000	0.000000
MI, 00200	Mobile Home	1.000000	0.000000
MI, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00200	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00200	Single-Family Attached	1.000000	0.000000
MI, 00200	Single-Family Detached	1.000000	0.000000
MI, 00300	Mobile Home	1.000000	0.000000
MI, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00300	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00300	Single-Family Attached	1.000000	0.000000
MI, 00300	Single-Family Detached	1.000000	0.000000
MI, 00400	Mobile Home	1.000000	0.000000
MI, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00400	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00400	Single-Family Attached	1.000000	0.000000
MI, 00400	Single-Family Detached	1.000000	0.000000
MI, 00500	Mobile Home	1.000000	0.000000
MI, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00500	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00500	Single-Family Attached	1.000000	0.000000
MI, 00500	Single-Family Detached	1.000000	0.000000
MI, 00600	Mobile Home	1.000000	0.000000
MI, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00600	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00600	Single-Family Attached	1.000000	0.000000
MI, 00600	Single-Family Detached	1.000000	0.000000
MI, 00700	Mobile Home	1.000000	0.000000
MI, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00700	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00700	Single-Family Attached	1.000000	0.000000
MI, 00700	Single-Family Detached	1.000000	0.000000
MI, 00801	Mobile Home	1.000000	0.000000
MI, 00801	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00801	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00801	Single-Family Attached	1.000000	0.000000
MI, 00801	Single-Family Detached	1.000000	0.000000
MI, 00802	Mobile Home	1.000000	0.000000
MI, 00802	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00802	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00802	Single-Family Attached	1.000000	0.000000
MI, 00802	Single-Family Detached	1.000000	0.000000
MI, 00900	Mobile Home	1.000000	0.000000
MI, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 00900	Multi-Family with 5+ Units	1.000000	0.000000
MI, 00900	Single-Family Attached	1.000000	0.000000
MI, 00900	Single-Family Detached	1.000000	0.000000
MI, 01001	Mobile Home	1.000000	0.000000
MI, 01001	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01001	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01001	Single-Family Attached	1.000000	0.000000
MI, 01001	Single-Family Detached	1.000000	0.000000
MI, 01002	Mobile Home	1.000000	0.000000
MI, 01002	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01002	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01002	Single-Family Attached	1.000000	0.000000
MI, 01002	Single-Family Detached	1.000000	0.000000
MI, 01003	Mobile Home	1.000000	0.000000
MI, 01003	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01003	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01003	Single-Family Attached	1.000000	0.000000
MI, 01003	Single-Family Detached	1.000000	0.000000
MI, 01004	Mobile Home	1.000000	0.000000
MI, 01004	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01004	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01004	Single-Family Attached	1.000000	0.000000
MI, 01004	Single-Family Detached	1.000000	0.000000
MI, 01100	Mobile Home	1.000000	0.000000
MI, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01100	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01100	Single-Family Attached	1.000000	0.000000
MI, 01100	Single-Family Detached	1.000000	0.000000
MI, 01200	Mobile Home	1.000000	0.000000
MI, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01200	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01200	Single-Family Attached	1.000000	0.000000
MI, 01200	Single-Family Detached	1.000000	0.000000
MI, 01300	Mobile Home	1.000000	0.000000
MI, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01300	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01300	Single-Family Attached	1.000000	0.000000
MI, 01300	Single-Family Detached	1.000000	0.000000
MI, 01400	Mobile Home	1.000000	0.000000
MI, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01400	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01400	Single-Family Attached	1.000000	0.000000
MI, 01400	Single-Family Detached	1.000000	0.000000
MI, 01500	Mobile Home	1.000000	0.000000
MI, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01500	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01500	Single-Family Attached	1.000000	0.000000
MI, 01500	Single-Family Detached	1.000000	0.000000
MI, 01600	Mobile Home	1.000000	0.000000
MI, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01600	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01600	Single-Family Attached	1.000000	0.000000
MI, 01600	Single-Family Detached	1.000000	0.000000
MI, 01701	Mobile Home	1.000000	0.000000
MI, 01701	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01701	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01701	Single-Family Attached	1.000000	0.000000
MI, 01701	Single-Family Detached	1.000000	0.000000
MI, 01702	Mobile Home	1.000000	0.000000
MI, 01702	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01702	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01702	Single-Family Attached	1.000000	0.000000
MI, 01702	Single-Family Detached	1.000000	0.000000
MI, 01703	Mobile Home	1.000000	0.000000
MI, 01703	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01703	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01703	Single-Family Attached	1.000000	0.000000
MI, 01703	Single-Family Detached	1.000000	0.000000
MI, 01704	Mobile Home	1.000000	0.000000
MI, 01704	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01704	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01704	Single-Family Attached	1.000000	0.000000
MI, 01704	Single-Family Detached	1.000000	0.000000
MI, 01801	Mobile Home	1.000000	0.000000
MI, 01801	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01801	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01801	Single-Family Attached	1.000000	0.000000
MI, 01801	Single-Family Detached	1.000000	0.000000
MI, 01802	Mobile Home	1.000000	0.000000
MI, 01802	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01802	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01802	Single-Family Attached	1.000000	0.000000
MI, 01802	Single-Family Detached	1.000000	0.000000
MI, 01900	Mobile Home	1.000000	0.000000
MI, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 01900	Multi-Family with 5+ Units	1.000000	0.000000
MI, 01900	Single-Family Attached	1.000000	0.000000
MI, 01900	Single-Family Detached	1.000000	0.000000
MI, 02000	Mobile Home	1.000000	0.000000
MI, 02000	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02000	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02000	Single-Family Attached	1.000000	0.000000
MI, 02000	Single-Family Detached	1.000000	0.000000
MI, 02101	Mobile Home	1.000000	0.000000
MI, 02101	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02101	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02101	Single-Family Attached	1.000000	0.000000
MI, 02101	Single-Family Detached	1.000000	0.000000
MI, 02102	Mobile Home	1.000000	0.000000
MI, 02102	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02102	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02102	Single-Family Attached	1.000000	0.000000
MI, 02102	Single-Family Detached	1.000000	0.000000
MI, 02200	Mobile Home	1.000000	0.000000
MI, 02200	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02200	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02200	Single-Family Attached	1.000000	0.000000
MI, 02200	Single-Family Detached	1.000000	0.000000
MI, 02300	Mobile Home	1.000000	0.000000
MI, 02300	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02300	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02300	Single-Family Attached	1.000000	0.000000
MI, 02300	Single-Family Detached	1.000000	0.000000
MI, 02400	Mobile Home	1.000000	0.000000
MI, 02400	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02400	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02400	Single-Family Attached	1.000000	0.000000
MI, 02400	Single-Family Detached	1.000000	0.000000
MI, 02500	Mobile Home	1.000000	0.000000
MI, 02500	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02500	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02500	Single-Family Attached	1.000000	0.000000
MI, 02500	Single-Family Detached	1.000000	0.000000
MI, 02600	Mobile Home	1.000000	0.000000
MI, 02600	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02600	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02600	Single-Family Attached	1.000000	0.000000
MI, 02600	Single-Family Detached	1.000000	0.000000
MI, 02701	Mobile Home	1.000000	0.000000
MI, 02701	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02701	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02701	Single-Family Attached	1.000000	0.000000
MI, 02701	Single-Family Detached	1.000000	0.000000
MI, 02702	Mobile Home	1.000000	0.000000
MI, 02702	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02702	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02702	Single-Family Attached	1.000000	0.000000
MI, 02702	Single-Family Detached	1.000000	0.000000
MI, 02703	Mobile Home	1.000000	0.000000
MI, 02703	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02703	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02703	Single-Family Attached	1.000000	0.000000
MI, 02703	Single-Family Detached	1.000000	0.000000
MI, 02800	Mobile Home	1.000000	0.000000
MI, 02800	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02800	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02800	Single-Family Attached	1.000000	0.000000
MI, 02800	Single-Family Detached	1.000000	0.000000
MI, 02901	Mobile Home	1.000000	0.000000
MI, 02901	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02901	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02901	Single-Family Attached	1.000000	0.000000
MI, 02901	Single-Family Detached	1.000000	0.000000
MI, 02902	Mobile Home	1.000000	0.000000
MI, 02902	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02902	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02902	Single-Family Attached	1.000000	0.000000
MI, 02902	Single-Family Detached	1.000000	0.000000
MI, 02903	Mobile Home	1.000000	0.000000
MI, 02903	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02903	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02903	Single-Family Attached	1.000000	0.000000
MI, 02903	Single-Family Detached	1.000000	0.000000
MI, 02904	Mobile Home	1.000000	0.000000
MI, 02904	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02904	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02904	Single-Family Attached	1.000000	0.000000
MI, 02904	Single-Family Detached	1.000000	0.000000
MI, 02905	Mobile Home	1.000000	0.000000
MI, 02905	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02905	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02905	Single-Family Attached	1.000000	0.000000
MI, 02905	Single-Family Detached	1.000000	0.000000
MI, 02906	Mobile Home	1.000000	0.000000
MI, 02906	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02906	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02906	Single-Family Attached	1.000000	0.000000
MI, 02906	Single-Family Detached	1.000000	0.000000
MI, 02907	Mobile Home	1.000000	0.000000
MI, 02907	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02907	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02907	Single-Family Attached	1.000000	0.000000
MI, 02907	Single-Family Detached	1.000000	0.000000
MI, 02908	Mobile Home	1.000000	0.000000
MI, 02908	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 02908	Multi-Family with 5+ Units	1.000000	0.000000
MI, 02908	Single-Family Attached	1.000000	0.000000
MI, 02908	Single-Family Detached	1.000000	0.000000
MI, 03001	Mobile Home	1.000000	0.000000
MI, 03001	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03001	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03001	Single-Family Attached	1.000000	0.000000
MI, 03001	Single-Family Detached	1.000000	0.000000
MI, 03002	Mobile Home	1.000000	0.000000
MI, 03002	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03002	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03002	Single-Family Attached	1.000000	0.000000
MI, 03002	Single-Family Detached	1.000000	0.000000
MI, 03003	Mobile Home	1.000000	0.000000
MI, 03003	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03003	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03003	Single-Family Attached	1.000000	0.000000
MI, 03003	Single-Family Detached	1.000000	0.000000
MI, 03004	Mobile Home	1.000000	0.000000
MI, 03004	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03004	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03004	Single-Family Attached	1.000000	0.000000
MI, 03004	Single-Family Detached	1.000000	0.000000
MI, 03005	Mobile Home	1.000000	0.000000
MI, 03005	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03005	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03005	Single-Family Attached	1.000000	0.000000
MI, 03005	Single-Family Detached	1.000000	0.000000
MI, 03006	Mobile Home	1.000000	0.000000
MI, 03006	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03006	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03006	Single-Family Attached	1.000000	0.000000
MI, 03006	Single-Family Detached	1.000000	0.000000
MI, 03100	Mobile Home	1.000000	0.000000
MI, 03100	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03100	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03100	Single-Family Attached	1.000000	0.000000
MI, 03100	Single-Family Detached	1.000000	0.000000
MI, 03201	Mobile Home	1.000000	0.000000
MI, 03201	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03201	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03201	Single-Family Attached	1.000000	0.000000
MI, 03201	Single-Family Detached	1.000000	0.000000
MI, 03202	Mobile Home	1.000000	0.000000
MI, 03202	Multi-Family with 2 - 4 Units	1.000000	0.000000
MI, 03202	Multi-Family with 5+ Units	1.000000	0.000000
MI, 03202	Single-Family Attached	1.000000	0.000000
