Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G4200910205808	0.25	0.25	0.25	0.25	0	0.0
G4200910205809	0.25	0.25	0.25	0.25	0	0.0
G4200910205903	0.25	0.25	0.25	0.25	0	0.0
G4200910205904	0.25	0.25	0.25	0.25	0	0.0
G4200910205905	0.25	0.25	0.25	0.25	0	0.0
G4200910205906	0.25	0.25	0.25	0.25	0	0.0
G4200910206004	0.25	0.25	0.25	0.25	0	0.0
G4200910206005	0.25	0.25	0.25	0.25	0	0.0
G4200910206006	0.25	0.25	0.25	0.25	0	0.0
G4200910206007	0.25	0.25	0.25	0.25	0	0.0
G4200910206102	0.25	0.25	0.25	0.25	0	0.0
G4200910206104	0.25	0.25	0.25	0.25	0	0.0
G4200910206105	0.25	0.25	0.25	0.25	0	0.0
G4200910206106	0.25	0.25	0.25	0.25	0	0.0
G4200910206201	0.25	0.25	0.25	0.25	0	0.0
G4200910206202	0.25	0.25	0.25	0.25	0	0.0
G4200910206300	0.25	0.25	0.25	0.25	0	0.0
G4200910206400	0.25	0.25	0.25	0.25	0	0.0
G4200910206501	0.25	0.25	0.25	0.25	0	0.0
G4200910206502	0.25	0.25	0.25	0.25	0	0.0
G4200910206600	0.25	0.25	0.25	0.25	0	0.0
G4200910206702	0.25	0.25	0.25	0.25	0	0.0
G4200910206703	0.25	0.25	0.25	0.25	0	0.0
G4200910206704	0.25	0.25	0.25	0.25	0	0.0
G4200910206801	0.25	0.25	0.25	0.25	0	0.0
G4200910206802	0.25	0.25	0.25	0.25	0	0.0
G4200910206901	0.25	0.25	0.25	0.25	0	0.0
G4200910206904	0.25	0.25	0.25	0.25	0	0.0
G4200910206905	0.25	0.25	0.25	0.25	0	0.0
G4200910206906	0.25	0.25	0.25	0.25	0	0.0
G4200910207001	0.25	0.25	0.25	0.25	0	0.0
G4200910207003	0.25	0.25	0.25	0.25	0	0.0
G4200910207004	0.25	0.25	0.25	0.25	0	0.0
G4200910207101	0.25	0.25	0.25	0.25	0	0.0
G4200910207103	0.25	0.25	0.25	0.25	0	0.0
G4200910207104	0.25	0.25	0.25	0.25	0	0.0
G4200910207201	0.25	0.25	0.25	0.25	0	0.0
G4200910207202	0.25	0.25	0.25	0.25	0	0.0
G4200910207300	0.25	0.25	0.25	0.25	0	0.0
G4200910207400	0.25	0.25	0.25	0.25	0	0.0
G4200910207500	0.25	0.25	0.25	0.25	0	0.0
G4200910207600	0.25	0.25	0.25	0.25	0	0.0
G4200910207800	0.25	0.25	0.25	0.25	0	0.0
G4200910207900	0.25	0.25	0.25	0.25	0	0.0
G4200910208000	0.25	0.25	0.25	0.25	0	0.0
G4200910208100	0.25	0.25	0.25	0.25	0	0.0
G4200910208201	0.25	0.25	0.25	0.25	0	0.0
G4200910208203	0.25	0.25	0.25	0.25	0	0.0
G4200910208204	0.25	0.25	0.25	0.25	0	0.0
G4200910208301	0.25	0.25	0.25	0.25	0	0.0
G4200910208302	0.25	0.25	0.25	0.25	0	0.0
G4200910208400	0.25	0.25	0.25	0.25	0	0.0
G4200910208500	0.25	0.25	0.25	0.25	0	0.0
G4200910208601	0.25	0.25	0.25	0.25	0	0.0
G4200910208603	0.25	0.25	0.25	0.25	0	0.0
G4200910208604	0.25	0.25	0.25	0.25	0	0.0
G4200910208702	0.25	0.25	0.25	0.25	0	0.0
G4200910208703	0.25	0.25	0.25	0.25	0	0.0
G4200910208704	0.25	0.25	0.25	0.25	0	0.0
G4200910208801	0.25	0.25	0.25	0.25	0	0.0
G4200910208802	0.25	0.25	0.25	0.25	0	0.0
G4200910208901	0.25	0.25	0.25	0.25	0	0.0
G4200910208903	0.25	0.25	0.25	0.25	0	0.0
G4200910208904	0.25	0.25	0.25	0.25	0	0.0
G4200910208905	0.25	0.25	0.25	0.25	0	0.0
G4200910208906	0.25	0.25	0.25	0.25	0	0.0
G4200910209000	0.25	0.25	0.25	0.25	0	0.0
G4200910209100	0.25	0.25	0.25	0.25	0	0.0
G4200910209201	0.25	0.25	0.25	0.25	0	0.0
G4200910209202	0.25	0.25	0.25	0.25	0	0.0
G4200910210100	0.25	0.25	0.25	0.25	0	0.0
G4200910210200	0.25	0.25	0.25	0.25	0	0.0
G4200910210300	0.25	0.25	0.25	0.25	0	0.0
G4200910210400	0.25	0.25	0.25	0.25	0	0.0
G4200910210500	0.25	0.25	0.25	0.25	0	0.0
G4200910210600	0.25	0.25	0.25	0.25	0	0.0
G4200910210700	0.25	0.25	0.25	0.25	0	0.0
G4200930050100	0.25	0.25	0.25	0.25	0	0.0
G4200930050200	0.25	0.25	0.25	0.25	0	0.0
G4200930050300	0.25	0.25	0.25	0.25	0	0.0
G4200930050400	0.25	0.25	0.25	0.25	0	0.0
G4200950010100	0.25	0.25	0.25	0.25	0	0.0
G4200950010200	0.25	0.25	0.25	0.25	0	0.0
G4200950010300	0.25	0.25	0.25	0.25	0	0.0
G4200950010400	0.25	0.25	0.25	0.25	0	0.0
G4200950010500	0.25	0.25	0.25	0.25	0	0.0
G4200950010600	0.25	0.25	0.25	0.25	0	0.0
G4200950010700	0.25	0.25	0.25	0.25	0	0.0
G4200950010800	0.25	0.25	0.25	0.25	0	0.0
G4200950010900	0.25	0.25	0.25	0.25	0	0.0
G4200950011000	0.25	0.25	0.25	0.25	0	0.0
G4200950011100	0.25	0.25	0.25	0.25	0	0.0
G4200950011200	0.25	0.25	0.25	0.25	0	0.0
G4200950011300	0.25	0.25	0.25	0.25	0	0.0
G4200950014100	0.25	0.25	0.25	0.25	0	0.0
G4200950014200	0.25	0.25	0.25	0.25	0	0.0
G4200950014300	0.25	0.25	0.25	0.25	0	0.0
G4200950014400	0.25	0.25	0.25	0.25	0	0.0
G4200950014500	0.25	0.25	0.25	0.25	0	0.0
G4200950014600	0.25	0.25	0.25	0.25	0	0.0
G4200950014700	0.25	0.25	0.25	0.25	0	0.0
G4200950015201	0.25	0.25	0.25	0.25	0	0.0
G4200950015300	0.25	0.25	0.25	0.25	0	0.0
G4200950015400	0.25	0.25	0.25	0.25	0	0.0
G4200950015500	0.25	0.25	0.25	0.25	0	0.0
G4200950015600	0.25	0.25	0.25	0.25	0	0.0
G4200950015700	0.25	0.25	0.25	0.25	0	0.0
G4200950015801	0.25	0.25	0.25	0.25	0	0.0
G4200950015802	0.25	0.25	0.25	0.25	0	0.0
G4200950015901	0.25	0.25	0.25	0.25	0	0.0
G4200950015902	0.25	0.25	0.25	0.25	0	0.0
G4200950016001	0.25	0.25	0.25	0.25	0	0.0
G4200950016002	0.25	0.25	0.25	0.25	0	0.0
G4200950016100	0.25	0.25	0.25	0.25	0	0.0
G4200950016201	0.25	0.25	0.25	0.25	0	0.0
G4200950016202	0.25	0.25	0.25	0.25	0	0.0
G4200950016300	0.25	0.25	0.25	0.25	0	0.0
G4200950016400	0.25	0.25	0.25	0.25	0	0.0
G4200950016500	0.25	0.25	0.25	0.25	0	0.0
G4200950016600	0.25	0.25	0.25	0.25	0	0.0
G4200950016700	0.25	0.25	0.25	0.25	0	0.0
G4200950016800	0.25	0.25	0.25	0.25	0	0.0
G4200950016901	0.25	0.25	0.25	0.25	0	0.0
G4200950016902	0.25	0.25	0.25	0.25	0	0.0
G4200950017000	0.25	0.25	0.25	0.25	0	0.0
G4200950017101	0.25	0.25	0.25	0.25	0	0.0
G4200950017102	0.25	0.25	0.25	0.25	0	0.0
G4200950017200	0.25	0.25	0.25	0.25	0	0.0
G4200950017300	0.25	0.25	0.25	0.25	0	0.0
G4200950017401	0.25	0.25	0.25	0.25	0	0.0
G4200950017402	0.25	0.25	0.25	0.25	0	0.0
G4200950017501	0.25	0.25	0.25	0.25	0	0.0
G4200950017502	0.25	0.25	0.25	0.25	0	0.0
G4200950017603	0.25	0.25	0.25	0.25	0	0.0
G4200950017604	0.25	0.25	0.25	0.25	0	0.0
G4200950017605	0.25	0.25	0.25	0.25	0	0.0
G4200950017606	0.25	0.25	0.25	0.25	0	0.0
G4200950017607	0.25	0.25	0.25	0.25	0	0.0
G4200950017702	0.25	0.25	0.25	0.25	0	0.0
G4200950017703	0.25	0.25	0.25	0.25	0	0.0
G4200950017704	0.25	0.25	0.25	0.25	0	0.0
G4200950017800	0.25	0.25	0.25	0.25	0	0.0
G4200950017901	0.25	0.25	0.25	0.25	0	0.0
G4200950017902	0.25	0.25	0.25	0.25	0	0.0
G4200950018001	0.25	0.25	0.25	0.25	0	0.0
G4200950018002	0.25	0.25	0.25	0.25	0	0.0
G4200950018100	0.25	0.25	0.25	0.25	0	0.0
G4200950018200	0.25	0.25	0.25	0.25	0	0.0
G4200950018300	0.25	0.25	0.25	0.25	0	0.0
G4200970080100	0.25	0.25	0.25	0.25	0	0.0
G4200970080200	0.25	0.25	0.25	0.25	0	0.0
G4200970080300	0.25	0.25	0.25	0.25	0	0.0
G4200970080400	0.25	0.25	0.25	0.25	0	0.0
G4200970080500	0.25	0.25	0.25	0.25	0	0.0
G4200970080600	0.25	0.25	0.25	0.25	0	0.0
G4200970080700	0.25	0.25	0.25	0.25	0	0.0
G4200970080800	0.25	0.25	0.25	0.25	0	0.0
G4200970080900	0.25	0.25	0.25	0.25	0	0.0
G4200970081000	0.25	0.25	0.25	0.25	0	0.0
G4200970081100	0.25	0.25	0.25	0.25	0	0.0
G4200970081200	0.25	0.25	0.25	0.25	0	0.0
G4200970081300	0.25	0.25	0.25	0.25	0	0.0
G4200970081400	0.25	0.25	0.25	0.25	0	0.0
G4200970081500	0.25	0.25	0.25	0.25	0	0.0
G4200970081600	0.25	0.25	0.25	0.25	0	0.0
G4200970081700	0.25	0.25	0.25	0.25	0	0.0
G4200970081800	0.25	0.25	0.25	0.25	0	0.0
G4200970081900	0.25	0.25	0.25	0.25	0	0.0
G4200970082000	0.25	0.25	0.25	0.25	0	0.0
G4200970082100	0.25	0.25	0.25	0.25	0	0.0
G4200970082200	0.25	0.25	0.25	0.25	0	0.0
G4200970082300	0.25	0.25	0.25	0.25	0	0.0
G4200970082400	0.25	0.25	0.25	0.25	0	0.0
G4200990030100	0.25	0.25	0.25	0.25	0	0.0
G4200990030201	0.25	0.25	0.25	0.25	0	0.0
G4200990030202	0.25	0.25	0.25	0.25	0	0.0
G4200990030301	0.25	0.25	0.25	0.25	0	0.0
G4200990030302	0.25	0.25	0.25	0.25	0	0.0
G4200990030400	0.25	0.25	0.25	0.25	0	0.0
G4200990030501	0.25	0.25	0.25	0.25	0	0.0
G4200990030502	0.25	0.25	0.25	0.25	0	0.0
G4200990030601	0.25	0.25	0.25	0.25	0	0.0
G4200990030602	0.25	0.25	0.25	0.25	0	0.0
G4201010000100	0.25	0.25	0.25	0.25	0	0.0
G4201010000200	0.25	0.25	0.25	0.25	0	0.0
G4201010000300	0.25	0.25	0.25	0.25	0	0.0
G4201010000401	0.25	0.25	0.25	0.25	0	0.0
G4201010000402	0.25	0.25	0.25	0.25	0	0.0
G4201010000500	0.25	0.25	0.25	0.25	0	0.0
G4201010000600	0.25	0.25	0.25	0.25	0	0.0
G4201010000700	0.25	0.25	0.25	0.25	0	0.0
G4201010000801	0.25	0.25	0.25	0.25	0	0.0
G4201010000803	0.25	0.25	0.25	0.25	0	0.0
G4201010000804	0.25	0.25	0.25	0.25	0	0.0
G4201010000901	0.25	0.25	0.25	0.25	0	0.0
G4201010000902	0.25	0.25	0.25	0.25	0	0.0
G4201010001001	0.25	0.25	0.25	0.25	0	0.0
G4201010001002	0.25	0.25	0.25	0.25	0	0.0
G4201010001101	0.25	0.25	0.25	0.25	0	0.0
G4201010001102	0.25	0.25	0.25	0.25	0	0.0
G4201010001201	0.25	0.25	0.25	0.25	0	0.0
G4201010001202	0.25	0.25	0.25	0.25	0	0.0
G4201010001300	0.25	0.25	0.25	0.25	0	0.0
G4201010001400	0.25	0.25	0.25	0.25	0	0.0
G4201010001500	0.25	0.25	0.25	0.25	0	0.0
G4201010001600	0.25	0.25	0.25	0.25	0	0.0
G4201010001700	0.25	0.25	0.25	0.25	0	0.0
G4201010001800	0.25	0.25	0.25	0.25	0	0.0
G4201010001900	0.25	0.25	0.25	0.25	0	0.0
G4201010002000	0.25	0.25	0.25	0.25	0	0.0
G4201010002100	0.25	0.25	0.25	0.25	0	0.0
G4201010002200	0.25	0.25	0.25	0.25	0	0.0
G4201010002300	0.25	0.25	0.25	0.25	0	0.0
G4201010002400	0.25	0.25	0.25	0.25	0	0.0
G4201010002500	0.25	0.25	0.25	0.25	0	0.0
G4201010002701	0.25	0.25	0.25	0.25	0	0.0
G4201010002702	0.25	0.25	0.25	0.25	0	0.0
G4201010002801	0.25	0.25	0.25	0.25	0	0.0
G4201010002802	0.25	0.25	0.25	0.25	0	0.0
G4201010002900	0.25	0.25	0.25	0.25	0	0.0
G4201010003001	0.25	0.25	0.25	0.25	0	0.0
G4201010003002	0.25	0.25	0.25	0.25	0	0.0
G4201010003100	0.25	0.25	0.25	0.25	0	0.0
G4201010003200	0.25	0.25	0.25	0.25	0	0.0
G4201010003300	0.25	0.25	0.25	0.25	0	0.0
G4201010003600	0.25	0.25	0.25	0.25	0	0.0
G4201010003701	0.25	0.25	0.25	0.25	0	0.0
G4201010003702	0.25	0.25	0.25	0.25	0	0.0
G4201010003800	0.25	0.25	0.25	0.25	0	0.0
G4201010003901	0.25	0.25	0.25	0.25	0	0.0
G4201010003902	0.25	0.25	0.25	0.25	0	0.0
G4201010004001	0.25	0.25	0.25	0.25	0	0.0
G4201010004002	0.25	0.25	0.25	0.25	0	0.0
G4201010004101	0.25	0.25	0.25	0.25	0	0.0
G4201010004102	0.25	0.25	0.25	0.25	0	0.0
G4201010004201	0.25	0.25	0.25	0.25	0	0.0
G4201010004202	0.25	0.25	0.25	0.25	0	0.0
G4201010005000	0.25	0.25	0.25	0.25	0	0.0
G4201010005400	0.25	0.25	0.25	0.25	0	0.0
G4201010005500	0.25	0.25	0.25	0.25	0	0.0
G4201010005600	0.25	0.25	0.25	0.25	0	0.0
G4201010006000	0.25	0.25	0.25	0.25	0	0.0
G4201010006100	0.25	0.25	0.25	0.25	0	0.0
G4201010006200	0.25	0.25	0.25	0.25	0	0.0
G4201010006300	0.25	0.25	0.25	0.25	0	0.0
G4201010006400	0.25	0.25	0.25	0.25	0	0.0
G4201010006500	0.25	0.25	0.25	0.25	0	0.0
G4201010006600	0.25	0.25	0.25	0.25	0	0.0
G4201010006700	0.25	0.25	0.25	0.25	0	0.0
G4201010006900	0.25	0.25	0.25	0.25	0	0.0
G4201010007000	0.25	0.25	0.25	0.25	0	0.0
G4201010007101	0.25	0.25	0.25	0.25	0	0.0
G4201010007102	0.25	0.25	0.25	0.25	0	0.0
G4201010007200	0.25	0.25	0.25	0.25	0	0.0
G4201010007300	0.25	0.25	0.25	0.25	0	0.0
G4201010007400	0.25	0.25	0.25	0.25	0	0.0
G4201010007700	0.25	0.25	0.25	0.25	0	0.0
G4201010007800	0.25	0.25	0.25	0.25	0	0.0
G4201010007900	0.25	0.25	0.25	0.25	0	0.0
G4201010008000	0.25	0.25	0.25	0.25	0	0.0
G4201010008101	0.25	0.25	0.25	0.25	0	0.0
G4201010008102	0.25	0.25	0.25	0.25	0	0.0
G4201010008200	0.25	0.25	0.25	0.25	0	0.0
G4201010008301	0.25	0.25	0.25	0.25	0	0.0
G4201010008302	0.25	0.25	0.25	0.25	0	0.0
G4201010008400	0.25	0.25	0.25	0.25	0	0.0
G4201010008500	0.25	0.25	0.25	0.25	0	0.0
G4201010008601	0.25	0.25	0.25	0.25	0	0.0
G4201010008602	0.25	0.25	0.25	0.25	0	0.0
G4201010008701	0.25	0.25	0.25	0.25	0	0.0
G4201010008702	0.25	0.25	0.25	0.25	0	0.0
G4201010008801	0.25	0.25	0.25	0.25	0	0.0
G4201010008802	0.25	0.25	0.25	0.25	0	0.0
G4201010009000	0.25	0.25	0.25	0.25	0	0.0
G4201010009100	0.25	0.25	0.25	0.25	0	0.0
G4201010009200	0.25	0.25	0.25	0.25	0	0.0
G4201010009300	0.25	0.25	0.25	0.25	0	0.0
G4201010009400	0.25	0.25	0.25	0.25	0	0.0
G4201010009500	0.25	0.25	0.25	0.25	0	0.0
G4201010009600	0.25	0.25	0.25	0.25	0	0.0
G4201010009801	0.25	0.25	0.25	0.25	0	0.0
G4201010009802	0.25	0.25	0.25	0.25	0	0.0
G4201010010000	0.25	0.25	0.25	0.25	0	0.0
G4201010010100	0.25	0.25	0.25	0.25	0	0.0
G4201010010200	0.25	0.25	0.25	0.25	0	0.0
G4201010010300	0.25	0.25	0.25	0.25	0	0.0
G4201010010400	0.25	0.25	0.25	0.25	0	0.0
G4201010010500	0.25	0.25	0.25	0.25	0	0.0
G4201010010600	0.25	0.25	0.25	0.25	0	0.0
G4201010010700	0.25	0.25	0.25	0.25	0	0.0
G4201010010800	0.25	0.25	0.25	0.25	0	0.0
G4201010010900	0.25	0.25	0.25	0.25	0	0.0
G4201010011000	0.25	0.25	0.25	0.25	0	0.0
G4201010011100	0.25	0.25	0.25	0.25	0	0.0
G4201010011200	0.25	0.25	0.25	0.25	0	0.0
G4201010011300	0.25	0.25	0.25	0.25	0	0.0
G4201010011400	0.25	0.25	0.25	0.25	0	0.0
G4201010011500	0.25	0.25	0.25	0.25	0	0.0
G4201010011700	0.25	0.25	0.25	0.25	0	0.0
G4201010011800	0.25	0.25	0.25	0.25	0	0.0
G4201010011900	0.25	0.25	0.25	0.25	0	0.0
G4201010012000	0.25	0.25	0.25	0.25	0	0.0
G4201010012100	0.25	0.25	0.25	0.25	0	0.0
G4201010012201	0.25	0.25	0.25	0.25	0	0.0
G4201010012203	0.25	0.25	0.25	0.25	0	0.0
G4201010012204	0.25	0.25	0.25	0.25	0	0.0
G4201010012500	0.25	0.25	0.25	0.25	0	0.0
G4201010013100	0.25	0.25	0.25	0.25	0	0.0
G4201010013200	0.25	0.25	0.25	0.25	0	0.0
G4201010013300	0.25	0.25	0.25	0.25	0	0.0
G4201010013401	0.25	0.25	0.25	0.25	0	0.0
G4201010013402	0.25	0.25	0.25	0.25	0	0.0
G4201010013500	0.25	0.25	0.25	0.25	0	0.0
G4201010013601	0.25	0.25	0.25	0.25	0	0.0
G4201010013602	0.25	0.25	0.25	0.25	0	0.0
G4201010013700	0.25	0.25	0.25	0.25	0	0.0
G4201010013800	0.25	0.25	0.25	0.25	0	0.0
G4201010013900	0.25	0.25	0.25	0.25	0	0.0
G4201010014000	0.25	0.25	0.25	0.25	0	0.0
G4201010014100	0.25	0.25	0.25	0.25	0	0.0
G4201010014200	0.25	0.25	0.25	0.25	0	0.0
G4201010014300	0.25	0.25	0.25	0.25	0	0.0
G4201010014400	0.25	0.25	0.25	0.25	0	0.0
G4201010014500	0.25	0.25	0.25	0.25	0	0.0
G4201010014600	0.25	0.25	0.25	0.25	0	0.0
G4201010014700	0.25	0.25	0.25	0.25	0	0.0
G4201010014800	0.25	0.25	0.25	0.25	0	0.0
G4201010014900	0.25	0.25	0.25	0.25	0	0.0
G4201010015101	0.25	0.25	0.25	0.25	0	0.0
G4201010015102	0.25	0.25	0.25	0.25	0	0.0
G4201010015200	0.25	0.25	0.25	0.25	0	0.0
G4201010015300	0.25	0.25	0.25	0.25	0	0.0
G4201010015600	0.25	0.25	0.25	0.25	0	0.0
G4201010015700	0.25	0.25	0.25	0.25	0	0.0
G4201010015800	0.25	0.25	0.25	0.25	0	0.0
G4201010016000	0.25	0.25	0.25	0.25	0	0.0
G4201010016100	0.25	0.25	0.25	0.25	0	0.0
G4201010016200	0.25	0.25	0.25	0.25	0	0.0
G4201010016300	0.25	0.25	0.25	0.25	0	0.0
G4201010016400	0.25	0.25	0.25	0.25	0	0.0
G4201010016500	0.25	0.25	0.25	0.25	0	0.0
G4201010016600	0.25	0.25	0.25	0.25	0	0.0
G4201010016701	0.25	0.25	0.25	0.25	0	0.0
G4201010016702	0.25	0.25	0.25	0.25	0	0.0
G4201010016800	0.25	0.25	0.25	0.25	0	0.0
G4201010016901	0.25	0.25	0.25	0.25	0	0.0
G4201010016902	0.25	0.25	0.25	0.25	0	0.0
G4201010017000	0.25	0.25	0.25	0.25	0	0.0
G4201010017100	0.25	0.25	0.25	0.25	0	0.0
G4201010017201	0.25	0.25	0.25	0.25	0	0.0
G4201010017202	0.25	0.25	0.25	0.25	0	0.0
G4201010017300	0.25	0.25	0.25	0.25	0	0.0
G4201010017400	0.25	0.25	0.25	0.25	0	0.0
G4201010017500	0.25	0.25	0.25	0.25	0	0.0
G4201010017601	0.25	0.25	0.25	0.25	0	0.0
G4201010017602	0.25	0.25	0.25	0.25	0	0.0
G4201010017701	0.25	0.25	0.25	0.25	0	0.0
G4201010017702	0.25	0.25	0.25	0.25	0	0.0
G4201010017800	0.25	0.25	0.25	0.25	0	0.0
G4201010017900	0.25	0.25	0.25	0.25	0	0.0
G4201010018001	0.25	0.25	0.25	0.25	0	0.0
G4201010018002	0.25	0.25	0.25	0.25	0	0.0
G4201010018300	0.25	0.25	0.25	0.25	0	0.0
G4201010018400	0.25	0.25	0.25	0.25	0	0.0
G4201010018800	0.25	0.25	0.25	0.25	0	0.0
G4201010019000	0.25	0.25	0.25	0.25	0	0.0
G4201010019100	0.25	0.25	0.25	0.25	0	0.0
G4201010019200	0.25	0.25	0.25	0.25	0	0.0
G4201010019501	0.25	0.25	0.25	0.25	0	0.0
G4201010019502	0.25	0.25	0.25	0.25	0	0.0
G4201010019700	0.25	0.25	0.25	0.25	0	0.0
G4201010019800	0.25	0.25	0.25	0.25	0	0.0
G4201010019900	0.25	0.25	0.25	0.25	0	0.0
G4201010020000	0.25	0.25	0.25	0.25	0	0.0
G4201010020101	0.25	0.25	0.25	0.25	0	0.0
G4201010020102	0.25	0.25	0.25	0.25	0	0.0
G4201010020200	0.25	0.25	0.25	0.25	0	0.0
G4201010020300	0.25	0.25	0.25	0.25	0	0.0
G4201010020400	0.25	0.25	0.25	0.25	0	0.0
G4201010020500	0.25	0.25	0.25	0.25	0	0.0
G4201010020600	0.25	0.25	0.25	0.25	0	0.0
G4201010020700	0.25	0.25	0.25	0.25	0	0.0
G4201010020800	0.25	0.25	0.25	0.25	0	0.0
G4201010020900	0.25	0.25	0.25	0.25	0	0.0
G4201010021000	0.25	0.25	0.25	0.25	0	0.0
G4201010021100	0.25	0.25	0.25	0.25	0	0.0
G4201010021200	0.25	0.25	0.25	0.25	0	0.0
G4201010021300	0.25	0.25	0.25	0.25	0	0.0
G4201010021400	0.25	0.25	0.25	0.25	0	0.0
G4201010021500	0.25	0.25	0.25	0.25	0	0.0
G4201010021600	0.25	0.25	0.25	0.25	0	0.0
G4201010021700	0.25	0.25	0.25	0.25	0	0.0
G4201010021800	0.25	0.25	0.25	0.25	0	0.0
G4201010021900	0.25	0.25	0.25	0.25	0	0.0
G4201010022000	0.25	0.25	0.25	0.25	0	0.0
G4201010023100	0.25	0.25	0.25	0.25	0	0.0
G4201010023500	0.25	0.25	0.25	0.25	0	0.0
G4201010023600	0.25	0.25	0.25	0.25	0	0.0
G4201010023700	0.25	0.25	0.25	0.25	0	0.0
G4201010023800	0.25	0.25	0.25	0.25	0	0.0
G4201010023900	0.25	0.25	0.25	0.25	0	0.0
G4201010024000	0.25	0.25	0.25	0.25	0	0.0
G4201010024100	0.25	0.25	0.25	0.25	0	0.0
G4201010024200	0.25	0.25	0.25	0.25	0	0.0
G4201010024300	0.25	0.25	0.25	0.25	0	0.0
G4201010024400	0.25	0.25	0.25	0.25	0	0.0
G4201010024500	0.25	0.25	0.25	0.25	0	0.0
G4201010024600	0.25	0.25	0.25	0.25	0	0.0
G4201010024700	0.25	0.25	0.25	0.25	0	0.0
G4201010024800	0.25	0.25	0.25	0.25	0	0.0
G4201010024900	0.25	0.25	0.25	0.25	0	0.0
G4201010025200	0.25	0.25	0.25	0.25	0	0.0
G4201010025300	0.25	0.25	0.25	0.25	0	0.0
G4201010025400	0.25	0.25	0.25	0.25	0	0.0
G4201010025500	0.25	0.25	0.25	0.25	0	0.0
G4201010025600	0.25	0.25	0.25	0.25	0	0.0
G4201010025700	0.25	0.25	0.25	0.25	0	0.0
G4201010025800	0.25	0.25	0.25	0.25	0	0.0
G4201010025900	0.25	0.25	0.25	0.25	0	0.0
G4201010026000	0.25	0.25	0.25	0.25	0	0.0
G4201010026100	0.25	0.25	0.25	0.25	0	0.0
G4201010026200	0.25	0.25	0.25	0.25	0	0.0
G4201010026301	0.25	0.25	0.25	0.25	0	0.0
G4201010026302	0.25	0.25	0.25	0.25	0	0.0
G4201010026400	0.25	0.25	0.25	0.25	0	0.0
G4201010026500	0.25	0.25	0.25	0.25	0	0.0
G4201010026600	0.25	0.25	0.25	0.25	0	0.0
G4201010026700	0.25	0.25	0.25	0.25	0	0.0
G0600370400603	0.25	0.25	0.25	0.25	0	0.0
G0600370400604	0.25	0.25	0.25	0.25	0	0.0
G0600370400800	0.25	0.25	0.25	0.25	0	0.0
G0600370400900	0.25	0.25	0.25	0.25	0	0.0
G0600370401001	0.25	0.25	0.25	0.25	0	0.0
G0600370401002	0.25	0.25	0.25	0.25	0	0.0
G0600370401101	0.25	0.25	0.25	0.25	0	0.0
G0600370401102	0.25	0.25	0.25	0.25	0	0.0
G0600370401201	0.25	0.25	0.25	0.25	0	0.0
G0600370401202	0.25	0.25	0.25	0.25	0	0.0
G0600370401203	0.25	0.25	0.25	0.25	0	0.0
G0600370401303	0.25	0.25	0.25	0.25	0	0.0
G0600370401304	0.25	0.25	0.25	0.25	0	0.0
G0600370401311	0.25	0.25	0.25	0.25	0	0.0
G0600370401312	0.25	0.25	0.25	0.25	0	0.0
G0600370401500	0.25	0.25	0.25	0.25	0	0.0
G0600370401601	0.25	0.25	0.25	0.25	0	0.0
G0600370401602	0.25	0.25	0.25	0.25	0	0.0
G0600370401603	0.25	0.25	0.25	0.25	0	0.0
G0600370401701	0.25	0.25	0.25	0.25	0	0.0
G0600370401703	0.25	0.25	0.25	0.25	0	0.0
G0600370401704	0.25	0.25	0.25	0.25	0	0.0
G0600370401800	0.25	0.25	0.25	0.25	0	0.0
G0600370401901	0.25	0.25	0.25	0.25	0	0.0
G0600370401902	0.25	0.25	0.25	0.25	0	0.0
G0600370402001	0.25	0.25	0.25	0.25	0	0.0
G0600370402002	0.25	0.25	0.25	0.25	0	0.0
G0600370402101	0.25	0.25	0.25	0.25	0	0.0
G0600370402102	0.25	0.25	0.25	0.25	0	0.0
G0600370402200	0.25	0.25	0.25	0.25	0	0.0
G0600370402301	0.25	0.25	0.25	0.25	0	0.0
G0600370402303	0.25	0.25	0.25	0.25	0	0.0
G0600370402304	0.25	0.25	0.25	0.25	0	0.0
G0600370402402	0.25	0.25	0.25	0.25	0	0.0
G0600370402403	0.25	0.25	0.25	0.25	0	0.0
G0600370402404	0.25	0.25	0.25	0.25	0	0.0
G0600370402405	0.25	0.25	0.25	0.25	0	0.0
G0600370402406	0.25	0.25	0.25	0.25	0	0.0
G0600370402501	0.25	0.25	0.25	0.25	0	0.0
G0600370402502	0.25	0.25	0.25	0.25	0	0.0
G0600370402600	0.25	0.25	0.25	0.25	0	0.0
G0600370402702	0.25	0.25	0.25	0.25	0	0.0
G0600370402703	0.25	0.25	0.25	0.25	0	0.0
G0600370402705	0.25	0.25	0.25	0.25	0	0.0
G0600370402706	0.25	0.25	0.25	0.25	0	0.0
G0600370402801	0.25	0.25	0.25	0.25	0	0.0
G0600370402803	0.25	0.25	0.25	0.25	0	0.0
G0600370402804	0.25	0.25	0.25	0.25	0	0.0
G0600370402902	0.25	0.25	0.25	0.25	0	0.0
G0600370402903	0.25	0.25	0.25	0.25	0	0.0
G0600370402904	0.25	0.25	0.25	0.25	0	0.0
G0600370403000	0.25	0.25	0.25	0.25	0	0.0
