occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.333,0.154,0.212,0.212,0,0,0.82,0,0,0,0,0,0.131,0.487,0.321,0.242,0,1,1,1,125
0,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.147,0.465,0.214,0.258,0,1,1,1,125
0.333,0.145,0.23,0.23,0,0,0.8,0,0,0,0,0,0.163,0.491,0,0.248,0,1,1,1,125
0.333,0.141,0.221,0.221,0,0,0.84,0,0,0,0,0,0.172,0.495,0.128,0.245,0,1,1,1,125
0.333,0.14,0.258,0.258,0,0,0.84,0,0,0,0,0,0.194,0.495,0,0.258,0,1,1,1,125
0.333,0.14,0.285,0.285,0,0,0.84,0,0,0,0,0,0.205,0.491,0.128,0.267,0,1,1,1,125
0.333,0.14,0.294,0.294,0,0,0.82,0.572,0.667,0,0,0,0.23,0.499,0.147,0.27,0,1,1,1,125
0.333,0.141,0.359,0.359,0,0,0.88,0.582,0.0167,0,0,0,0.287,0.507,0.426,0.291,0,1,1,1,125
1,0.338,0.488,0.488,0,0.217,0.96,0.161,0,0,0,0,0.352,0.641,0.238,0.488,0,1,1,1,125
1,0.377,0.58,0.58,0,0.717,1,0,0,0,0,0,0.474,0.653,0.273,0.58,0,1,1,1,125
1,0.461,0.616,0.616,0,0,0.96,0,0,0.227,0.319,0,0.664,0.616,0.0857,0.616,0,1,1,1,125
1,0.59,0.653,0.653,0,0,0.94,0,0,1,0,0.883,0.82,0.579,0.171,0.653,0,1,1,1,125
1,0.496,0.635,0.635,0,0,0.92,0,0,0.13,0,0.0333,0.777,0.525,0,0.509,0,1,1,1,125
1,0.218,0.543,0.543,0,0,0.88,0,0,0,0,0,0.47,0.475,0,0.353,0,1,1,1,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.203,0.458,0.0428,0.325,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0835,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0406,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0203,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0158,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0248,0.465,0,0.258,0,1,1,0,125
1,0.0763,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0406,0.446,0.224,0.282,0,1,1,0,125
1,0.22,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0655,0.459,0.348,0.35,0,1,1,0,125
0.667,0.274,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0903,0.5,0.151,0.374,0,1,1,0,125
0.667,0.27,0.313,0.313,0,0,0.82,0,0,0,0,0,0.111,0.508,0.257,0.294,0,1,1,0,125
0.333,0.154,0.212,0.212,0,0,0.82,0,0,0,0,0,0.131,0.487,0.0428,0.242,0,1,1,0,125
0.333,0.15,0.221,0.221,0,0,0.8,0,0,0,0,0,0.147,0.487,0.0857,0.245,0,1,1,0,125
0.333,0.145,0.23,0.23,0,0,0.8,0,0,0,0,0,0.163,0.491,0.257,0.248,0,1,1,0,125
0,0.0495,0.221,0.221,0,0,0.84,0,0,0,0,0,0.172,0.465,0.343,0.258,0,1,1,0,125
0.333,0.14,0.258,0.258,0,0,0.84,0,0,0,0,0,0.194,0.495,0,0.258,0,1,1,0,125
0.667,0.23,0.285,0.285,0,0.233,0.84,0,0,0,0,0,0.205,0.517,0.257,0.276,0,1,1,0,125
0.667,0.23,0.294,0.294,0,0,0.82,0,0,0,0,0,0.23,0.533,0,0.282,0,1,1,0,125
0.667,0.233,0.359,0.359,0,0,0.88,0,0,0,0,0,0.287,0.549,0.0428,0.325,0,1,1,0,125
0.667,0.242,0.488,0.488,0,0,0.96,0,0,0,0,0,0.352,0.582,0.128,0.411,0,1,1,0,125
1,0.377,0.58,0.58,0,0.933,1,0.761,0.683,0,0,0,0.474,0.653,0.121,0.58,0,1,1,0,125
1,0.461,0.616,0.616,0,0,0.96,0,0,0,0,0,0.664,0.616,0.128,0.616,0,1,1,0,125
1,0.59,0.653,0.653,0,0,0.94,0,0,0,0,0,0.82,0.579,0.128,0.653,0,1,1,0,125
1,0.72,0.635,0.635,0,0,0.92,0,0,0.399,0.638,0,0.777,0.555,0.323,0.635,0,1,1,0,125
1,0.386,0.543,0.543,0,0,0.88,0,0,0.542,0.0213,0.867,0.47,0.484,0,0.448,0,1,1,0,125
1,0.183,0.46,0.46,0,0,0.82,0,0,0.643,0,0.517,0.203,0.451,0.0428,0.393,0,1,1,0,125
1,0.099,0.368,0.368,0,0,0.8,0,0,0.77,0,0,0.0805,0.443,0,0.331,0,1,1,1,125
1,0.0578,0.34,0.34,0,0,0.78,0,0,0.638,0,0,0.0392,0.446,0,0.285,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0.556,0,0,0.0196,0.442,0,0.285,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0.63,0,0,0.0152,0.438,0,0.282,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.396,0.396,0,0.217,0.76,0,0,0,0,0,0.0631,0.465,0.337,0.258,0,1,1,1,125
0.667,0.277,0.432,0.432,0,0.733,0.8,0,0,0,0,0,0.087,0.5,0.0863,0.374,0,1,1,1,125
0.333,0.162,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.487,0,0.276,0,1,1,1,125
0.333,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0,0.242,0,1,1,1,125
0.333,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.0428,0.245,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0.257,0.248,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0,0.245,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0.0857,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0.0428,0.267,0,1,1,1,125
0.333,0.143,0.294,0.294,0,0.217,0.82,0,0,0,0,0,0.222,0.499,0.0428,0.27,0,1,1,1,125
0.333,0.144,0.359,0.359,0,1,0.88,0,0,0,0,0,0.276,0.507,0,0.291,0,1,1,1,125
0.667,0.252,0.488,0.488,0,0.217,0.96,0,0,0,0,0,0.339,0.582,0.0857,0.411,0,1,1,1,125
0.333,0.169,0.58,0.58,0,0,1,0,0,0,0,0,0.457,0.528,0.128,0.365,0,1,1,1,125
0.333,0.206,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.516,0.214,0.377,0,1,1,1,125
0.667,0.462,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.541,0.122,0.521,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.555,0.236,0.635,0,1,1,1,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.484,0.207,0.448,0,1,1,1,125
1,0.0495,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.136,0.396,0.396,0,0.217,0.76,0,0,0,0,0,0.0631,0.462,0.0601,0.304,0,1,1,0,125
0.667,0.277,0.432,0.432,0,0.983,0.8,0,0,0,0,0,0.087,0.5,0.274,0.374,0,1,1,0,125
0.667,0.274,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.508,0.265,0.294,0,1,1,0,125
0.667,0.263,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.508,0.396,0.227,0,1,1,0,125
0.667,0.256,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.508,0.545,0.233,0,1,1,0,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0.133,0.248,0,1,1,0,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.0558,0.245,0,1,1,0,125
0.667,0.235,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.525,0.484,0.258,0,1,1,0,125
0.667,0.235,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.517,0.165,0.276,0,1,1,0,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.533,0.146,0.282,0,1,1,0,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0.0857,0.291,0,1,1,0,125
0.667,0.252,0.488,0.488,0,0,0.96,0,0,0,0,0,0.339,0.582,0.0428,0.411,0,1,1,0,125
0.667,0.289,0.58,0.58,0,0.233,1,0.535,0.667,0,0,0,0.457,0.591,0.128,0.472,0,1,1,0,125
0.667,0.362,0.616,0.616,0,0,0.96,0.122,0.0167,0,0,0,0.64,0.566,0.128,0.497,0,1,1,0,125
0.667,0.462,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.541,0.429,0.521,0,1,1,0,125
1,0.542,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.525,0.0857,0.509,0,1,1,0,125
1,0.397,0.543,0.543,0,0.717,0.88,0,0,0,0,0,0.453,0.484,0.206,0.448,0,1,1,0,125
1,0.0495,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0.0857,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,1,125
1,0.0768,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.446,0,0.282,0,1,1,1,125
0.667,0.0495,0.396,0.396,0,0.217,0.76,0,0,0,0,0,0.0631,0.465,0,0.258,0,1,1,1,125
0.667,0.163,0.432,0.432,0,0.25,0.8,0,0,0,0,0,0.087,0.483,0.126,0.316,0,1,1,1,125
0.333,0.162,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.487,0,0.276,0,1,1,1,125
0,0.0495,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.465,0,0.258,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0.0428,0.248,0,1,1,1,125
0,0.0495,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.465,0,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0.0428,0.267,0,1,1,1,125
0,0.0495,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.465,0.0428,0.258,0,1,1,1,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0,0.291,0,1,1,1,125
0.667,0.252,0.488,0.488,0,0,0.96,0,0,0,0,0,0.339,0.582,0.287,0.411,0,1,1,1,125
0.667,0.289,0.58,0.58,0,0,1,0,0,0,0,0,0.457,0.591,0.125,0.472,0,1,1,1,125
0.667,0.362,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.566,0.137,0.497,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0.521,0.417,0,0,0,0.79,0.579,0.396,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0.441,0.267,0,0,0,0.749,0.555,0.257,0.635,0,1,1,1,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.484,0.0428,0.448,0,1,1,1,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0,0.325,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0957,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0479,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0261,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0174,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0305,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0522,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0936,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.155,0.465,0,0.258,0,1,1,0,125
1,0.263,0.212,0.212,0,0,0.82,0,0,0.227,0.319,0,0.205,0.508,0,0.227,0,1,1,0,125
1,0.256,0.221,0.221,0,0,0.8,0,0,0.33,0,0.883,0.244,0.508,0,0.233,0,1,1,0,125
0.667,0.147,0.23,0.23,0,0,0.8,0,0,0.593,0,0.0167,0.268,0.491,0,0.248,0,1,1,0,125
0.667,0.143,0.221,0.221,0,0,0.84,0,0,0.638,0,0,0.287,0.495,0.128,0.245,0,1,1,0,125
0.667,0.142,0.258,0.258,0,0,0.84,0,0,0.492,0,0,0.339,0.495,0.214,0.258,0,1,1,0,125
0.667,0.142,0.285,0.285,0,0,0.84,0,0,0.392,0,0,0.387,0.491,0.0857,0.267,0,1,1,0,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0.87,0,0,0.427,0.499,0,0.27,0,1,1,0,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0.379,0,0,0.448,0.507,0.128,0.291,0,1,1,0,125
0.333,0.151,0.488,0.488,0,0.217,0.96,0,0,0,0,0,0.464,0.524,0.277,0.334,0,1,1,0,125
0.667,0.289,0.58,0.58,0,0.0167,1,0.365,0.417,0,0,0,0.546,0.591,0.306,0.472,0,1,1,0,125
1,0.518,0.616,0.616,0,0,0.96,0.577,0.5,0,0,0,0.718,0.616,0.0428,0.616,0,1,1,0,125
1,0.462,0.653,0.653,0,0,0.94,0.324,0,0,0,0,0.844,0.541,0.214,0.521,0,1,1,0,125
1,0.542,0.635,0.635,0,0,0.92,0,0,0,0,0,0.779,0.525,0.0428,0.509,0,1,1,0,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.492,0.484,0,0.448,0,1,1,0,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.224,0.458,0,0.325,0,1,1,0,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0957,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0479,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0261,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0174,0.465,0.0428,0.258,0,1,1,0,125
1,0.05,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.442,0.137,0.273,0,1,1,0,125
0.667,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0305,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0522,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0936,0.465,0.128,0.258,0,1,1,0,125
0.667,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.155,0.465,0,0.258,0,1,1,0,125
0.667,0.156,0.212,0.212,0,0.217,0.82,0,0,0,0,0,0.205,0.487,0,0.242,0,1,1,0,125
0.667,0.256,0.221,0.221,0,0.25,0.8,0,0,0,0,0,0.244,0.508,0,0.233,0,1,1,0,125
0.667,0.245,0.23,0.23,0,0,0.8,0,0,0,0,0,0.268,0.517,0,0.239,0,1,1,0,125
0.667,0.237,0.221,0.221,0,0,0.84,0,0,0,0,0,0.287,0.525,0,0.233,0,1,1,0,125
0.667,0.235,0.258,0.258,0,0,0.84,0,0,0,0,0,0.339,0.525,0.257,0.258,0,1,1,0,125
0.667,0.235,0.285,0.285,0,0,0.84,0,0,0,0,0,0.387,0.517,0,0.276,0,1,1,0,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.427,0.533,0.428,0.282,0,1,1,0,125
1,0.334,0.359,0.359,0,0,0.88,0,0,0,0,0,0.448,0.592,0.343,0.359,0,1,1,0,125
1,0.353,0.488,0.488,0,0,0.96,0,0,0,0,0,0.464,0.641,0.171,0.488,0,1,1,0,125
1,0.408,0.58,0.58,0,0,1,0,0,0,0,0,0.546,0.653,0.237,0.58,0,1,1,0,125
1,0.518,0.616,0.616,0,0,0.96,0,0,0,0,0,0.718,0.616,0.0428,0.616,0,1,1,0,125
1,0.668,0.653,0.653,0,0.217,0.94,0,0,0,0,0,0.844,0.579,0.128,0.653,0,1,1,0,125
1,0.788,0.635,0.635,0,0.0167,0.92,0,0,0,0,0,0.779,0.555,0,0.635,0,1,1,0,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0.14,0.319,0,0.492,0.493,0.302,0.543,0,1,1,0,125
1,0.183,0.46,0.46,0,0,0.82,0,0,0.58,0,0.217,0.224,0.451,0.266,0.393,0,1,1,0,125
1,0.099,0.368,0.368,0,0,0.8,0,0,0.307,0,0,0.0805,0.443,0,0.331,0,1,1,1,125
1,0.0578,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.446,0.0428,0.285,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.442,0.0428,0.285,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.438,0.139,0.282,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0.0775,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0.199,0.258,0,1,1,1,125
1,0.222,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.459,0.215,0.35,0,1,1,1,125
1,0.39,0.432,0.432,0,0,0.8,0.467,0.417,0,0,0,0.087,0.518,0.25,0.432,0,1,1,1,125
0.333,0.162,0.313,0.313,0,0,0.82,0.394,0.267,0,0,0,0.107,0.487,0,0.276,0,1,1,1,125
0.333,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0.0458,0.242,0,1,1,1,125
0.333,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.26,0.245,0,1,1,1,125
0,0.0495,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.465,0.128,0.258,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.128,0.245,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0.717,0.84,0,0,0,0,0,0.187,0.495,0.171,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0.233,0.84,0,0,0,0,0,0.198,0.491,0,0.267,0,1,1,1,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.533,0.0857,0.282,0,1,1,1,125
0.333,0.144,0.359,0.359,0,0.217,0.88,0,0,0,0,0,0.276,0.507,0.0428,0.291,0,1,1,1,125
0.667,0.252,0.488,0.488,0,1,0.96,0.626,0.683,0,0,0,0.339,0.582,0.0428,0.411,0,1,1,1,125
1,0.408,0.58,0.58,0,0.467,1,0.146,0,0,0,0,0.457,0.653,0,0.58,0,1,1,1,125
1,0.518,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.616,0.0428,0.616,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.579,0.257,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.555,0.239,0.635,0,1,1,1,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.493,0.102,0.543,0,1,1,1,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0,0.325,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.465,0.0591,0.258,0,1,1,0,125
0.333,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.465,0,0.258,0,1,1,0,125
0.333,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.465,0,0.258,0,1,1,0,125
0.333,0.0495,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.465,0.0857,0.258,0,1,1,0,125
0,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.465,0.214,0.258,0,1,1,0,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0,0.248,0,1,1,0,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0,0.245,0,1,1,0,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0,0.258,0,1,1,0,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0.0428,0.267,0,1,1,0,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.499,0.128,0.27,0,1,1,0,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0.396,0.291,0,1,1,0,125
1,0.353,0.488,0.488,0,0,0.96,0.492,0.417,0,0,0,0.339,0.641,0.106,0.488,0,1,1,0,125
1,0.408,0.58,0.58,0,0.467,1,0.521,0.267,0,0,0,0.457,0.653,0.171,0.58,0,1,1,0,125
1,0.518,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.616,0.343,0.616,0,1,1,0,125
1,0.668,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.579,0.144,0.653,0,1,1,0,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.555,0.187,0.635,0,1,1,0,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.493,0.132,0.543,0,1,1,0,125
1,0.183,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.451,0,0.393,0,1,1,0,125
1,0.0743,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.454,0,0.294,0,1,1,1,125
1,0.0578,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.446,0,0.285,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
1,0.136,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.462,0,0.304,0,1,1,1,125
1,0.163,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.483,0.15,0.316,0,1,1,1,125
1,0.387,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.53,0.227,0.313,0,1,1,1,125
0.333,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0,0.242,0,1,1,1,125
0.333,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.128,0.245,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0.217,0.8,0,0,0,0,0,0.157,0.491,0.471,0.248,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0.0167,0.84,0,0,0,0,0,0.165,0.495,0.128,0.245,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0,0.267,0,1,1,1,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.499,0.0428,0.27,0,1,1,1,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0,0.291,0,1,1,1,125
0.333,0.151,0.488,0.488,0,0,0.96,0,0,0,0,0,0.339,0.524,0.0428,0.334,0,1,1,1,125
0.667,0.289,0.58,0.58,0,0,1,0,0,0,0,0,0.457,0.591,0.214,0.472,0,1,1,1,125
0.667,0.362,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.566,0.128,0.497,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.579,0.338,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.555,0.3,0.635,0,1,1,1,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.493,0.0428,0.543,0,1,1,1,125
1,0.0495,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.465,0.0857,0.258,0,1,1,1,125
