"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
6166,22,8,5992,601,"724699","CO","BOULDER-BROOMFIELD-JEFFERSON COUNTY AP","5749.2","689.4"
6167,12,4,4672,1678,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6168,26,10,2565,174,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6169,2,1,5540,804,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6170,26,10,1325,1378,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6171,3,2,4885,1062,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6172,10,4,7925,625,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
6173,5,2,5115,989,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
6174,10,4,6445,914,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
6175,21,7,2427,2465,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
6176,1,1,7176,463,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
6177,3,2,4606,1228,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
6178,10,4,7860,665,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
6179,8,3,7184,482,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
6180,7,3,6401,760,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
6181,7,3,5504,879,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6182,12,4,4943,1208,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6183,2,1,5588,772,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6184,21,7,888,3813,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
6185,12,4,5407,1200,"724760","CO","GRAND JUNCTION/WALK","5430.6","1211.4"
6186,18,6,3361,1791,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
6187,2,1,5488,798,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6188,18,6,4466,1269,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6189,3,2,6433,618,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6190,5,2,5583,907,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6191,19,6,3750,1691,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
6192,13,5,4876,1128,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6193,3,2,5151,866,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6194,3,2,5386,798,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6195,12,4,5344,1171,"724390","IL","SPRINGFIELD/CAPITAL","5360.4","1137.6"
6196,10,4,7532,920,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6197,19,6,4111,1330,"723630","TX","AMARILLO INTL","4102.2","1366.2"
6198,1,1,5692,734,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6199,27,10,4952,191,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
6200,17,5,184,4131,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6201,4,2,5104,903,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
6202,4,2,8138,166,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
6203,3,2,5168,829,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6204,15,5,2824,1707,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6205,27,10,4673,184,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
6206,16,5,2472,1857,"723013","NC","WILMINGTON","2444.4","2030.4"
6207,19,6,4035,1309,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
6208,17,5,110,4349,"722020","FL","MIAMI","126","4537.8"
6209,26,10,1138,799,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6210,3,2,5996,687,"725130","PA","WILKES-BARRE-SCRANT","6085.8","637.2"
6211,4,2,4673,1143,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
6212,12,4,5106,1226,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6213,10,4,9362,418,"727450","MN","DULUTH INTL AIRPORT","9325.8","210.6"
6214,22,8,5387,636,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
6215,9,3,7853,349,"726380","MI","HOUGHTON LAKE/ROSCO","7880.4","338.4"
6216,8,3,6638,663,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
6217,12,4,4818,1448,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6218,26,10,1263,1426,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6219,26,10,1233,787,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6220,20,7,4155,1463,"723630","TX","AMARILLO INTL","4102.2","1366.2"
6221,7,3,5110,1074,"724380","IN","INDIANAPOLIS/I.-MUN","5272.2","1087.2"
6222,26,10,2812,1961,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
6223,15,5,3032,1759,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6224,21,7,2196,2630,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
6225,21,7,1570,2834,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
6226,13,5,3788,1381,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6227,18,6,3783,1594,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
6228,26,10,1109,828,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6229,7,3,6079,835,"725360","OH","TOLEDO EXPRESS","6073.2","797.4"
6230,21,7,2579,2320,"722650","TX","MIDLAND/MIDLAND REG","2617.2","2260.8"
6231,4,2,5300,847,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
6232,22,8,5462,860,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
6233,7,3,5467,941,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6234,12,4,5480,790,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6235,22,8,8493,2,"724620","CO","ALAMOSA MUNI(AWOS)","8434.8","52.2"
6236,27,10,5255,147,"727920","WA","OLYMPIA","5371.2","106.2"
6237,4,2,8042,184,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
6238,26,10,2305,1465,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6239,25,9,1946,3577,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
6240,3,2,5741,817,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6241,17,5,249,3962,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6242,2,1,6067,708,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6243,20,7,3738,1891,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
6244,7,3,6262,638,"725246","OH","MANSFIELD LAHM RGNL","6152.4","658.8"
6245,3,2,4678,1205,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
6246,4,2,5284,851,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
6247,2,1,6415,543,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6248,16,5,2057,2295,"722255","GA","COLUMBUS METROPOLIT","2082.6","2338.2"
6249,26,10,1300,1389,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6250,10,4,7318,726,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6251,16,5,3480,1632,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
6252,1,1,5434,763,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6253,26,10,2510,305,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6254,10,4,9343,422,"727450","MN","DULUTH INTL AIRPORT","9325.8","210.6"
6255,12,4,5126,1307,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6256,10,4,6950,975,"725480","IA","WATERLOO MUNICIPAL","6987.6","775.8"
6257,16,5,3058,1822,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6258,26,10,1126,811,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6259,2,1,6565,622,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
6260,18,6,1805,2430,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
6261,27,10,5363,117,"727920","WA","OLYMPIA","5371.2","106.2"
6262,10,4,7662,736,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
6263,26,10,1644,506,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6264,27,10,4527,194,"726940","OR","SALEM/MCNARY","4532.4","313.2"
6265,12,4,4516,1661,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6266,26,10,852,1734,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6267,1,1,6850,456,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6268,11,4,4979,1490,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
6269,18,6,4921,1167,"724210","KY","CINCINNATI/GREATER","4953.6","1107"
6270,23,8,5620,1148,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
6271,26,10,1272,726,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6272,21,7,1941,2677,"722446","TX","ANGELINA CO","1846.8","2646"
6273,5,2,5674,882,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6274,15,5,3087,1597,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
6275,10,4,8789,553,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
6276,18,6,2629,2096,"722280","AL","BIRMINGHAM MUNI","2653.2","2014.2"
6277,21,7,2213,2610,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
6278,20,7,3012,2166,"723403","AR","ADAMS FLD","2917.8","2170.8"
6279,20,7,3540,2020,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
6280,17,5,398,3824,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6281,26,10,2444,538,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6282,10,4,7441,816,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6283,18,6,1725,2470,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
6284,15,5,3432,1349,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6285,21,7,1746,2834,"722446","TX","ANGELINA CO","1846.8","2646"
6286,23,8,6303,825,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
6287,16,5,3740,1475,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6288,22,8,5478,856,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
6289,12,4,4519,1408,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6290,2,1,6334,529,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6291,26,10,1063,1770,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6292,19,6,3969,1539,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
6293,12,4,4816,1257,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6294,22,8,8474,25,"724620","CO","ALAMOSA MUNI(AWOS)","8434.8","52.2"
6295,14,5,4553,1323,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
6296,21,7,2136,2509,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
6297,27,10,4382,352,"726940","OR","SALEM/MCNARY","4532.4","313.2"
6298,8,3,6839,544,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
6299,26,10,1444,1590,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6300,25,9,5080,584,"724880","NV","RENO/CANNON INTL","5043.6","790.2"
6301,12,4,4937,1350,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6302,12,4,4374,1704,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6303,18,6,4009,1649,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
6304,24,9,1138,4228,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
6305,21,7,1736,2702,"722446","TX","ANGELINA CO","1846.8","2646"
6306,21,7,2543,2234,"722650","TX","MIDLAND/MIDLAND REG","2617.2","2260.8"
6307,21,7,2277,2766,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6308,11,4,4534,1610,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
6309,17,5,289,3975,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6310,1,1,5634,766,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6311,26,10,1254,1984,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6312,20,7,2850,2015,"723403","AR","ADAMS FLD","2917.8","2170.8"
6313,13,5,4835,799,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6314,6,3,5789,1024,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
6315,1,1,5623,752,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6316,10,4,6743,819,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
6317,27,10,654,289,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6318,24,9,2220,2283,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
6319,25,9,1937,3485,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
6320,12,4,4702,1667,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6321,10,4,8721,434,"727676","ND","MINOT INTL","8695.8","444.6"
6322,26,10,2834,151,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6323,22,8,6547,501,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
6324,15,5,2961,1748,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6325,26,10,1147,790,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6326,18,6,2892,1792,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
6327,19,6,4041,1466,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
6328,2,1,6628,473,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6329,12,4,4882,1418,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6330,21,7,1193,3488,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
6331,20,7,3462,2037,"723560","OK","TULSA INTL ARPT(AW)","3454.2","2050.2"
6332,2,1,5860,700,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6333,17,5,198,4029,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6334,26,10,2684,563,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6335,26,10,1556,295,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6336,13,5,4348,1061,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
6337,21,7,2214,2836,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6338,10,4,8605,454,"727640","ND","BISMARCK MUNICIPAL","8395.2","545.4"
6339,14,5,4834,1142,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
6340,2,1,5384,864,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6341,12,4,4414,1483,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6342,26,10,2388,227,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6343,26,10,2037,2224,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
6344,4,2,5441,806,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6345,6,3,4936,1292,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6346,3,2,4649,1167,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6347,16,5,3628,1481,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6348,13,5,3751,1396,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6349,26,10,1185,1158,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6350,26,10,1198,1145,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6351,11,4,6228,944,"725520","NE","GRAND ISLAND COUNTY","6080.4","1036.8"
6352,3,2,5153,872,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6353,10,4,6561,861,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
6354,27,10,4430,351,"726940","OR","SALEM/MCNARY","4532.4","313.2"
6355,4,2,5425,811,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6356,3,2,6242,664,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6357,24,9,1429,3230,"722740","AZ","TUCSON INTL","1416.6","3272.4"
6358,21,7,1426,2640,"722446","TX","ANGELINA CO","1846.8","2646"
6359,16,5,2298,1999,"723013","NC","WILMINGTON","2444.4","2030.4"
6360,21,7,1913,2447,"722446","TX","ANGELINA CO","1846.8","2646"
6361,12,4,4888,1235,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6362,17,5,585,3324,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6363,7,3,5475,939,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6364,26,10,2571,463,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6365,3,2,4765,1100,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6366,5,2,5682,724,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6367,16,5,3583,1441,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6368,17,5,1486,2506,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
6369,4,2,5439,906,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6370,10,4,7393,948,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
6371,14,5,4492,1093,"724140","WV","YEAGER","4444.2","1076.4"
6372,26,10,1535,1711,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6373,10,4,5585,1149,"725460","IA","DES MOINES INTL","6172.2","1033.2"
6374,3,2,7967,310,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
6375,5,2,5798,681,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6376,1,1,7095,366,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6377,14,5,4202,1524,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
6378,9,3,8163,428,"726435","WI","CHIPPEWA VALLEY RGN","7801.2","599.4"
6379,14,5,5606,762,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6380,11,4,5972,1195,"725500","NE","OMAHA/EPPLEY FIELD","6024.6","1132.2"
6381,11,4,4586,1667,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
6382,2,1,6651,542,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6383,18,6,2909,2078,"722280","AL","BIRMINGHAM MUNI","2653.2","2014.2"
6384,15,5,3202,1262,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6385,26,10,1438,1966,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
6386,5,2,4499,1423,"724080","PA","PHILADELPHIA INTL","4512.6","1332"
6387,12,4,4710,1481,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6388,26,10,1325,1364,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6389,10,4,6523,922,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
6390,7,3,5398,978,"724380","IN","INDIANAPOLIS/I.-MUN","5272.2","1087.2"
6391,18,6,2720,2025,"722280","AL","BIRMINGHAM MUNI","2653.2","2014.2"
6392,27,10,4623,320,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
6393,1,1,6347,596,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6394,3,2,5320,791,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6395,9,3,7426,433,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
6396,4,2,5188,1051,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
6397,16,5,3099,1746,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6398,2,1,5995,725,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6399,10,4,7946,611,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
6400,21,7,1386,3118,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
6401,12,4,4514,1561,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6402,16,5,3414,1386,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6403,26,10,1238,768,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6404,12,4,4685,1354,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6405,26,10,2925,105,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
6406,17,5,158,4210,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6407,26,10,1202,1275,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6408,14,5,4516,1267,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
6409,21,7,1630,2837,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
6410,21,7,2543,2424,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
6411,1,1,5593,776,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6412,16,5,3059,1769,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6413,15,5,2299,2136,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
6414,12,4,4604,1380,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6415,12,4,4542,1643,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6416,1,1,9549,149,"727120","ME","CARIBOU MUNICIPAL","9311.4","190.8"
6417,18,6,3047,1709,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6418,18,6,3803,1586,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
6419,22,8,6061,584,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
6420,21,7,1392,2701,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
6421,25,9,2056,3277,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
6422,2,1,6456,538,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6423,25,9,2058,3270,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
6424,26,10,2518,495,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6425,12,4,4823,1245,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6426,13,5,4688,870,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6427,10,4,7249,741,"726686","SD","PIERRE RGNL","7108.2","898.2"
6428,16,5,3340,1541,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
6429,19,6,4000,1322,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
6430,1,1,6721,441,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6431,3,2,4686,1125,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6432,26,10,2781,832,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6433,26,10,1500,856,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6434,21,7,2339,2438,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
6435,15,5,3155,1284,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6436,21,7,1486,3190,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
6437,17,5,494,3651,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6438,27,10,5338,685,"726880","OR","PENDLETON MUNICIPAL","5193","657"
6439,21,7,2250,2798,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6440,1,1,5612,755,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6441,11,4,4947,1422,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6442,21,7,2112,2551,"722480","LA","SHREVEPORT REGIONAL","2116.8","2534.4"
6443,21,7,1529,2833,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
6444,15,5,2375,2070,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
6445,17,5,583,3366,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6446,7,3,6117,802,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
6447,24,9,1150,4074,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
6448,11,4,5053,1391,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6449,10,4,8739,430,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
6450,3,2,4812,1013,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6451,21,7,4470,1160,"723630","TX","AMARILLO INTL","4102.2","1366.2"
6452,1,1,7180,344,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6453,19,6,3905,1358,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
6454,11,4,5225,1296,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
6455,19,6,3885,1645,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
6456,20,7,4188,1451,"723630","TX","AMARILLO INTL","4102.2","1366.2"
6457,26,10,1411,1468,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6458,22,8,5704,884,"724699","CO","BOULDER-BROOMFIELD-JEFFERSON COUNTY AP","5749.2","689.4"
6459,16,5,1727,2388,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
6460,15,5,1744,2309,"722070","GA","SAVANNAH MUNICIPAL","1760.4","2455.2"
6461,10,4,7740,720,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
6462,22,8,7402,126,"724675","CO","EAGLE CO RGNL","7876.8","131.4"
6463,23,8,5073,1352,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
6464,19,6,4196,1481,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
6465,19,6,3995,1324,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
6466,27,10,9210,35,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
6467,8,3,5894,862,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
6468,4,2,4851,1073,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
6469,3,2,4573,1191,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6470,21,7,1412,2665,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
6471,12,4,4836,1248,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6472,18,6,3431,1728,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
6473,1,1,6908,419,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6474,21,7,2372,2597,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
6475,26,10,2600,1771,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6476,15,5,2410,2151,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
6477,10,4,6740,728,"725480","IA","WATERLOO MUNICIPAL","6987.6","775.8"
