"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
2937,16,5,3639,1498,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
2938,10,4,6408,896,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
2939,9,3,8521,357,"726435","WI","CHIPPEWA VALLEY RGN","7801.2","599.4"
2940,5,2,5557,854,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
2941,9,3,7806,447,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2942,10,4,7956,602,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
2943,15,5,3043,1699,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
2944,10,4,8191,524,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
2945,20,7,1141,3267,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
2946,26,10,2307,1464,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
2947,26,10,2436,158,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2948,14,5,4046,1359,"724110","VA","ROANOKE MUNICIPAL","4044.6","1229.4"
2949,12,4,4923,1221,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2950,19,6,3270,1727,"723240","TN","CHATTANOOGA/LOVELL","3144.6","1762.2"
2951,26,10,1645,368,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
2952,21,7,2539,2584,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2953,17,5,880,3023,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
2954,3,2,4603,1182,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2955,24,9,873,4551,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2956,2,1,6052,711,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2957,3,2,6412,590,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
2958,3,2,7118,362,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
2959,3,2,4743,1137,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
2960,27,10,24,2469,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
2961,3,2,6430,623,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
2962,17,5,220,4037,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
2963,26,10,2919,1382,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
2964,1,1,7538,298,"726170","VT","BURLINGTON INTL","7351.2","505.8"
2965,11,4,5264,1284,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
2966,6,3,6316,847,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
2967,17,5,477,3629,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2968,18,6,4124,1603,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
2969,12,4,5224,1253,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2970,12,4,4849,1244,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2971,17,5,1474,2716,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
2972,26,10,1025,1196,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2973,12,4,4783,1449,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
2974,17,5,797,3152,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
2975,1,1,7297,320,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
2976,6,3,6074,901,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
2977,2,1,6532,610,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2978,12,4,4668,1360,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
2979,16,5,3108,1741,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
2980,21,7,2892,1923,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
2981,26,10,913,1410,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2982,3,2,4837,1077,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2983,26,10,2847,1939,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
2984,11,4,4502,1621,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
2985,26,10,1566,1248,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2986,13,5,4370,1290,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
2987,10,4,8844,573,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
2988,4,2,5687,754,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
2989,7,3,6276,635,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
2990,17,5,631,3177,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2991,17,5,79,4504,"722020","FL","MIAMI","126","4537.8"
2992,1,1,5586,721,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2993,21,7,2356,2611,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
2994,9,3,7991,477,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2995,7,3,5851,855,"725240","OH","CLEVELAND","5850","774"
2996,2,1,7570,289,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2997,21,7,1600,2891,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
2998,7,3,6111,827,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
2999,26,10,1115,1215,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3000,10,4,8112,495,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
3001,10,4,8355,498,"727640","ND","BISMARCK MUNICIPAL","8395.2","545.4"
3002,12,4,4696,1486,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
3003,21,7,2255,2562,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
3004,2,1,5654,754,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
3005,16,5,2878,1854,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
3006,26,10,2238,1509,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
3007,10,4,7907,577,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
3008,9,3,7573,627,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
3009,26,10,1664,1708,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
3010,7,3,4695,1355,"724320","IN","EVANSVILLE REGIONAL","4424.4","1436.4"
3011,2,1,6157,685,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
3012,17,5,464,3663,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3013,12,4,5488,1155,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
3014,6,3,6305,887,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
3015,3,2,7284,327,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
3016,13,5,3908,1597,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
3017,26,10,848,1673,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3018,26,10,2520,300,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
3019,9,3,7425,733,"726430","WI","LA CROSSE MUNICIPAL","7009.2","817.2"
3020,15,5,2847,1816,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
3021,26,10,2169,1535,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3022,7,3,5970,863,"725330","IN","FORT WAYNE/BAER FLD","5990.4","824.4"
3023,15,5,2328,2161,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
3024,9,3,7642,529,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
3025,17,5,658,3168,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
3026,12,4,5318,1225,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
3027,2,1,6426,634,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3028,19,6,3788,1687,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
3029,11,4,4552,1721,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
3030,10,4,7449,739,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
3031,13,5,3243,1584,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
3032,26,10,1454,1749,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3033,17,5,124,4303,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3034,15,5,3014,1770,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
3035,15,5,1991,2362,"722255","GA","COLUMBUS METROPOLIT","2082.6","2338.2"
3036,17,5,499,3708,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3037,1,1,7750,399,"726170","VT","BURLINGTON INTL","7351.2","505.8"
3038,3,2,6573,550,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
3039,19,6,3435,1754,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
3040,18,6,1687,2489,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
3041,10,4,6411,825,"725620","NE","NORTH PLATTE/LEE BI","6460.2","817.2"
3042,9,3,7460,494,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
3043,3,2,5275,829,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
3044,18,6,1991,2262,"722260","AL","MONTGOMERY/DANNELLY","2149.2","2320.2"
3045,13,5,4605,1214,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
3046,26,10,1703,1922,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3047,3,2,5208,871,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
3048,10,4,7707,691,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
3049,27,10,4739,259,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
3050,27,10,5579,57,"727970","WA","QUILLAYUTE","5653.8","21.6"
3051,13,5,4667,1209,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
3052,22,8,6078,611,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
3053,23,8,5356,951,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
3054,15,5,3051,1749,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
3055,5,2,5499,918,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
3056,26,10,2881,127,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
3057,3,2,6318,612,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
3058,19,6,4146,1427,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
3059,10,4,7931,616,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
3060,27,10,4376,365,"726940","OR","SALEM/MCNARY","4532.4","313.2"
3061,5,2,4094,1415,"724080","PA","PHILADELPHIA INTL","4512.6","1332"
3062,21,7,2571,2398,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
3063,7,3,4996,1055,"724280","OH","COLUMBUS/PORT COLUM","5254.2","1015.2"
3064,12,4,4534,1654,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
3065,2,1,6435,543,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3066,17,5,161,4203,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3067,15,5,2701,1903,"722190","GA","ATLANTA MUNICIPAL","2671.2","1893.6"
3068,3,2,7504,323,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
3069,17,5,984,2705,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
3070,7,3,5819,1047,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
3071,7,3,6492,553,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
3072,3,2,5287,815,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
3073,12,4,4378,1713,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
3074,21,7,1254,3284,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
3075,16,5,3594,1531,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
3076,10,4,10288,126,"727470","MN","INTERNATIONAL FALLS","9943.2","217.8"
3077,26,10,1355,1240,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3078,17,5,117,4328,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3079,21,7,1690,2926,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
3080,12,4,4456,1684,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
3081,17,5,1348,2513,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
3082,15,5,2878,1813,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
3083,22,8,7732,56,"724675","CO","EAGLE CO RGNL","7876.8","131.4"
3084,26,10,2690,1932,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3085,26,10,1220,734,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
3086,11,4,4826,1600,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
3087,13,5,3165,1596,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
3088,21,7,1534,3153,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
3089,21,7,1372,3147,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
3090,1,1,5720,726,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
3091,27,10,4531,223,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
3092,9,3,6844,762,"726400","WI","MILWAUKEE/GEN. MITC","6683.4","689.4"
3093,21,7,2228,2592,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
3094,6,3,6136,901,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
3095,19,6,3778,1678,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
3096,3,2,4842,1105,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
3097,6,3,5738,1038,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
3098,26,10,1540,1273,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3099,21,7,1042,3474,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
3100,3,2,7000,387,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
3101,7,3,5620,934,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
3102,26,10,2246,643,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
3103,24,9,2137,2372,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
3104,7,3,6475,647,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
3105,14,5,5453,804,"724170","WV","ELKINS-RANDOLPH COU","5803.2","484.2"
3106,17,5,1014,2652,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
3107,26,10,1090,1240,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3108,11,4,5428,1167,"724760","CO","GRAND JUNCTION/WALK","5430.6","1211.4"
3109,10,4,6991,780,"725480","IA","WATERLOO MUNICIPAL","6987.6","775.8"
3110,21,7,1859,2686,"722446","TX","ANGELINA CO","1846.8","2646"
3111,17,5,978,2902,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
3112,21,7,2036,2602,"722446","TX","ANGELINA CO","1846.8","2646"
3113,26,10,1381,1498,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3114,23,8,6117,849,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
3115,22,8,5413,629,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
3116,5,2,5091,997,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
3117,4,2,4756,1225,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
3118,8,3,7279,405,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
3119,21,7,2200,2625,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
3120,17,5,1950,2216,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
3121,6,3,5826,1041,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
3122,26,10,2108,1581,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
3123,21,7,2505,2460,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
3124,17,5,996,2683,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
3125,21,7,2484,2416,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
3126,25,9,2758,1933,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
3127,15,5,3642,1271,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
3128,22,8,5423,871,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
3129,15,5,2434,2018,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
3130,26,10,1322,1367,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3131,27,10,4659,288,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
3132,9,3,8055,439,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
3133,3,2,7454,333,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
3134,15,5,2835,1700,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
3135,10,4,6473,890,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
3136,17,5,254,3796,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3137,3,2,6688,598,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
3138,21,7,2278,2535,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
3139,17,5,991,2893,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
3140,26,10,2890,137,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
3141,26,10,2330,2029,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3142,12,4,5085,1294,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
3143,27,10,4799,138,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
3144,2,1,6850,439,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3145,17,5,13,4941,"722010","FL","KEY WEST/INT.","70.2","4831.2"
3146,26,10,2861,1820,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3147,14,5,4514,1267,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
3148,26,10,2679,571,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
3149,21,7,3709,1868,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
3150,14,5,5244,781,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
3151,15,5,2399,2161,"722170","GA","MACON/LEWIS B.WILSO","2262.6","2179.8"
3152,18,6,4221,1186,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
3153,17,5,393,3380,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3154,3,2,6527,564,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
3155,26,10,2313,599,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
3156,13,5,4225,1247,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
3157,15,5,3021,1616,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
3158,1,1,6884,408,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
3159,12,4,5118,1283,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
3160,17,5,477,3599,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3161,7,3,6291,757,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
3162,21,7,2530,2360,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
3163,3,2,6619,580,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
3164,17,5,210,3911,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3165,12,4,4570,1392,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
3166,2,1,5924,743,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
3167,5,2,5056,1065,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
3168,21,7,2640,2412,"722650","TX","MIDLAND/MIDLAND REG","2617.2","2260.8"
3169,1,1,6959,390,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
3170,17,5,194,4073,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3171,24,9,1455,3609,"722740","AZ","TUCSON INTL","1416.6","3272.4"
3172,22,8,6473,552,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
3173,21,7,2554,2495,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
3174,20,7,3775,1953,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
3175,1,1,5907,667,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
3176,27,10,0,2535,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
3177,15,5,3104,1588,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
3178,17,5,578,3091,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3179,26,10,2485,1216,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
3180,26,10,2144,1554,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3181,5,2,5390,900,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
3182,17,5,577,3294,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3183,19,6,3769,1611,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
3184,16,5,3459,1432,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
3185,3,2,5840,791,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
3186,8,3,6699,576,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
3187,21,7,2737,2339,"723510","TX","WICHITA FALLS/SHEPS","2811.6","2455.2"
3188,25,9,2752,1937,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
3189,27,10,4551,216,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
3190,17,5,117,4216,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3191,7,3,5585,770,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
3192,9,3,7646,498,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
3193,8,3,6070,880,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
3194,17,5,453,3426,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3195,22,8,6261,639,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
3196,10,4,7422,705,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
3197,26,10,1240,758,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
3198,5,2,5556,787,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
3199,26,10,2711,1794,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3200,1,1,9533,151,"727120","ME","CARIBOU MUNICIPAL","9311.4","190.8"
3201,16,5,2438,2057,"723013","NC","WILMINGTON","2444.4","2030.4"
3202,2,1,6150,595,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3203,3,2,5390,797,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
3204,26,10,2325,2143,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
3205,10,4,7802,782,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
3206,15,5,3154,1644,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
3207,12,4,4613,1451,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
3208,1,1,5772,821,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
3209,1,1,7101,409,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
3210,19,6,4169,1491,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
3211,12,4,4989,1119,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
3212,21,7,2336,2419,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
3213,1,1,9174,209,"727120","ME","CARIBOU MUNICIPAL","9311.4","190.8"
3214,1,1,5681,753,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
3215,23,8,5822,1032,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
3216,17,5,1378,2614,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
3217,1,1,7034,376,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
3218,12,4,5263,1364,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
3219,3,2,4871,1144,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
3220,25,9,2719,1960,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
3221,1,1,7183,344,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
3222,20,7,3430,1891,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
3223,17,5,232,4025,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
3224,20,7,3538,1918,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
3225,17,5,522,3393,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
3226,12,4,4869,1241,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
3227,10,4,8835,515,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
3228,7,3,6209,783,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
3229,10,4,9921,233,"727470","MN","INTERNATIONAL FALLS","9943.2","217.8"
3230,13,5,4654,881,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
3231,25,9,5858,446,"725830","NV","WINNEMUCCA MUNI","6177.6","570.6"
3232,25,9,2015,3352,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
3233,10,4,7679,685,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
3234,12,4,4356,1721,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
3235,24,9,3027,1952,"723723","AZ","ERNEST A LOVE FLD","4174.2","982.8"
3236,1,1,6486,525,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
3237,15,5,2413,2036,"723013","NC","WILMINGTON","2444.4","2030.4"
3238,9,3,6849,750,"726430","WI","LA CROSSE MUNICIPAL","7009.2","817.2"
3239,26,10,2701,136,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
3240,12,4,4535,1297,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
3241,13,5,4755,956,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
3242,26,10,1218,1125,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
3243,21,7,941,3463,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
3244,16,5,2319,2166,"722340","MS","MERIDIAN/KEY FIELD","2343.6","2161.8"
3245,15,5,2446,2008,"723013","NC","WILMINGTON","2444.4","2030.4"
3246,2,1,6301,702,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3247,26,10,2143,1032,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
3248,2,1,7558,382,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
3249,12,4,5542,773,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
