Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
TX, 03501	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03501	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03501	Single-Family Detached	2020s	0.987434	0.000000	0.009093	0.000000	0.003474	0.000000
TX, 03502	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03502	Multi-Family with 2 - 4 Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03502	Multi-Family with 5+ Units	2020s	0.918982	0.000000	0.064815	0.016204	0.000000	0.000000
TX, 03502	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03502	Single-Family Detached	2020s	0.959848	0.000000	0.013314	0.003381	0.012046	0.011411
TX, 03601	Mobile Home	2020s	0.980796	0.000000	0.000711	0.000000	0.000000	0.018492
TX, 03601	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 03601	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 03601	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03601	Single-Family Detached	2020s	0.776367	0.000000	0.069092	0.000000	0.025945	0.128596
TX, 03602	Mobile Home	2020s	0.995775	0.000000	0.000000	0.000000	0.000000	0.004226
TX, 03602	Multi-Family with 2 - 4 Units	2020s	0.899436	0.000000	0.100564	0.000000	0.000000	0.000000
TX, 03602	Multi-Family with 5+ Units	2020s	0.950796	0.000000	0.049203	0.000000	0.000000	0.000000
TX, 03602	Single-Family Attached	2020s	0.836645	0.000000	0.116998	0.000000	0.000000	0.046358
TX, 03602	Single-Family Detached	2020s	0.726955	0.000000	0.216727	0.002522	0.003362	0.050435
TX, 03700	Mobile Home	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03700	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 03700	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 03700	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03700	Single-Family Detached	2020s	0.843329	0.000000	0.041979	0.000000	0.044228	0.070465
TX, 03801	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 03801	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 03801	Multi-Family with 5+ Units	2020s	0.955958	0.000000	0.044041	0.000000	0.000000	0.000000
TX, 03801	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03801	Single-Family Detached	2020s	0.804532	0.000000	0.195467	0.000000	0.000000	0.000000
TX, 03802	Mobile Home	2020s	0.952381	0.000000	0.000000	0.000000	0.000000	0.047619
TX, 03802	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 03802	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 03802	Single-Family Attached	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 03802	Single-Family Detached	2020s	0.935039	0.000000	0.024672	0.000000	0.004980	0.035310
TX, 03900	Mobile Home	2020s	0.961052	0.000000	0.006816	0.000000	0.000000	0.032133
TX, 03900	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 03900	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 03900	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 03900	Single-Family Detached	2020s	0.874058	0.000000	0.026694	0.020534	0.017112	0.061601
TX, 04000	Mobile Home	2020s	0.961761	0.000000	0.007937	0.000000	0.030303	0.000000
TX, 04000	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04000	Multi-Family with 5+ Units	2020s	0.943464	0.000000	0.056536	0.000000	0.000000	0.000000
TX, 04000	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04000	Single-Family Detached	2020s	0.850490	0.000000	0.114379	0.000000	0.003268	0.031863
TX, 04100	Mobile Home	2020s	0.973510	0.000000	0.000000	0.000000	0.000000	0.026490
TX, 04100	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04100	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04100	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04100	Single-Family Detached	2020s	0.888554	0.000000	0.045557	0.000000	0.011295	0.054594
TX, 04200	Mobile Home	2020s	0.939904	0.000000	0.000000	0.046154	0.000000	0.013943
TX, 04200	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04200	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04200	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04200	Single-Family Detached	2020s	0.853764	0.000000	0.105162	0.006022	0.000000	0.035054
TX, 04301	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04301	Multi-Family with 2 - 4 Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04301	Multi-Family with 5+ Units	2020s	0.986818	0.000000	0.013182	0.000000	0.000000	0.000000
TX, 04301	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04301	Single-Family Detached	2020s	0.900242	0.000000	0.088898	0.000000	0.000000	0.010861
TX, 04302	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04302	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04302	Multi-Family with 5+ Units	2020s	0.946372	0.000000	0.009463	0.044164	0.000000	0.000000
TX, 04302	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04302	Single-Family Detached	2020s	0.815010	0.000000	0.175726	0.004941	0.000000	0.004324
TX, 04400	Mobile Home	2020s	0.915556	0.000000	0.000000	0.024444	0.000000	0.060000
TX, 04400	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04400	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04400	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04400	Single-Family Detached	2020s	0.791449	0.000000	0.151782	0.011876	0.006176	0.038718
TX, 04501	Mobile Home	2020s	0.938613	0.000000	0.003960	0.057426	0.000000	0.000000
TX, 04501	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04501	Multi-Family with 5+ Units	2020s	0.872385	0.000000	0.000000	0.079498	0.000000	0.048117
TX, 04501	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04501	Single-Family Detached	2020s	0.735032	0.000000	0.221944	0.000000	0.018936	0.024088
TX, 04502	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04502	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04502	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04502	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04502	Single-Family Detached	2020s	0.636371	0.000000	0.344110	0.000000	0.000000	0.019519
TX, 04503	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04503	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04503	Multi-Family with 5+ Units	2020s	0.888525	0.000000	0.081147	0.030328	0.000000	0.000000
TX, 04503	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04503	Single-Family Detached	2020s	0.560679	0.000000	0.439321	0.000000	0.000000	0.000000
TX, 04504	Mobile Home	2020s	0.959956	0.000000	0.040044	0.000000	0.000000	0.000000
TX, 04504	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04504	Multi-Family with 5+ Units	2020s	0.957983	0.000000	0.000000	0.042017	0.000000	0.000000
TX, 04504	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04504	Single-Family Detached	2020s	0.602236	0.000000	0.388516	0.000000	0.000000	0.009248
TX, 04601	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04601	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04601	Multi-Family with 5+ Units	2020s	0.853536	0.000000	0.122054	0.000000	0.000000	0.024411
TX, 04601	Single-Family Attached	2020s	0.561508	0.000000	0.386905	0.051587	0.000000	0.000000
TX, 04601	Single-Family Detached	2020s	0.670388	0.000000	0.317289	0.000000	0.004236	0.008086
TX, 04602	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04602	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04602	Multi-Family with 5+ Units	2020s	0.947897	0.000000	0.037477	0.014625	0.000000	0.000000
TX, 04602	Single-Family Attached	2020s	0.563953	0.000000	0.436047	0.000000	0.000000	0.000000
TX, 04602	Single-Family Detached	2020s	0.769444	0.000000	0.230555	0.000000	0.000000	0.000000
TX, 04603	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04603	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04603	Multi-Family with 5+ Units	2020s	0.912311	0.000000	0.058378	0.025892	0.000000	0.003419
TX, 04603	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04603	Single-Family Detached	2020s	0.629758	0.000000	0.370242	0.000000	0.000000	0.000000
TX, 04604	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04604	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04604	Multi-Family with 5+ Units	2020s	0.932140	0.000000	0.054708	0.011398	0.000000	0.001754
TX, 04604	Single-Family Attached	2020s	0.660169	0.000000	0.339830	0.000000	0.000000	0.000000
TX, 04604	Single-Family Detached	2020s	0.666879	0.000000	0.328869	0.000000	0.000000	0.004252
TX, 04605	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04605	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04605	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04605	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04605	Single-Family Detached	2020s	0.741298	0.000000	0.233434	0.002399	0.004678	0.018191
TX, 04606	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04606	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04606	Multi-Family with 5+ Units	2020s	0.942623	0.000000	0.057377	0.000000	0.000000	0.000000
TX, 04606	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04606	Single-Family Detached	2020s	0.737827	0.000000	0.235955	0.018727	0.000000	0.007490
TX, 04607	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04607	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04607	Multi-Family with 5+ Units	2020s	0.980606	0.000000	0.019394	0.000000	0.000000	0.000000
TX, 04607	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04607	Single-Family Detached	2020s	0.700257	0.000000	0.281185	0.000000	0.018557	0.000000
TX, 04608	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04608	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04608	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04608	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04608	Single-Family Detached	2020s	0.741298	0.000000	0.233434	0.002399	0.004678	0.018191
TX, 04609	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04609	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04609	Multi-Family with 5+ Units	2020s	0.911083	0.000000	0.088917	0.000000	0.000000	0.000000
TX, 04609	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04609	Single-Family Detached	2020s	0.615016	0.000000	0.384984	0.000000	0.000000	0.000000
TX, 04610	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04610	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04610	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04610	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04610	Single-Family Detached	2020s	0.649749	0.000000	0.350251	0.000000	0.000000	0.000000
TX, 04611	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04611	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04611	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04611	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04611	Single-Family Detached	2020s	0.638889	0.000000	0.312500	0.000000	0.000000	0.048611
TX, 04612	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04612	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04612	Multi-Family with 5+ Units	2020s	0.987790	0.000000	0.012210	0.000000	0.000000	0.000000
TX, 04612	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04612	Single-Family Detached	2020s	0.585151	0.000000	0.409658	0.000000	0.000000	0.005192
TX, 04613	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04613	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04613	Multi-Family with 5+ Units	2020s	0.959384	0.000000	0.040615	0.000000	0.000000	0.000000
TX, 04613	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04613	Single-Family Detached	2020s	0.592847	0.000000	0.407152	0.000000	0.000000	0.000000
TX, 04614	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04614	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04614	Multi-Family with 5+ Units	2020s	0.909243	0.000000	0.090757	0.000000	0.000000	0.000000
TX, 04614	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04614	Single-Family Detached	2020s	0.741298	0.000000	0.233434	0.002399	0.004678	0.018191
TX, 04615	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04615	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04615	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04615	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04615	Single-Family Detached	2020s	0.622641	0.000000	0.366577	0.000000	0.000000	0.010781
TX, 04616	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04616	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04616	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04616	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04616	Single-Family Detached	2020s	0.570213	0.000000	0.429787	0.000000	0.000000	0.000000
TX, 04617	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04617	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04617	Multi-Family with 5+ Units	2020s	0.975540	0.000000	0.024459	0.000000	0.000000	0.000000
TX, 04617	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04617	Single-Family Detached	2020s	0.658011	0.000000	0.341988	0.000000	0.000000	0.000000
TX, 04618	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04618	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04618	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04618	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04618	Single-Family Detached	2020s	0.741298	0.000000	0.233434	0.002399	0.004678	0.018191
TX, 04619	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04619	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04619	Multi-Family with 5+ Units	2020s	0.852217	0.000000	0.147783	0.000000	0.000000	0.000000
TX, 04619	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04619	Single-Family Detached	2020s	0.691964	0.000000	0.295281	0.000000	0.000000	0.012755
TX, 04620	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04620	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04620	Multi-Family with 5+ Units	2020s	0.956383	0.000000	0.025532	0.000000	0.000000	0.018085
TX, 04620	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04620	Single-Family Detached	2020s	0.615830	0.000000	0.368726	0.000000	0.015444	0.000000
TX, 04621	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04621	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04621	Multi-Family with 5+ Units	2020s	0.962890	0.000000	0.037109	0.000000	0.000000	0.000000
TX, 04621	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04621	Single-Family Detached	2020s	0.637931	0.000000	0.310345	0.037356	0.000000	0.014368
TX, 04622	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04622	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04622	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04622	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04622	Single-Family Detached	2020s	0.690684	0.000000	0.309316	0.000000	0.000000	0.000000
TX, 04623	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04623	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04623	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04623	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04623	Single-Family Detached	2020s	0.718044	0.000000	0.275689	0.000000	0.000000	0.006266
TX, 04624	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04624	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04624	Multi-Family with 5+ Units	2020s	0.954449	0.000000	0.036759	0.005525	0.001427	0.001840
TX, 04624	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04624	Single-Family Detached	2020s	0.665665	0.000000	0.280249	0.000000	0.000000	0.054087
TX, 04625	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04625	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04625	Multi-Family with 5+ Units	2020s	0.965167	0.000000	0.000000	0.034833	0.000000	0.000000
TX, 04625	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04625	Single-Family Detached	2020s	0.614471	0.000000	0.357980	0.000000	0.020266	0.007283
TX, 04626	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04626	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04626	Multi-Family with 5+ Units	2020s	0.962222	0.000000	0.009629	0.028148	0.000000	0.000000
TX, 04626	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04626	Single-Family Detached	2020s	0.649876	0.000000	0.303081	0.040799	0.000000	0.006245
TX, 04627	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04627	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04627	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04627	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04627	Single-Family Detached	2020s	0.648043	0.000000	0.349264	0.000000	0.000000	0.002695
TX, 04628	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04628	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04628	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04628	Single-Family Attached	2020s	0.615970	0.000000	0.384030	0.000000	0.000000	0.000000
TX, 04628	Single-Family Detached	2020s	0.675258	0.000000	0.324742	0.000000	0.000000	0.000000
TX, 04629	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04629	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04629	Multi-Family with 5+ Units	2020s	0.979378	0.000000	0.020622	0.000000	0.000000	0.000000
TX, 04629	Single-Family Attached	2020s	0.585000	0.000000	0.327500	0.087500	0.000000	0.000000
TX, 04629	Single-Family Detached	2020s	0.611052	0.000000	0.374601	0.000000	0.000000	0.014346
TX, 04630	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04630	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04630	Multi-Family with 5+ Units	2020s	0.966696	0.000000	0.033304	0.000000	0.000000	0.000000
TX, 04630	Single-Family Attached	2020s	0.705323	0.000000	0.294677	0.000000	0.000000	0.000000
TX, 04630	Single-Family Detached	2020s	0.589794	0.000000	0.404768	0.002656	0.000000	0.002782
TX, 04631	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04631	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04631	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04631	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04631	Single-Family Detached	2020s	0.629826	0.000000	0.358805	0.000000	0.000000	0.011369
TX, 04632	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04632	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04632	Multi-Family with 5+ Units	2020s	0.942222	0.000000	0.057778	0.000000	0.000000	0.000000
TX, 04632	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04632	Single-Family Detached	2020s	0.616534	0.000000	0.375964	0.000000	0.002364	0.005138
TX, 04633	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04633	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04633	Multi-Family with 5+ Units	2020s	0.974803	0.000000	0.025197	0.000000	0.000000	0.000000
TX, 04633	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04633	Single-Family Detached	2020s	0.585307	0.000000	0.414693	0.000000	0.000000	0.000000
TX, 04634	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04634	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04634	Multi-Family with 5+ Units	2020s	0.980458	0.000000	0.019542	0.000000	0.000000	0.000000
TX, 04634	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04634	Single-Family Detached	2020s	0.625000	0.000000	0.334811	0.000000	0.000000	0.040189
TX, 04635	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04635	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04635	Multi-Family with 5+ Units	2020s	0.964017	0.000000	0.012353	0.000000	0.023631	0.000000
TX, 04635	Single-Family Attached	2020s	0.776313	0.000000	0.199791	0.005112	0.005297	0.013487
TX, 04635	Single-Family Detached	2020s	0.693989	0.000000	0.306011	0.000000	0.000000	0.000000
TX, 04636	Mobile Home	2020s	0.935922	0.000000	0.019010	0.009753	0.004933	0.030380
TX, 04636	Multi-Family with 2 - 4 Units	2020s	0.909270	0.000000	0.079451	0.007674	0.001589	0.002015
TX, 04636	Multi-Family with 5+ Units	2020s	0.865922	0.000000	0.082682	0.000000	0.036872	0.014525
