occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,dehumidifier,kitchen_fan,bath_fan
0.246,0.381,0.138,0.138,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.146,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.094,0.094,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.162,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.171,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
0.246,0.349,0.0689,0.0689,0,0.249,0.84,0.84,0.84,0.336,0.68,0.827,0.421,0.559,0.194,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0.336,0.68,0.402,1,0,0
0.246,0.349,0.0689,0.0689,0,0.308,0.84,0.84,0.84,0.263,0.555,0.704,0.421,0.546,0.205,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0.263,0.555,0.379,1,0,0
0.246,0.351,0.0752,0.0752,0,0.238,0.82,0.82,0.82,0.278,0.589,0.753,0.421,0.571,0.23,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0.278,0.589,0.356,1,0,0
0.295,0.363,0.119,0.119,0,0.498,0.88,0.88,0.88,0.278,0.567,0.679,0.421,0.596,0.286,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0.278,0.567,0.448,1,0,0
0.541,0.404,0.232,0.232,0,0.811,0.96,0.96,0.96,0.358,0.555,0.667,0.421,0.646,0.351,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0.358,0.555,0.586,1,0,0
0.885,0.501,0.307,0.307,0,0.633,1,1,1,0.636,0.555,0.63,1,0.658,0.473,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0.636,0.555,0.69,1,0,0
0.885,0.656,0.407,0.407,0,0.325,0.96,0.96,0.96,0.811,0.555,0.63,1,0.621,0.662,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0.811,0.555,0.69,1,0,0
0.885,0.806,0.57,0.57,0,0.189,0.94,0.94,0.94,0.658,0.555,0.642,1,0.583,0.817,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0.658,0.555,0.632,1,0,0
1,0.851,0.658,0.658,0,0.135,0.92,0.92,0.92,0.49,0.533,0.667,1,0.559,0.774,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0.49,0.533,0.552,1,0,0
1,0.561,0.57,0.57,0,0.0865,0.88,0.88,0.88,0.322,0.363,0.543,1,0.497,0.468,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0.322,0.363,0.437,1,0,0
1,0.249,0.395,0.395,0,0.0595,0.82,0.82,0.82,0.227,0.193,0.296,1,0.447,0.203,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0.227,0.193,0.299,1,0,0
1,0.124,0.288,0.288,0,0.0379,0.8,0.8,0.8,0.11,0.102,0.123,1,0.434,0.099,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0.11,0.102,0.138,1,0,0
1,0.0743,0.288,0.288,0,0.0379,0.78,0.78,0.78,0.0512,0.0793,0.0741,1,0.41,0.0495,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0.0512,0.0793,0.069,1,0,0
1,0.0495,0.282,0.282,0,0.0216,0.76,0.76,0.76,0.0365,0.0453,0.0494,1,0.397,0.027,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0.0365,0.0453,0.046,1,0,0
1,0.0495,0.282,0.282,0,0.0216,0.74,0.74,0.74,0.0219,0.0453,0.0247,1,0.385,0.018,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0.0219,0.0453,0.0575,1,0,0
1,0.0519,0.288,0.288,0,0.0379,0.72,0.72,0.72,0.0219,0.0793,0.0494,1,0.397,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0.0219,0.0793,0.115,1,0,0
1,0.135,0.282,0.282,0,0.0595,0.72,0.72,0.72,0.0731,0.125,0.0741,1,0.41,0.0315,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0.0731,0.125,0.391,1,0,0
1,0.317,0.276,0.276,0,0.135,0.76,0.76,0.76,0.146,0.249,0.198,1,0.459,0.054,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0.146,0.249,0.897,1,0,0
0.869,0.402,0.257,0.257,0,0.227,0.8,0.8,0.8,0.227,0.555,0.395,0.421,0.521,0.0968,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0.227,0.555,1,1,0,0
0.41,0.404,0.226,0.226,0,0.249,0.82,0.82,0.82,0.424,0.827,0.593,0.421,0.534,0.16,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0.424,0.827,0.92,1,0,0
0.246,0.392,0.188,0.188,0,0.26,0.82,0.82,0.82,0.475,0.975,0.84,0.421,0.534,0.212,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0.475,0.975,0.77,1,0,0
0.246,0.381,0.15,0.15,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.252,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.1,0.1,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.277,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.297,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
0.246,0.349,0.0689,0.0689,0,0.249,0.84,0.84,0.84,0.336,0.68,0.827,0.421,0.559,0.351,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0.336,0.68,0.402,1,0,0
0.246,0.349,0.0689,0.0689,0,0.308,0.84,0.84,0.84,0.263,0.555,0.704,0.421,0.546,0.401,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0.263,0.555,0.379,1,0,0
0.246,0.351,0.0752,0.0752,0,0.238,0.82,0.82,0.82,0.278,0.589,0.753,0.421,0.571,0.441,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0.278,0.589,0.356,1,0,0
0.295,0.363,0.119,0.119,0,0.498,0.88,0.88,0.88,0.278,0.567,0.679,0.421,0.596,0.464,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0.278,0.567,0.448,1,0,0
0.541,0.404,0.238,0.238,0,0.811,0.96,0.96,0.96,0.358,0.555,0.667,0.421,0.646,0.479,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0.358,0.555,0.586,1,0,0
0.885,0.501,0.301,0.301,0,0.633,1,1,1,0.636,0.555,0.63,1,0.658,0.565,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0.636,0.555,0.69,1,0,0
0.885,0.656,0.376,0.376,0,0.325,0.96,0.96,0.96,0.811,0.555,0.63,1,0.621,0.743,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0.811,0.555,0.69,1,0,0
0.885,0.806,0.52,0.52,0,0.189,0.94,0.94,0.94,0.658,0.555,0.642,1,0.583,0.873,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0.658,0.555,0.632,1,0,0
1,0.851,0.614,0.614,0,0.135,0.92,0.92,0.92,0.49,0.533,0.667,1,0.559,0.806,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0.49,0.533,0.552,1,0,0
1,0.561,0.533,0.533,0,0.0865,0.88,0.88,0.88,0.322,0.363,0.543,1,0.497,0.509,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0.322,0.363,0.437,1,0,0
1,0.249,0.37,0.37,0,0.0595,0.82,0.82,0.82,0.227,0.193,0.296,1,0.447,0.232,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0.227,0.193,0.299,1,0,0
1,0.124,0.288,0.288,0,0.0379,0.8,0.8,0.8,0.11,0.102,0.123,1,0.434,0.099,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0.11,0.102,0.138,1,0,0
1,0.0743,0.288,0.288,0,0.0379,0.78,0.78,0.78,0.0512,0.0793,0.0741,1,0.41,0.0495,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0.0512,0.0793,0.069,1,0,0
1,0.0495,0.282,0.282,0,0.0216,0.76,0.76,0.76,0.0365,0.0453,0.0494,1,0.397,0.027,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0.0365,0.0453,0.046,1,0,0
1,0.0495,0.282,0.282,0,0.0216,0.74,0.74,0.74,0.0219,0.0453,0.0247,1,0.385,0.018,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0.0219,0.0453,0.0575,1,0,0
1,0.0519,0.288,0.288,0,0.0379,0.72,0.72,0.72,0.0219,0.0793,0.0494,1,0.397,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0.0219,0.0793,0.115,1,0,0
1,0.135,0.282,0.282,0,0.0595,0.72,0.72,0.72,0.0731,0.125,0.0741,1,0.41,0.0315,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0.0731,0.125,0.391,1,0,0
1,0.317,0.276,0.276,0,0.135,0.76,0.76,0.76,0.146,0.249,0.198,1,0.459,0.054,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0.146,0.249,0.897,1,0,0
0.869,0.402,0.257,0.257,0,0.227,0.8,0.8,0.8,0.227,0.555,0.395,0.421,0.521,0.0968,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0.227,0.555,1,1,0,0
0.41,0.404,0.226,0.226,0,0.249,0.82,0.82,0.82,0.424,0.827,0.593,0.421,0.534,0.16,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0.424,0.827,0.92,1,0,0
0.246,0.392,0.188,0.188,0,0.26,0.82,0.82,0.82,0.475,0.975,0.84,0.421,0.534,0.212,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0.475,0.975,0.77,1,0,0
0.246,0.381,0.15,0.15,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.252,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.1,0.1,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.277,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.297,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
0.246,0.349,0.0689,0.0689,0,0.249,0.84,0.84,0.84,0.336,0.68,0.827,0.421,0.559,0.351,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0.336,0.68,0.402,1,0,0
0.246,0.349,0.0689,0.0689,0,0.308,0.84,0.84,0.84,0.263,0.555,0.704,0.421,0.546,0.401,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0.263,0.555,0.379,1,0,0
0.246,0.351,0.0752,0.0752,0,0.238,0.82,0.82,0.82,0.278,0.589,0.753,0.421,0.571,0.441,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0.278,0.589,0.356,1,0,0
0.295,0.363,0.119,0.119,0,0.498,0.88,0.88,0.88,0.278,0.567,0.679,0.421,0.596,0.464,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0.278,0.567,0.448,1,0,0
0.541,0.404,0.238,0.238,0,0.811,0.96,0.96,0.96,0.358,0.555,0.667,0.421,0.646,0.479,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0.358,0.555,0.586,1,0,0
0.885,0.501,0.301,0.301,0,0.633,1,1,1,0.636,0.555,0.63,1,0.658,0.565,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0.636,0.555,0.69,1,0,0
0.885,0.656,0.376,0.376,0,0.325,0.96,0.96,0.96,0.811,0.555,0.63,1,0.621,0.743,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0.811,0.555,0.69,1,0,0
0.885,0.806,0.52,0.52,0,0.189,0.94,0.94,0.94,0.658,0.555,0.642,1,0.583,0.873,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0.658,0.555,0.632,1,0,0
1,0.851,0.614,0.614,0,0.135,0.92,0.92,0.92,0.49,0.533,0.667,1,0.559,0.806,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0.49,0.533,0.552,1,0,0
1,0.561,0.533,0.533,0,0.0865,0.88,0.88,0.88,0.322,0.363,0.543,1,0.497,0.509,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0.322,0.363,0.437,1,0,0
1,0.249,0.37,0.37,0,0.0595,0.82,0.82,0.82,0.227,0.193,0.296,1,0.447,0.232,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0.227,0.193,0.299,1,0,0
1,0.124,0.288,0.288,0,0.0379,0.8,0.8,0.8,0.11,0.102,0.123,1,0.434,0.0833,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0.11,0.102,0.138,1,0,0
1,0.0743,0.288,0.288,0,0.0379,0.78,0.78,0.78,0.0512,0.0793,0.0741,1,0.41,0.0405,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0.0512,0.0793,0.069,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.76,0.76,0.76,0.0365,0.0453,0.0494,1,0.397,0.0203,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0.0365,0.0453,0.046,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.74,0.74,0.74,0.0219,0.0453,0.0247,1,0.385,0.0158,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0.0219,0.0453,0.0575,1,0,0
1,0.0519,0.288,0.288,0,0.0379,0.72,0.72,0.72,0.0219,0.0793,0.0494,1,0.397,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0.0219,0.0793,0.115,1,0,0
1,0.135,0.232,0.232,0,0.0595,0.72,0.72,0.72,0.0731,0.125,0.0741,1,0.41,0.0405,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0.0731,0.125,0.391,1,0,0
1,0.317,0.219,0.219,0,0.135,0.76,0.76,0.76,0.146,0.249,0.198,1,0.459,0.0653,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0.146,0.249,0.897,1,0,0
0.869,0.402,0.213,0.213,0,0.227,0.8,0.8,0.8,0.227,0.555,0.395,0.421,0.521,0.09,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0.227,0.555,1,1,0,0
0.41,0.404,0.207,0.207,0,0.249,0.82,0.82,0.82,0.424,0.827,0.593,0.421,0.534,0.11,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0.424,0.827,0.92,1,0,0
0.246,0.392,0.175,0.175,0,0.26,0.82,0.82,0.82,0.475,0.975,0.84,0.421,0.534,0.131,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0.475,0.975,0.77,1,0,0
0.246,0.381,0.138,0.138,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.146,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.094,0.094,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.162,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.171,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
0.246,0.349,0.0689,0.0689,0,0.249,0.84,0.84,0.84,0.336,0.68,0.827,0.421,0.559,0.194,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0.336,0.68,0.402,1,0,0
0.246,0.349,0.0689,0.0689,0,0.308,0.84,0.84,0.84,0.263,0.555,0.704,0.421,0.546,0.205,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0.263,0.555,0.379,1,0,0
0.246,0.351,0.0752,0.0752,0,0.238,0.82,0.82,0.82,0.278,0.589,0.753,0.421,0.571,0.23,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0.278,0.589,0.356,1,0,0
0.295,0.363,0.119,0.119,0,0.498,0.88,0.88,0.88,0.278,0.567,0.679,0.421,0.596,0.286,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0.278,0.567,0.448,1,0,0
0.541,0.404,0.232,0.232,0,0.811,0.96,0.96,0.96,0.358,0.555,0.667,0.421,0.646,0.351,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0.358,0.555,0.586,1,0,0
0.885,0.501,0.307,0.307,0,0.633,1,1,1,0.636,0.555,0.63,1,0.658,0.473,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0.636,0.555,0.69,1,0,0
0.885,0.656,0.407,0.407,0,0.325,0.96,0.96,0.96,0.811,0.555,0.63,1,0.621,0.662,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0.811,0.555,0.69,1,0,0
0.885,0.806,0.57,0.57,0,0.189,0.94,0.94,0.94,0.658,0.555,0.642,1,0.583,0.817,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0.658,0.555,0.632,1,0,0
1,0.851,0.658,0.658,0,0.135,0.92,0.92,0.92,0.49,0.533,0.667,1,0.559,0.774,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0.49,0.533,0.552,1,0,0
1,0.561,0.57,0.57,0,0.0865,0.88,0.88,0.88,0.322,0.363,0.543,1,0.497,0.468,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0.322,0.363,0.437,1,0,0
1,0.249,0.395,0.395,0,0.0595,0.82,0.82,0.82,0.227,0.193,0.296,1,0.447,0.203,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0.227,0.193,0.299,1,0,0
1,0.124,0.288,0.288,0,0.0379,0.8,0.8,0.8,0.11,0.102,0.123,1,0.434,0.0833,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0.11,0.102,0.138,1,0,0
1,0.0743,0.288,0.288,0,0.0379,0.78,0.78,0.78,0.0512,0.0793,0.0741,1,0.41,0.0405,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0.0512,0.0793,0.069,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.76,0.76,0.76,0.0365,0.0453,0.0494,1,0.397,0.0203,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0.0365,0.0453,0.046,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.74,0.74,0.74,0.0219,0.0453,0.0247,1,0.385,0.0158,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0.0219,0.0453,0.0575,1,0,0
1,0.0519,0.288,0.288,0,0.0379,0.72,0.72,0.72,0.0219,0.0793,0.0494,1,0.397,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0.0219,0.0793,0.115,1,0,0
1,0.135,0.232,0.232,0,0.0595,0.72,0.72,0.72,0.0731,0.125,0.0741,1,0.41,0.0405,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0.0731,0.125,0.391,1,0,0
1,0.317,0.219,0.219,0,0.135,0.76,0.76,0.76,0.146,0.249,0.198,1,0.459,0.0653,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0.146,0.249,0.897,1,0,0
0.869,0.402,0.213,0.213,0,0.227,0.8,0.8,0.8,0.227,0.555,0.395,0.421,0.521,0.09,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0.227,0.555,1,1,0,0
0.41,0.404,0.207,0.207,0,0.249,0.82,0.82,0.82,0.424,0.827,0.593,0.421,0.534,0.11,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0.424,0.827,0.92,1,0,0
0.246,0.392,0.175,0.175,0,0.26,0.82,0.82,0.82,0.475,0.975,0.84,0.421,0.534,0.131,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0.475,0.975,0.77,1,0,0
0.246,0.381,0.138,0.138,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.146,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.094,0.094,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.162,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.171,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
0.246,0.349,0.0689,0.0689,0,0.249,0.84,0.84,0.84,0.336,0.68,0.827,0.421,0.559,0.194,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0.336,0.68,0.402,1,0,0
0.246,0.349,0.0689,0.0689,0,0.308,0.84,0.84,0.84,0.263,0.555,0.704,0.421,0.546,0.205,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0.263,0.555,0.379,1,0,0
0.246,0.351,0.0752,0.0752,0,0.238,0.82,0.82,0.82,0.278,0.589,0.753,0.421,0.571,0.23,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0.278,0.589,0.356,1,0,0
0.295,0.363,0.119,0.119,0,0.498,0.88,0.88,0.88,0.278,0.567,0.679,0.421,0.596,0.286,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0.278,0.567,0.448,1,0,0
0.541,0.404,0.232,0.232,0,0.811,0.96,0.96,0.96,0.358,0.555,0.667,0.421,0.646,0.351,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0.358,0.555,0.586,1,0,0
0.885,0.501,0.307,0.307,0,0.633,1,1,1,0.636,0.555,0.63,1,0.658,0.473,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0.636,0.555,0.69,1,0,0
0.885,0.656,0.407,0.407,0,0.325,0.96,0.96,0.96,0.811,0.555,0.63,1,0.621,0.662,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0.811,0.555,0.69,1,0,0
0.885,0.806,0.57,0.57,0,0.189,0.94,0.94,0.94,0.658,0.555,0.642,1,0.583,0.817,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0.658,0.555,0.632,1,0,0
1,0.851,0.658,0.658,0,0.135,0.92,0.92,0.92,0.49,0.533,0.667,1,0.559,0.774,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0.49,0.533,0.552,1,0,0
1,0.561,0.57,0.57,0,0.0865,0.88,0.88,0.88,0.322,0.363,0.543,1,0.497,0.468,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0.322,0.363,0.437,1,0,0
1,0.249,0.395,0.395,0,0.0595,0.82,0.82,0.82,0.227,0.193,0.296,1,0.447,0.203,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0.227,0.193,0.299,1,0,0
1,0.124,0.288,0.288,0,0.0379,0.8,0.8,0.8,0.11,0.102,0.123,1,0.434,0.0833,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0.11,0.102,0.138,1,0,0
1,0.0743,0.288,0.288,0,0.0379,0.78,0.78,0.78,0.0512,0.0793,0.0741,1,0.41,0.0405,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0.0512,0.0793,0.069,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.76,0.76,0.76,0.0365,0.0453,0.0494,1,0.397,0.0203,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0.0365,0.0453,0.046,1,0,0
1,0.0495,0.288,0.288,0,0.0216,0.74,0.74,0.74,0.0219,0.0453,0.0247,1,0.385,0.0158,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0.0219,0.0453,0.0575,1,0,0
1,0.0519,0.288,0.288,0,0.0379,0.72,0.72,0.72,0.0219,0.0793,0.0494,1,0.397,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0.0219,0.0793,0.115,1,0,0
1,0.135,0.232,0.232,0,0.0595,0.72,0.72,0.72,0.0731,0.125,0.0741,1,0.41,0.0405,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0.0731,0.125,0.391,1,0,0
1,0.317,0.219,0.219,0,0.135,0.76,0.76,0.76,0.146,0.249,0.198,1,0.459,0.0653,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0.146,0.249,0.897,1,0,0
0.869,0.402,0.213,0.213,0,0.227,0.8,0.8,0.8,0.227,0.555,0.395,0.421,0.521,0.09,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0.227,0.555,1,1,0,0
0.41,0.404,0.207,0.207,0,0.249,0.82,0.82,0.82,0.424,0.827,0.593,0.421,0.534,0.11,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0.424,0.827,0.92,1,0,0
0.246,0.392,0.175,0.175,0,0.26,0.82,0.82,0.82,0.475,0.975,0.84,0.421,0.534,0.131,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0.475,0.975,0.77,1,0,0
0.246,0.381,0.138,0.138,0,0.227,0.8,0.8,0.8,0.409,0.952,0.963,0.421,0.534,0.146,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0.409,0.952,0.644,1,0,0
0.246,0.364,0.094,0.094,0,0.27,0.8,0.8,0.8,0.351,0.85,1,0.421,0.546,0.162,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0.351,0.85,0.54,1,0,0
0.246,0.352,0.0752,0.0752,0,0.308,0.84,0.84,0.84,0.3,0.759,0.914,0.421,0.559,0.171,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0.3,0.759,0.46,1,0,0
