name,_id,run_start_time,run_end_time,status,status_message,build_existing_models.building_id,build_existing_models_energyplus.always_run,building_characteristics_report.Clothes Dryer,building_characteristics_report.Clothes Washer,building_characteristics_report.Cooking Range,building_characteristics_report.Cooling Setpoint,building_characteristics_report.Dishwasher,building_characteristics_report.Door Area,building_characteristics_report.Doors,building_characteristics_report.Ducts,building_characteristics_report.Eaves,building_characteristics_report.Exterior Finish,building_characteristics_report.Floor Covering,building_characteristics_report.Floor Sheathing,building_characteristics_report.Geometry Foundation Type,building_characteristics_report.Geometry Garage,building_characteristics_report.Geometry Heated Basement,building_characteristics_report.Geometry House Size,building_characteristics_report.Geometry Stories,building_characteristics_report.HVAC System Combined,building_characteristics_report.HVAC System Cooling,building_characteristics_report.HVAC System Heating Electricity,building_characteristics_report.HVAC System Heating Fuel Oil,building_characteristics_report.HVAC System Heating Natural Gas,building_characteristics_report.HVAC System Heating Propane,building_characteristics_report.HVAC System Heating Wood,building_characteristics_report.HVAC System Is Combined,building_characteristics_report.Heating Fuel,building_characteristics_report.Heating Setpoint,building_characteristics_report.Hot Water Distribution,building_characteristics_report.Hot Water Fixtures,building_characteristics_report.Infiltration,building_characteristics_report.Insulation Crawlspace,building_characteristics_report.Insulation Finished Basement,building_characteristics_report.Insulation Interzonal Floor,building_characteristics_report.Insulation Interzonal Wall,building_characteristics_report.Insulation Slab,building_characteristics_report.Insulation Unfinished Attic,building_characteristics_report.Insulation Unfinished Basement,building_characteristics_report.Insulation Wall,building_characteristics_report.Lighting,building_characteristics_report.Location Cooling Region,building_characteristics_report.Location EPW,building_characteristics_report.Location Heating Region,building_characteristics_report.Mechanical Ventilation,building_characteristics_report.Misc Extra Refrigerator,building_characteristics_report.Misc Freezer,building_characteristics_report.Misc Gas Fireplace,building_characteristics_report.Misc Gas Grill,building_characteristics_report.Misc Gas Lighting,building_characteristics_report.Misc Hot Tub Spa,building_characteristics_report.Misc Pool,building_characteristics_report.Misc Well Pump,building_characteristics_report.Natural Ventilation,building_characteristics_report.Neighbors,building_characteristics_report.Occupants,building_characteristics_report.Orientation,building_characteristics_report.Overhangs,building_characteristics_report.Plug Loads,building_characteristics_report.Refrigerator,building_characteristics_report.Roof Material,building_characteristics_report.Roof Sheathing,building_characteristics_report.Thermal Mass Ceiling,building_characteristics_report.Thermal Mass Exterior Wall,building_characteristics_report.Thermal Mass Floor,building_characteristics_report.Thermal Mass Furniture,building_characteristics_report.Thermal Mass Partition Wall,building_characteristics_report.Uninsulated Surfaces,building_characteristics_report.Usage Level,building_characteristics_report.Vintage,building_characteristics_report.Wall Sheathing,building_characteristics_report.Water Heater,building_characteristics_report.Window Areas,building_characteristics_report.Windows,simulation_output_report.Electricity Cooling kWh,simulation_output_report.Electricity Exterior Lighting kWh,simulation_output_report.Electricity Fans kWh,simulation_output_report.Electricity Heating kWh,simulation_output_report.Electricity Interior Equipment kWh,simulation_output_report.Electricity Interior Lighting kWh,simulation_output_report.Electricity Pumps kWh,simulation_output_report.Electricity Water Systems kWh,simulation_output_report.HVAC Cooling Capacity W,simulation_output_report.HVAC Heating Capacity W,simulation_output_report.Hours Cooling Setpoint Not Met,simulation_output_report.Hours Heating Setpoint Not Met,simulation_output_report.Natural Gas Heating therm,simulation_output_report.Natural Gas Interior Equipment therm,simulation_output_report.Natural Gas Water Systems therm,simulation_output_report.Other Fuel Heating MBtu,simulation_output_report.Other Fuel Interior Equipment MBtu,simulation_output_report.Other Fuel Water Systems MBtu,simulation_output_report.Total Site Electricity kWh,simulation_output_report.Total Site Energy MBtu,simulation_output_report.Total Site Natural Gas therm,simulation_output_report.Total Site Other Fuel MBtu
diag Autogenerated 111,02c2015e-bfd9-424b-a51b-44d4f97e34d9,2016-12-02T19:37:13Z,2016-12-02T19:39:56Z,completed,completed normal,111.0,1.0,"Electric, 100% Usage","EnergyStar, 80% Usage","Gas, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"34% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",50%,25 ACH50,"Uninsulated, Vented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,186.11111111111111,1069.4444444444446,0.0,3572.222222222222,944.4444444444446,0.0,0.0,,10701.29009449537,0.0,127.83,939.191984518466,35.63792372378073,118.19279490307066,0.0,0.0,0.0,5772.222222222222,128.99791007464248,1093.0227031453173,0.0
diag Autogenerated 912,02d191d1-e923-4ed8-aeba-d5c01bb86172,2016-12-02T19:11:55Z,2016-12-02T19:15:11Z,completed,completed normal,912.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Slab,None,No,2500-3499,2+,None,None,None,None,None,None,FIXME Wood Stove,No,Wood,70F,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,None,None,R-19,R-19,Uninsulated,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,0.0,0.0,5900.0,2358.3333333333335,0.0,3600.0,,,0.0,0.0,0.0,8.625135794851186,0.0,0.0,0.0,0.0,12383.333333333334,43.106722631849664,8.625135794851186,0.0
diag Autogenerated 444,03d464a1-1f01-4500-bb88-57a06026f61c,2016-12-02T19:27:44Z,2016-12-02T19:29:54Z,completed,completed normal,444.0,1.0,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"24% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Slab,2 Car,No,2500-3499,1,None,None,None,None,None,None,FIXME Wood Stove,No,Wood,65F w/setback,"Uninsulated, TrunkBranch, Copper",50%,4 ACH50,None,None,R-19,R-19,Uninsulated,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% CFL,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1980s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,277.77777777777777,0.0,0.0,4822.222222222222,1291.6666666666667,0.0,2561.111111111111,,,0.0,0.0,0.0,8.625135794851186,0.0,0.0,0.0,0.0,8952.777777777776,31.410659367183335,8.625135794851186,0.0
diag Autogenerated 959,0445a912-df65-4870-896f-788f9319fb15,2016-12-02T19:11:57Z,2016-12-02T19:15:36Z,completed,completed normal,959.0,1.0,"Electric, 100% Usage","Standard, 80% Usage","Gas, 100% Usage",70F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Slab,3 Car,No,3500+,2+,None,None,None,None,None,None,FIXME Wood Stove,No,Wood,65F w/setback,"Uninsulated, TrunkBranch, Copper",50%,8 ACH50,None,None,R-19,R-19,Uninsulated,"Ceiling R-60, Vented",None,"Wood Stud, R-19",100% CFL,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1990s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,419.44444444444446,0.0,0.0,4747.222222222222,1827.7777777777778,0.0,0.0,,,0.0,0.0,0.0,43.315242398318595,156.67416998779134,0.0,0.0,0.0,6991.666666666667,43.855498156897184,199.8946306740786,0.0
diag Autogenerated 865,04639658-5a4a-4001-8234-6425b954dd16,2016-12-02T19:15:43Z,2016-12-02T19:19:13Z,completed,completed normal,865.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Unheated Basement,3 Car,No,3500+,2+,None,"AC, SEER 10",None,None,None,None,FIXME Wood Stove,No,Wood,70F,"Uninsulated, HomeRun, PEX",100%,8 ACH50,None,None,R-19,R-19,None,"Ceiling R-60, Vented",Ceiling R-19,"Wood Stud, R-19",100% Incandescent,C3,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,2000s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",1255.5555555555554,786.1111111111111,238.88888888888889,0.0,6813.888888888889,3430.5555555555557,0.0,3941.6666666666665,10391.124208617717,,0.0,0.0,0.0,9.95207976328983,0.0,0.0,0.0,0.0,16466.666666666668,57.18180686850243,9.95207976328983,0.0
diag Autogenerated 878,046dea0b-c7ed-4f8d-939c-f9923cd673bc,2016-12-02T19:15:38Z,2016-12-02T19:18:06Z,completed,completed normal,878.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,2+,"ASHP, SEER 13, 8.0 HSPF",None,None,None,None,None,None,Yes,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,25 ACH50,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 6.7,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1980s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",377.77777777777777,91.66666666666667,694.4444444444445,2577.777777777778,5725.0,580.5555555555555,0.0,3497.222222222222,6388.765523967215,6388.765523967215,0.0,33.67,0.0,6.160811282036562,0.0,0.0,0.0,0.0,13544.444444444443,46.831643914681,6.160811282036562,0.0
diag Autogenerated 277,04850c80-d445-4c53-9699-a3c9d3b0750e,2016-12-02T19:32:26Z,2016-12-02T19:34:52Z,completed,completed normal,277.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Slab,2 Car,No,2500-3499,2+,None,"FIXME Room AC, EER 9.8, 20% Conditioned",None,None,None,None,FIXME Wood Stove,No,Wood,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,None,None,R-19,R-19,Uninsulated,"Ceiling R-60, Vented",None,"Wood Stud, R-19",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1950s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",169.44444444444443,522.2222222222223,0.0,0.0,5900.0,2425.0,0.0,3722.222222222222,4036.855149742997,0.0,3.0,0.0,0.0,8.625135794851186,0.0,0.0,0.0,0.0,12736.111111111111,44.319928545850715,8.625135794851186,0.0
diag Autogenerated 598,04b90490-8fd0-47db-8c35-ed4436223361,2016-12-02T19:23:36Z,2016-12-02T19:26:00Z,completed,completed normal,598.0,1.0,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,"ASHP, SEER 16, 9.0 HSPF",None,None,None,None,None,None,Yes,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",50%,8 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1960s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",380.55555555555554,91.66666666666667,808.3333333333334,2569.4444444444443,3825.0,561.1111111111111,0.0,1844.4444444444446,8280.486395942755,8280.486395942755,0.0,27.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,10083.333333333334,35.02184259557707,6.160811282036562,0.0
diag Autogenerated 257,04e3e3a8-59da-4f2c-919e-2c1dddfe097b,2016-12-02T19:32:49Z,2016-12-02T19:35:00Z,completed,completed normal,257.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,1,None,None,None,None,"Gas Furnace, 76% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Uninsulated, Vented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1950s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,583.3333333333334,0.0,4697.222222222222,1705.5555555555554,0.0,0.0,,6962.40832770993,0.0,183.67,539.6870683064028,35.63792372378073,179.99047114749894,0.0,0.0,0.0,7336.111111111111,100.57287463644609,755.3154631776824,0.0
diag Autogenerated 885,051de43e-f054-46af-9f23-594f286765bc,2016-12-02T19:15:38Z,2016-12-02T19:18:08Z,completed,completed normal,885.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,2+,"ASHP, SEER 16, 9.0 HSPF",None,None,None,None,None,None,Yes,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,25 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",263.88888888888886,175.0,1083.3333333333333,5083.333333333333,5094.444444444444,1091.6666666666667,0.0,3491.6666666666665,8689.732786415934,8689.732786415934,0.0,30.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,16280.555555555557,56.17712072097031,6.160811282036562,0.0
diag Autogenerated 249,05c224a9-fd22-49e8-bdcb-12174653e521,2016-12-02T19:33:19Z,2016-12-02T19:35:42Z,completed,completed normal,249.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"53% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,1,None,"AC, SEER 10",Electric Furnace,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Ceiling R-19, Vented",None,Uninsulated,R-7,None,"Ceiling R-7, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",719.4444444444445,175.0,813.8888888888889,7636.111111111111,4811.111111111111,1091.6666666666667,0.0,3172.222222222222,6490.692889426073,4911.781298417985,2.0,195.83,0.0,6.160811282036562,0.0,0.0,0.0,0.0,18419.444444444445,63.465834376179714,6.160811282036562,0.0
diag Autogenerated 156,05e612af-3d02-4842-9df2-0aeb14c82b59,2016-12-02T19:35:48Z,2016-12-02T19:38:23Z,completed,completed normal,156.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Gas, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,15 ACH50,"Uninsulated, Unvented",None,Uninsulated,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,350.0,1066.6666666666667,0.0,6925.0,1705.5555555555554,0.0,0.0,,32686.99756710994,0.0,0.0,1236.048306600597,35.63792372378073,311.3579240229247,0.0,0.0,0.0,10047.222222222223,192.58696067646292,1583.0441543473023,0.0
diag Autogenerated 330,05f8f911-a5cc-4f5d-8dac-a21109364a69,2016-12-02T19:31:12Z,2016-12-02T19:33:22Z,completed,completed normal,330.0,1.0,"Electric, 100% Usage","Standard, 120% Usage","Electric, 100% Usage",78F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,2500-3499,1,None,None,None,None,"Gas Boiler, 80% AFUE",None,None,No,Natural Gas,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,4 ACH50,None,Uninsulated,R-19,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C2,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,0.0,108.33333333333333,8886.111111111111,2358.3333333333335,344.44444444444446,0.0,,9830.742003164081,0.0,366.17,633.0470546572647,8.625135794851186,367.5634792575044,0.0,0.0,0.0,12222.222222222223,142.61804209354483,1009.1408879975888,0.0
diag Autogenerated 791,060aff76-c080-4e28-ae9a-dcbbae6098e5,2016-12-02T19:18:09Z,2016-12-02T19:20:35Z,completed,completed normal,791.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,20 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,727.7777777777777,0.0,5119.444444444444,1772.2222222222222,0.0,0.0,,9332.558076523339,0.0,7446.5,640.5348099077398,7.108628402349879,183.7817396287522,0.0,0.0,0.0,7969.444444444444,110.32591280447012,831.4251779388419,0.0
diag Autogenerated 541,064a8887-6322-49bd-a0b3-8c7b3db35826,2016-12-02T19:25:11Z,2016-12-02T19:28:08Z,completed,completed normal,541.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,2500-3499,2+,None,"AC, SEER 13",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,6 ACH50,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% CFL,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",861.1111111111111,277.77777777777777,758.3333333333334,0.0,5900.0,1291.6666666666667,0.0,3827.7777777777783,8501.403549659835,16624.281949863594,0.0,34.0,634.5635620497659,8.625135794851186,0.0,0.0,0.0,0.0,12913.888888888889,108.38288770782782,643.1886978446171,0.0
diag Autogenerated 752,066da478-8118-4a92-b689-51da36c74a0c,2016-12-02T19:18:49Z,2016-12-02T19:21:27Z,completed,completed normal,752.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,1500-2499,2+,None,None,None,Oil Furnace,None,None,None,No,Fuel Oil,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,433.3333333333333,0.0,5119.444444444444,1705.5555555555554,0.0,3116.6666666666665,,7468.356517437853,0.0,3870.5,0.0,7.108628402349879,0.0,39.353366835408934,0.0,0.0,10727.777777777777,76.65944869094109,7.108628402349879,39.353366835408934
